DatabaseClass text primary key,NATO_ASCC text,ModelClassId numeric,ClassificationId numeric,Cost numeric,Weight_kg numeric,Volume_m3 numeric,InitialYear numeric,FinalYear numeric,Country text,Designation text,ImageList text,IconFileName text,ModelFileName text,Description text,Notes text,Damage numeric,DamageModel text,DamageEffect text,LaunchSpeed_mps numeric,targetFlags numeric,MinLaunchAlt_m numeric,MaxLaunchAlt_m numeric,MinRange_km numeric,MaxRange_km numeric,ProbNoFaults numeric,PayloadClass text,PayloadQuantity numeric,DatalinkRange_km real,AcceptsUserCommands numeric,DetonationRange_m numeric,BallisticType numeric,AngleError_rad numeric,BurstCount numeric,BurstDuration_s numeric,ClusterCount numeric,ClusterEffectRadius_m numeric,SensorClass numeric,SmartMaxClimb_rad numeric,SmartError_m numeric,LockOnAfterLaunch numeric
"Gen128AA","","14","512","0","0.39","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","Generic AA Ammo.","","0","BlastFrag0.4kg","ToughWeapon","1080","6","0","99999","0.1","12.8","1","","","0","0","0","2","0.002768","0","","","","","0","0","0"
"Gen150AA","","14","512","0","0.39","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","Generic AA Ammo.","","0","BlastFrag0.4kg","ToughWeapon","1080","6","0","99999","0.1","15","1","","","0","0","0","2","0.0029","0","","","","","0","0","0"
"Gen155ART","","14","512","0","45","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","Generic ART Ammo.","","0","Blast7kg","ToughWeapon","1050","5","0","99999","0","18","1","","","0","0","1","0","0.00308","0","","","","","0","0","0"
"Gen20AA","","14","512","0","0.39","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","Generic AA Ammo.","","0","BlastFrag0.4kg","ToughWeapon","1080","6","0","99999","0.1","2","1","","","0","0","0","2","0.002","0","","","","","0","0","0"
"Gen23AA","","14","512","0","0.39","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","Generic AA Ammo.","","0","BlastFrag0.4kg","ToughWeapon","1080","6","0","99999","0.1","2.3","1","","","0","0","0","2","0.00203","8","0.14","","","","0","0","0"
"Gen25AA","","14","512","0","0.39","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","Generic AA Ammo.","","0","BlastFrag0.4kg","ToughWeapon","1080","6","0","99999","0.1","2.5","1","","","0","0","0","2","0.00205","0","","","","","0","0","0"
"Gen28AA","","14","512","0","0.39","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","Generic AA Ammo.","","0","BlastFrag0.4kg","ToughWeapon","1080","6","0","99999","0.1","2.8","1","","","0","0","0","2","0.00208","0","","","","","0","0","0"
"Gen30AA","","14","512","0","0.39","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","Generic AA Ammo.","","0","BlastFrag0.4kg","ToughWeapon","1080","6","0","99999","0.1","3","1","","","0","0","0","2","0.0021","0","","","","","0","0","0"
"Gen35AA","","14","512","0","0.39","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","Generic AA Ammo.","","0","BlastFrag0.4kg","ToughWeapon","1080","6","0","99999","0.1","3.5","1","","","0","0","0","2","0.00215","0","","","","","0","0","0"
"Gen37AA","","14","512","0","0.39","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","Generic AA Ammo.","","0","BlastFrag0.4kg","ToughWeapon","1080","6","0","99999","0.1","3.8","1","","","0","0","0","2","0.00218","0","","","","","0","0","0"
"Gen40AA","","14","512","0","0.39","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","Generic AA Ammo.","","0","BlastFrag0.4kg","ToughWeapon","1080","6","0","99999","0.1","4","1","","","0","0","0","2","0.0022","0","","","","","0","0","0"
"Gen50AA","","14","512","0","0.39","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","Generic AA Ammo.","","0","BlastFrag0.4kg","ToughWeapon","1080","6","0","99999","0.1","5","1","","","0","0","0","2","0.0023","0","","","","","0","0","0"
"Gen55AA","","14","512","0","0.39","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","Generic AA Ammo.","","0","BlastFrag0.4kg","ToughWeapon","1080","6","0","99999","0.1","5.5","1","","","0","0","0","2","0.00233","0","","","","","0","0","0"
"Gen57AA","","14","512","0","0.39","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","Generic AA Ammo.","","0","BlastFrag0.4kg","ToughWeapon","1080","6","0","99999","0.1","5.7","1","","","0","0","0","2","0.002342","0","","","","","0","0","0"
"Gen75AA","","14","512","0","0.39","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","Generic AA Ammo.","","0","BlastFrag0.4kg","ToughWeapon","1080","6","0","99999","0.1","7.5","1","","","0","0","0","2","0.00245","0","","","","","0","0","0"
"Gen80AA","","14","512","0","0.39","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","Generic AA Ammo.","","0","BlastFrag0.4kg","ToughWeapon","1080","6","0","99999","0.1","8","1","","","0","0","0","2","0.00248","0","","","","","0","0","0"
"Gen88AA","","14","512","0","0.39","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","Generic AA Ammo.","","0","BlastFrag0.4kg","ToughWeapon","1080","6","0","99999","0.1","8.8","1","","","0","0","0","2","0.002528","0","","","","","0","0","0"
"Gen90AA","","14","512","0","0.39","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","Generic AT Ammo.","","0","BlastFrag0.4kg","ToughWeapon","1080","6","0","99999","0.1","9","1","","","0","0","0","2","0.00254","0","","","","","0","0","0"
"Gen90AT","","14","512","0","3.6","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","Generic AT Ammo.","Can penetrate up to 120mm steel armorat 60? obliquity, or 310mm at 90?.  The projectile has a maximum range of 1800m, but maximum effective range is 1100m.","0","SolidPen0.7kg","ToughWeapon","750","5","0","99999","0","1.1","1","","","0","0","0","0","0.00191","0","","","","","0","0","0"
"Hydra-70 rocket","","14","512","0","6.2","0","1900","2999","","","","ball/icoHYDRA70.jpg","5-inch.xml","","","0.33","Pen1kg","ToughWeapon","739","5","0","99999","0.2","8","1","","","0","0","0","5","0.00236","0","","","","","0","0","0"
"KAB-1500Kr","","21","512","5000","1100","0","1975","2999","","","","ball/icoKAB-1500KR.jpg","mk-84.xml","TV guided 1100 kg bomb","","1000","Pen900kg","ToughWeapon","0","5","500","5000","0.25","30","1","","","0","0","0","3","0.0032","0","","","","TV seeker 15km","-0.05","20","1"
"KAB-1500L","","21","512","5000","1100","0","1975","2999","","","","ball/icoKAB-1500L.jpg","mk-84.xml","Laser guided 1100 kg bomb","","1000","Pen900kg","ToughWeapon","0","5","500","5000","0.25","30","1","","","0","0","0","3","0.0032","0","","","","Laser seeker 15km","-0.05","20","0"
"KAB-500Kr","","21","512","5000","460","0","1975","2999","","","","ball/icoKAB-500KR.jpg","mk-84.xml","TV guided 500 kg bomb","","1000","Pen500kg","ToughWeapon","0","5","500","5000","0.25","30","1","","","0","0","0","3","0.0032","0","","","","TV seeker 15km","-0.05","4","1"
"KAB-500KRU","","21","512","5000","560","0","1975","2999","","","","ball/icoKAB-500KRU.jpg","mk-84.xml","Laser guided 500 kg bomb","","1000","Pen500kg","ToughWeapon","0","5","500","5000","0.25","30","1","","","0","0","0","3","0.0032","0","","","","Laser seeker 15km","-0.05","4","0"
"KAB-500L","","21","512","5000","500","0","1975","2999","","","","ball/icoKAB-500L.jpg","mk-84.xml","Laser guided 500 kg bomb","","1000","Pen500kg","ToughWeapon","0","4","200","99999","0.2","20","1","","","0","0","0","3","0.0032","0","","","","Laser seeker 10km","-0.05","10","0"
"KAB-500R","","21","512","5000","1100","0","1992","2999","","","","ball/icoKAB-500R.jpg","mk-84.xml","IR guided 1100 kg bomb","","1000","Pen500kg","ToughWeapon","0","5","500","5000","0.25","30","1","","","0","0","0","3","0.0032","0","","","","IR seeker 15km","-0.05","20","1"
"M117","","14","512","3100","373","0","1950","2999","","","","ball/icoM117.jpg","mk-84.xml","373kg iron gravity bomb","","1000","Blast185kg","ToughWeapon","0","5","200","99999","0.2","20","1","","","0","0","0","1","0.0126","0","","","","","0","0","0"
"M118","","14","512","3100","1370","0","1950","2999","","","","ball/icoM118.jpg","mk-84.xml","1370kg iron gravity bomb","","1000","Blast680kg","ToughWeapon","0","5","200","99999","0.2","20","1","","","0","0","0","1","0.0126","0","","","","","0","0","0"
"Mark 1 15kT","Little Boy","14","512","4038","4038","0","1945","1945","","","","ball/icoMARK 1_15KT.jpg","mk-84.xml","Little Boy' was the codename of the atomic bomb dropped on Hiroshima on August 6, 1945 by the Boeing B-29 Superfortress Enola Gay, piloted by Colonel Paul Tibbets of the 393d Bombardment Squadron, Heavy, of the United States Army Air Forces.  It was the first atomic bomb to be used as a weapon. The second, the 'Fat Man', was dropped three days later on Nagasaki.The weapon was developed by the Manhattan Project during World War II. It derived its explosive power from the nuclear fission of uranium 235. The Hiroshima bombing was the second artificial nuclear explosion in history, after the Trinity test, and the first uranium-based detonation. Approximately 600 milligrams of mass were converted into energy.","","1000","Nuclear-15kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","190","1","0.0032","0","","","","","0","0","0"
"Mark 11 30kT","","14","512","4038","1531","0","1956","1960","","","","ball/icoMARK 11_30KT.jpg","mk-84.xml","Mark 11 30kT nuclear bomb.","","1000","Nuclear-30kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","0","1","0.0032","0","","","","","0","0","0"
"Mark 12 14kT","","14","512","4038","522","0","1954","1962","","","","ball/icoMARK 12_14KT.jpg","mk-84.xml","Mark 12 14kT nuclear bomb.  Notable for its small size, weighing only 522kg, this bomb was designed for delivery from fighter bombers.","","1000","Nuclear-14kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","188","1","0.0032","0","","","","","0","0","0"
"Mark 14 6.9MT","","14","512","4038","13380","0","1954","1954","","","","ball/icoMARK 14_6.9MT.jpg","mk-84.xml","Mark 14 6.9MT thermonuclear bomb.  Only ever used in the Castle Union test, this was the USA's first thermonuclear device","","1000","Nuclear-6800kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","475","1","0.0032","0","","","","","0","0","0"
"Mark 15 Mod1 1.69MT","","14","512","4038","3450","0","1955","1965","","","","ball/icoMARK 15_1.69MT.jpg","mk-84.xml","Mark 15 Mod1 1.69MT thermonuclear bomb.  ","http://www.joebaugher.com/usattack/newa2_4.html","1000","Nuclear-1700kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","475","1","0.0032","0","","","","","0","0","0"
"Mark 15 Mod3 3.8MT","","14","512","4038","3450","0","1955","1965","","","","ball/icoMARK 15_3.8MT.jpg","mk-84.xml","Mark 15 Mod3 3.8MT thermonuclear bomb.  ","http://www.joebaugher.com/usattack/newa2_4.html","1000","Nuclear-3800kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","436","1","0.0032","0","","","","","0","0","0"
"Mark 17 13.5MT","","14","512","4038","24000","0","1954","1957","","","","ball/icoMARK 17_13.5MT.jpg","mk-84.xml","Mark 17 13.5MT.  200 produced.  its service was short as the only aircraft that could carry it(the B-36) was retired not long after this weapon entered service.","","1000","Nuclear-13500kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","500","1","0.0032","0","","","","","0","0","0"
"Mark 18 500kT","","14","512","4038","24000","0","1953","1956","","","","ball/icoMARK 18_500KT.jpg","mk-84.xml","Mark 18 500kT nuclear weapon.","","1000","Nuclear-13500kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","500","1","0.0032","0","","","","","0","0","0"
"Mark 21 4.5MT","","14","512","4038","7416","0","1955","1956","","","","ball/icoMARK 21_4.5MT.jpg","mk-84.xml","Mark 21 4.5MT nuclear weapon.","","1000","Nuclear-4500kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","447","1","0.0032","0","","","","","0","0","0"
"Mark 24 13.5MT","","14","512","4038","7416","0","1955","1956","","","","ball/icoMARK 24_13.5MT.jpg","mk-84.xml","Mark 21 4.5MT nuclear weapon.","","1000","Nuclear-4500kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","447","1","0.0032","0","","","","","0","0","0"
"Mark 27 1MT","","14","512","4038","1463","0","1958","1965","","","","ball/icoMARK 27_1MT.jpg","mk-84.xml","Mark 27 1MT nuclear weapon.","","1000","Nuclear-1000kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","357","1","0.0032","0","","","","","0","0","0"
"Mark 27 200kT","","14","512","4038","1463","0","1958","1965","","","","ball/icoMARK 27_200KT.jpg","mk-84.xml","Mark 27 200kT nuclear weapon.","","1000","Nuclear-200kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","280","1","0.0032","0","","","","","0","0","0"
"Mark 27 2MT","","14","512","4038","1463","0","1958","1965","","","","ball/icoMARK 27_2MT.jpg","mk-84.xml","Mark 27 2MT nuclear weapon.","","1000","Nuclear-2000kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","396","1","0.0032","0","","","","","0","0","0"
"Mark 27 500kT","","14","512","4038","1463","0","1958","1965","","","","ball/icoMARK 27_500KT.jpg","mk-84.xml","Mark 27 500kT nuclear weapon.","","1000","Nuclear-500kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","321","1","0.0032","0","","","","","0","0","0"
"Mark 27 60kT","","14","512","4038","1463","0","1958","1965","","","","ball/icoMARK 27_60KT.jpg","mk-84.xml","Mark 27 60kT nuclear weapon.","","1000","Nuclear-60kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","234","1","0.0032","0","","","","","0","0","0"
"Mark 3 20kT","Fat Man","14","512","4038","4600","0","1945","1950","","","","ball/icoMARK 3_20KT.jpg","mk-84.xml","Fat Man' is the codename for the atomic bomb that was detonated over Nagasaki, Japan, by the United States on August 9, 1945, at 11:02 (JSP). It was the second of the only two nuclear weapons to be used in warfare and was the third man-made nuclear explosion. The name also refers more generically to the early nuclear weapon designs of U.S. weapons based on the 'Fat Man' model. It was an implosion-type weapon with a plutonium core, similar to the Trinity device tested only a month earlier in New Mexico.","","1000","Nuclear-20kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","198","1","0.0032","0","","","","","0","0","0"
"Mark 36 9.6MT","","14","512","4038","7980","0","1956","1962","","","","ball/icoMARK 36_9.6MT.jpg","mk-84.xml","Mark 36 10MT thermonuclear weapon.","","1000","Nuclear-9600kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","500","1","0.0032","0","","","","","0","0","0"
"Mark 4 14kT","","14","512","4038","4900","0","1949","1953","","","","ball/icoMARK 4_14KT.jpg","mk-84.xml","Mark 4 Variable Yield nuclear bomb.  14kT setting.","","1000","Nuclear-14kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","188","1","0.0032","0","","","","","0","0","0"
"Mark 4 1kT","","14","512","4038","4900","0","1949","1953","","","","ball/icoMARK 4_1KT.jpg","mk-84.xml","Mark 4 Variable Yield nuclear bomb.  1kT setting.","","1000","Nuclear-1kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","126","1","0.0032","0","","","","","0","0","0"
"Mark 4 22kT","","14","512","4038","4900","0","1949","1953","","","","ball/icoMARK 4_22KT.jpg","mk-84.xml","Mark 4 Variable Yield nuclear bomb.  22kT setting.","","1000","Nuclear-22kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","201","1","0.0032","0","","","","","0","0","0"
"Mark 4 30kT","","14","512","4038","4900","0","1949","1953","","","","ball/icoMARK 4_30KT.jpg","mk-84.xml","Mark 4 Variable Yield nuclear bomb.  30kT setting.","","1000","Nuclear-30kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","211","1","0.0032","0","","","","","0","0","0"
"Mark 4 4kT","","14","512","4038","4900","0","1949","1953","","","","ball/icoMARK 4_4KT.jpg","mk-84.xml","Mark 4 Variable Yield nuclear bomb.  4kT setting.","","1000","Nuclear-4kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","156","1","0.0032","0","","","","","0","0","0"
"Mark 4 8kT","","14","512","4038","4900","0","1949","1953","","","","ball/icoMARK 4_8KT.jpg","mk-84.xml","Mark 4 Variable Yield nuclear bomb.  8kT setting.","","1000","Nuclear-8kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","173","1","0.0032","0","","","","","0","0","0"
"Mark 5 100kT","","14","512","4038","1406","0","1952","1963","","","","ball/icoMARK 5_100KT.jpg","mk-84.xml","Mark 5 Variable Yield nuclear bomb.  100kT setting.","","1000","Nuclear-100kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","252","1","0.0032","0","","","","","0","0","0"
"Mark 5 120kT","","14","512","4038","1406","0","1952","1963","","","","ball/icoMARK 5_120KT.jpg","mk-84.xml","Mark 5 Variable Yield nuclear bomb.  120kT setting.","","1000","Nuclear-120kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","259","1","0.0032","0","","","","","0","0","0"
"Mark 5 16kT","","14","512","4038","1406","0","1952","1963","","","","ball/icoMARK 5_16KT.jpg","mk-84.xml","Mark 5 Variable Yield nuclear bomb.  16kT setting.","","1000","Nuclear-16kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","192","1","0.0032","0","","","","","0","0","0"
"Mark 5 55kT","","14","512","4038","1406","0","1952","1963","","","","ball/icoMARK 5_55KT.jpg","mk-84.xml","Mark 5 Variable Yield nuclear bomb.  55kT setting.","","1000","Nuclear-55kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","231","1","0.0032","0","","","","","0","0","0"
"Mark 5 60kT","","14","512","4038","1406","0","1952","1963","","","","ball/icoMARK 5_60KT.jpg","mk-84.xml","Mark 5 Variable Yield nuclear bomb.  60kT setting.","","1000","Nuclear-60kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","234","1","0.0032","0","","","","","0","0","0"
"Mark 5 6kT","","14","512","4038","1406","0","1952","1963","","","","ball/icoMARK 5_6KT.jpg","mk-84.xml","Mark 5 Variable Yield nuclear bomb.  6kT setting.","","1000","Nuclear-6kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","165","1","0.0032","0","","","","","0","0","0"
"Mark 6 154kT","","14","512","4038","3651","0","1951","1962","","","","ball/icoMARK 6_154KT.jpg","mk-84.xml","Mark 6 Variable Yield nuclear bomb.  154kT setting.","","1000","Nuclear-155kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","270","1","0.0032","0","","","","","0","0","0"
"Mark 6 160kT","","14","512","4038","3651","0","1951","1962","","","","ball/icoMARK 6_160KT.jpg","mk-84.xml","Mark 6 Variable Yield nuclear bomb.  160kT setting.","","1000","Nuclear-160kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","271","1","0.0032","0","","","","","0","0","0"
"Mark 6 26kT","","14","512","4038","3651","0","1951","1962","","","","ball/icoMARK 6_26KT.jpg","mk-84.xml","Mark 6 Variable Yield nuclear bomb.  26kT setting.","","1000","Nuclear-26kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","206","1","0.0032","0","","","","","0","0","0"
"Mark 6 80kT","","14","512","4038","3651","0","1951","1962","","","","ball/icoMARK 6_80KT.jpg","mk-84.xml","Mark 6 Variable Yield nuclear bomb.  80kT setting.","","1000","Nuclear-80kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","244","1","0.0032","0","","","","","0","0","0"
"Mark 6 8kT","","14","512","4038","3651","0","1951","1962","","","","ball/icoMARK 6_8KT.jpg","mk-84.xml","Mark 6 Variable Yield nuclear bomb.  8kT setting.","","1000","Nuclear-8kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","173","1","0.0032","0","","","","","0","0","0"
"Mark 7 16kT","","14","512","4038","764","0","1952","1968","","","","ball/icoMARK 7_16KT.jpg","mk-84.xml","Mark 7 Variable Yield nuclear bomb.  16kT setting.  The first 'Tactical' nuclear weapon int he US inventory, it was the first such weapon to be small enough that most aircraft could carry it.","","1000","Nuclear-16kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","192","1","0.0032","0","","","","","0","0","0"
"Mark 7 24kT","","14","512","4038","764","0","1952","1968","","","","ball/icoMARK 7_24KT.jpg","mk-84.xml","Mark 7 Variable Yield nuclear bomb.  24kT setting.  The first 'Tactical' nuclear weapon int he US inventory, it was the first such weapon to be small enough that most aircraft could carry it.","","1000","Nuclear-24kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","204","1","0.0032","0","","","","","0","0","0"
"Mark 7 48kT","","14","512","4038","764","0","1952","1968","","","","ball/icoMARK 7_48KT.jpg","mk-84.xml","Mark 7 Variable Yield nuclear bomb.  48kT setting.  The first 'Tactical' nuclear weapon int he US inventory, it was the first such weapon to be small enough that most aircraft could carry it.","","1000","Nuclear-47.5kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","226","1","0.0032","0","","","","","0","0","0"
"Mark 7 61kT","","14","512","4038","764","0","1952","1968","","","","ball/icoMARK 7_61KT.jpg","mk-84.xml","Mark 7 Variable Yield nuclear bomb.  61kT setting.  The first 'Tactical' nuclear weapon int he US inventory, it was the first such weapon to be small enough that most aircraft could carry it.","","1000","Nuclear-62.5kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","235","1","0.0032","0","","","","","0","0","0"
"Mark 7 8kT","","14","512","4038","764","0","1952","1968","","","","ball/icoMARK 7_8KT.jpg","mk-84.xml","Mark 7 Variable Yield nuclear bomb.  8kT setting.  The first 'Tactical' nuclear weapon int he US inventory, it was the first such weapon to be small enough that most aircraft could carry it.","","1000","Nuclear-8kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","173","1","0.0032","0","","","","","0","0","0"
"Mark 8 30kT","","14","512","4038","1476","0","1952","1957","","","","ball/icoMARK 8_30KT.jpg","mk-84.xml","Mark 8 30kT nuclear bomb.","","1000","Nuclear-30kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","0","1","0.0032","0","","","","","0","0","0"
"Millenium 35mm AHEAD","","14","512","0","0.7","0","2010","2999","","","","ball/gunammoico.jpg","5-inch.xml","","Marcos","1.7","SolidProjectile","ToughWeapon","1050","11","0","99999","0.3","1.5","1","","","0","0","0","2","0.00195","0","","","","","0","0","0"
"Mk-81","","14","512","300","119","0","1950","2999","","","","ball/icoMK-81.jpg","mk-82.xml","250 lb iron gravity bomb","","250","Blast44kg","ToughWeapon","0","5","200","99999","0.2","20","1","","","0","0","0","1","0.0042","0","","","","","0","0","0"
"Mk-82","","14","512","300","241","0","1950","2999","","","","ball/icoMK-82.jpg","mk-82.xml","500 lb iron gravity bomb","","250","Blast87.5kg","ToughWeapon","0","5","200","99999","0.2","20","1","","","0","0","0","1","0.0042","0","","","","","0","0","0"
"Mk-83","","14","512","1000","460","0","1950","2999","","","","ball/icoMK-83.jpg","mk-84.xml","1000 lb iron gravity bomb","","500","Blast200kg","ToughWeapon","0","5","200","99999","0.2","20","1","","","0","0","0","1","0.0042","0","","","","","0","0","0"
"Mk-84","","14","512","3100","925","0","1950","2999","","","","ball/icoMK-84.jpg","mk-84.xml","2000 lb iron gravity bomb","","1000","Blast420kg","ToughWeapon","0","5","200","99999","0.2","20","1","","","0","0","0","1","0.0042","0","","","","","0","0","0"
"Mk75 76/62","","14","512","500","6.3","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","Marcos","6","SolidProjectile","ToughWeapon","800","7","0","99999","0.2","11","1","","","0","0","0","0","0.00266","0","","","","","0","0","0"
"Otobreda Compact 30/40L","","14","512","0","0.4","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","Marcos","3","SolidProjectile","ToughWeapon","1000","3","0","99999","0.1","3","1","","","0","0","0","1","0.0021","0","","","","","0","0","0"
"Phalanx Block 1B","","14","512","50","0.1","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","Marcos","2","SolidProjectile","ToughWeapon","900","11","0","99999","0.3","1.4","1","","","0","0","0","2","0.00194","100","","","","","0","0","0"
"RDS 220 Tsar Bomba 50MT","","14","512","4038","320","0","1961","1961","","","","ball/icoRDS-220.jpg","RDS-220 Tsar Bomba.xml","The Tsar Bomba was a three-stage Teller?Ulam design hydrogen bomb with a Nuclear weapon yield of 50 megatons (Mt).  This is equivalent to 1,400 times the combined power of the two nuclear explosives used in World War II: Little Boy (13-18 kilotons) and Fat Man (21 kilotons), the bombs that destroyed Hiroshima and Nagasaki.  Estimated to be capable of a 100MT detonation, this was scaled back to 50MT, because it was estimated that a full yield detonation would have increased the world radioactive fallout levels from all combined nuclear detonations to that date, by 25%.","","1000","Nuclear-35500kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","303","1","0.0032","0","","","","","0","0","0"
"RN-28","","14","512","99999","1000","0","1974","1991","","","","ball/icoRN-28.jpg","mk-84.xml","RN-28 Yak-38 tactical nuclear bomb","Just arbitrarily set it to 7kt as tactical","1000","Nuclear-7kT","ToughWeapon","0","5","4000","99999","0.2","20","0.7","","","0","0","298","1","0.0032","0","","","","","0","0","0"
"SGE-30 Goalkeeper","","14","512","50","0.1","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","Marcos","2.5","SolidProjectile","ToughWeapon","1300","11","0","99999","0.3","2","1","","","0","0","0","2","0.002","100","","","","","0","0","0"
"Shell-1","","14","512","500","1","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","Test naval gun round","","10","SolidProjectile","ToughWeapon","300","5","0","99999","0.2","0","1","","","0","0","0","0","0.0018","0","","","","","0","0","0"
"Shell-2","","14","512","500","1","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","Test naval gun round with slightly longer range","","10","SolidProjectile","ToughWeapon","400","5","0","99999","0.2","0","1","","","0","0","0","0","0.0018","0","","","","","0","0","0"
"TN-1000","","14","512","3100","1000","0","1900","2999","","","","ball/icoTN-1000.jpg","mk-84.xml","350 kt tactical nuclear gravity bomb","","1000","Nuclear-300kT","ToughWeapon","0","4","0","99999","0.2","15","1","","","0","0","100","1","0.0029","0","","","","","0","0","0"
"GBU-30","","21","512","20000","240","0","2001","2999","","","","ball/icoGBU-30.jpg","mk-84.xml","JDAM guided version of Mk-82 500 lb bomb","modeling this as the GPS/INS guidance version, not the dual-mode version that can do either laser guidance or GPS guidance.  Uses mk-82 as its payload.","1000","Blast200kg","ToughWeapon","0","5","200","10000","0.2","40","1","","","0","0","0","3","0.0032","0","","","","GPS -Seeker-","-0.25","10","1"
"27mm HE","","14","512","0","0.1","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","27mm HE round from BK27 revolver cannon","","0.11","SolidProjectile","ToughWeapon","1000","7","0","99999","0.2","3","1","","","0","0","0","2","0.0021","25","","","","","0","0","0"
"Chaff-Round-1","","14","512","0","0.02","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","Ship-launched chaff round","","0.11","SolidProjectile","ToughWeapon","200","15","0","99999","0","0.1","1","Chaff-2","1","0","0","0","4","0.00181","0","","","","","0","0","0"
"CBU-TEST","","14","512","3100","925","0","1960","2999","","","","ball/mk84ico.jpg","mk-84.xml","Cluster bomb model test weapon","DetonationRange_m is altitude AGL that payload is released. Max of 10 for payload quantity","1000","Blast10kg","ToughWeapon","0","5","200","99999","0.2","20","1","","","0","0","0","1","0.0032","0","","200","100","","0","0","0"
"Bomblet-10kg","","14","512","300","10","0","1960","2999","","","","ball/mk82ico.jpg","mk-82.xml","10kg CBU bomblet for test","Set angleError_rad larger for more spread","250","Blast9kg","ToughWeapon","0","5","100","99999","0.1","5","0.99","","","0","0","0","1","0.0023","0","","","","","0","0","0"
