DatabaseClass text,LauncherClass numeric,LauncherId numeric,Description text,LocalName text,FiringArc_deg numeric,Az numeric,El numeric,FireControlSensor text,FireControlSensor2 text,IsReloadable numeric
"Hayabusa PGM","SSM-1B Twin","1","","","0","340","40","","","0"
"Hayabusa PGM","76 mm/62 Mark 75 Compact","2","","","300","0","0","","","1"
"Hayashio","533mm Japanese Sub Tube Early","0","","","0","0","0","","","1"
"Hayashio","533mm Japanese Sub Tube Early","1","","","0","0","0","","","1"
"Hayashio","533mm Japanese Sub Tube Early","2","","","0","0","0","","","1"
"Helo cruiser","SA-SAM System","0","","","0","0","0","SAM fire control radar","","0"
"Helo cruiser","SA-SAM System","1","","","0","0","0","SAM fire control radar","","0"
"Helo cruiser","SSM Launcher","2","","","0","0","0","","","0"
"Hero WHEC","20mm/99 M-61A1 Gatling OGB Mark 15 Block 1B","0","Fwd 20mm Phalanx CIWS","","270","0","0","","","1"
"Hero WHEC","25 mm MGS","1","Stbd 25mm Chain Gun","","170","90","0","","","1"
"Hero WHEC","25 mm MGS","2","Port 25mm Chain GUn","","170","270","0","","","1"
"Hero WHEC","76 mm/62 Mark 75 Compact","3","Fwd 76mm deck gun","","240","0","0","","","1"
"Hobart DDG","5/62 Mark 45 Mod 4","0","","","270","0","0","SPG-62 (Fore)","VAMPIR IIRST","0"
"Hobart DDG","Hobart Mk-41 VLS Cells 1-12","1","VLS","","0","0","90","SPG-62 (Fore)","","0"
"Hobart DDG","Hobart Mk-41 VLS Cells 13-24","2","VLS","","0","0","90","SPG-62 (Fore)","","0"
"Hobart DDG","Hobart Mk-41 VLS Cells 25-36","3","VLS","","0","0","90","SPG-62 (Aft)","","0"
"Hobart DDG","Hobart Mk-41 VLS Cells 37-48","4","VLS","","0","0","90","SPG-62 (Aft)","","0"
"Hobart DDG","20mm/76 M-61A1 Gatling Mark 15 Block 1","5","Fwd  20mm Phalanx CIWS","","270","0","0","","","1"
"Hobart DDG","Mk-32 3 Torpedo Mount","6","port Torpedo Tubes","","45","270","0","","","1"
"Hobart DDG","Mk-32 3 Torpedo Mount","7","Stbd Torpedo Tubes","","45","90","0","","","1"
"Hobart DDG","Mk-160 EDL x 4","8","Decoy launcher","","360","0","0","","","1"
"Hobart DDG","Mk-137 SRBOC Launcher","9","Port Chaff Launcher","","0","270","60","","","1"
"Hobart DDG","Mk-137 SRBOC Launcher","10","Stbd Chaff Launcher","","0","90","60","","","1"
"HSS-2","SH-2F Launcher","0","","","0","0","0","","","0"
"HSS-2","SH-2F Launcher","1","","","0","0","0","","","0"
"HSS-2","10 DICASS Launcher","2","","","0","0","0","","","0"
"HSS-2","10 LOFAR Launcher","3","","","0","0","0","","","0"
"HSS-2","30 DIFAR Launcher","4","","","0","0","0","","","0"
"Ikazuchi DDE","3/50 Mark 27 Twin","0","","","300","0","0","","","1"
"Ikazuchi DDE","3/50 Mark 27 Twin","1","","","300","180","0","","","1"
"Ikazuchi DDE","40mm Bofors Mk12","2","","","280","0","0","","","1"
"Ikazuchi DDE","40mm Bofors Mk12","3","","","310","180","0","","","1"
"Ikazuchi DDE","Hedgehog","4","","","10","0","0","","","1"
"Ikazuchi DDE","Kgun x4","5","","","10","90","45","","","1"
"Ikazuchi DDE","Kgun x4","6","","","10","270","45","","","1"
"Ikazuchi DDE","DC Rack 12","7","","","10","180","45","","","1"
"Ikazuchi DDE(1959)","3/50 Mark 34","0","","","300","0","0","","","1"
"Ikazuchi DDE(1959)","3/50 Mark 34","1","","","300","180","0","","","1"
"Ikazuchi DDE(1959)","40mm Bofors Mk12","2","","","310","180","0","","","1"
"Ikazuchi DDE(1959)","Hedgehog","3","","","10","0","0","","","1"
"Ikazuchi DDE(1959)","Kgun x2","4","","","10","90","45","","","1"
"Ikazuchi DDE(1959)","Kgun x2","5","","","10","270","45","","","1"
"Il-38","17 DICASS Launcher","0","","","360","0","0","","","0"
"Il-38","17 LOFAR Launcher","1","","","360","0","0","","","0"
"Il-38","41 DIFAR Launcher","2","","","360","0","0","","","0"
"Il-38","Il-38 Weapon Bay","3","","","360","0","0","","","0"
"Improved Hawk PIP III","Improved Hawk PIP III Launcher","0","","","360","0","0","MPQ-61","","0"
"Improved Hawk PIP III","Improved Hawk PIP III Launcher","1","","","360","0","0","MPQ-61","","0"
"Improved Hawk PIP III","Improved Hawk PIP III Launcher","2","","","360","0","0","MPQ-61","","0"
"Iowa BB","16in Triple Mk-7","0","","","270","0","0","Mk13 MBFC SS","Mk8 MBFC SS","1"
"Iowa BB","16in Triple Mk-7","1","","","270","0","0","Mk13 MBFC SS","Mk8 MBFC SS","1"
"Iowa BB","16in Triple Mk-7","2","","","270","180","0","Mk13 MBFC SS","Mk8 MBFC SS","1"
"Iowa BB","5/38 Mark 12 Twin","3","","","136","68","0","Mk13 MBFC SS","Mk8 MBFC SS","1"
"Iowa BB","5/38 Mark 12 Twin","4","","","136","292","0","Mk13 MBFC SS","Mk8 MBFC SS","1"
"Iowa BB","5/38 Mark 12 Twin","5","","","90","45","0","Mk13 MBFC SS","Mk8 MBFC SS","1"
"Iowa BB","5/38 Mark 12 Twin","6","","","90","315","0","Mk13 MBFC SS","Mk8 MBFC SS","1"
"Iowa BB","5/38 Mark 12 Twin","7","","","80","135","0","Mk13 MBFC SS","Mk8 MBFC SS","1"
"Iowa BB","5/38 Mark 12 Twin","8","","","80","225","0","Mk13 MBFC SS","Mk8 MBFC SS","1"
"Iowa BB","5/38 Mark 12 Twin","9","","","70","50","0","Mk13 MBFC SS","Mk8 MBFC SS","1"
"Iowa BB","5/38 Mark 12 Twin","10","","","70","310","0","Mk13 MBFC SS","Mk8 MBFC SS","1"
"Iowa BB","5/38 Mark 12 Twin","11","","","136","158","0","Mk13 MBFC SS","Mk8 MBFC SS","1"
"Iowa BB","5/38 Mark 12 Twin","12","","","136","202","0","Mk13 MBFC SS","Mk8 MBFC SS","1"
"Iowa BB","40mm Bofors Mk12 x8","13","","","130","45","0","","","1"
"Iowa BB","40mm Bofors Mk12 x8","14","","","130","315","0","","","1"
"Iowa BB","40mm Bofors Mk12 x8","15","","","220","110","0","","","1"
"Iowa BB","40mm Bofors Mk12 x8","16","","","220","250","0","","","1"
"Iowa BB","40mm Bofors Mk12 x8","17","","","300","180","0","","","1"
"Iowa BB","20mm/70 Oerlikon Mk1/2/3/4 x10","18","","","130","45","0","","","1"
"Iowa BB","20mm/70 Oerlikon Mk1/2/3/4 x10","19","","","130","315","0","","","1"
"Iowa BB","20mm/70 Oerlikon Mk1/2/3/4 x10","20","","","220","110","0","","","1"
"Iowa BB","20mm/70 Oerlikon Mk1/2/3/4 x10","21","","","220","250","0","","","1"
"Iowa BB","20mm/70 Oerlikon Mk1/2/3/4 x10","22","","","300","180","0","","","1"
"Iowa BB (1982)","16in Triple Mk-7","0","","","270","0","0","","","1"
"Iowa BB (1982)","16in Triple Mk-7","1","","","270","0","0","","","1"
"Iowa BB (1982)","16in Triple Mk-7","2","","","270","180","0","","","1"
"Iowa BB (1982)","Mk-141 Harpoon Launcher","3","","","30","45","20","","","0"
"Iowa BB (1982)","Mk-141 Harpoon Launcher","4","","","30","45","20","","","0"
"Iowa BB (1982)","Mk-141 Harpoon Launcher","5","","","30","315","20","","","0"
"Iowa BB (1982)","Mk-141 Harpoon Launcher","6","","","30","315","20","","","0"
"Iowa BB (1982)","Mk-41 Mod1 VLS","7","","","0","0","90","","","1"
"Iowa BB (1982)","20mm/76 M-61A1 Gatling Mark 15 Block 0","8","","","180","45","0","","","1"
"Iowa BB (1982)","20mm/76 M-61A1 Gatling Mark 15 Block 0","9","","","180","135","0","","","1"
"Iowa BB (1982)","20mm/76 M-61A1 Gatling Mark 15 Block 0","10","","","180","225","0","","","1"
"Iowa BB (1982)","20mm/76 M-61A1 Gatling Mark 15 Block 0","11","","","180","315","0","","","1"
"Iowa BB (1982)","Mk-137 SRBOC Launcher","12","","","360","0","45","","","1"
"Iowa BB (1982)","Mk-137 SRBOC Launcher","13","","","360","0","45","","","1"
"Iowa BB (1982)","5/38 Mark 12 Twin","14","","","136","68","0","","","1"
"Iowa BB (1982)","5/38 Mark 12 Twin","15","","","136","292","0","","","1"
"Iowa BB (1982)","5/38 Mark 12 Twin","16","","","90","45","0","","","1"
"Iowa BB (1982)","5/38 Mark 12 Twin","17","","","90","315","0","","","1"
"Iowa BB (1982)","5/38 Mark 12 Twin","18","","","80","135","0","","","1"
"Iowa BB (1982)","5/38 Mark 12 Twin","19","","","80","225","0","","","1"
"Ishikari FFG","Mk-141 Harpoon Launcher","0","","","0","30","40","","","0"
"Ishikari FFG","Mk-141 Harpoon Launcher","1","","","0","330","40","","","0"
"Ishikari FFG","76 mm/62 Mark 75","2","","","320","0","0","","","1"
"Ishikari FFG","Mk-32 3 Torpedo Mount","3","","","30","90","0","","","1"
"Ishikari FFG","Mk-32 3 Torpedo Mount","4","","","30","270","0","","","1"
"Ishikari FFG","375mm Bofors ASRL","5","","","300","0","0","","","1"
"Island WPB","0.30in GAU-17","0","Stbd .30cal machine Gun","","170","90","0","","","1"
"Island WPB","0.30in GAU-17","1","Port .30cal Machine Gun","","170","270","0","","","1"
"Island WPB","25 mm MGS","2","Fwd 25mm Chain Gun","","240","0","0","","","1"
"Isuzu DDE","3/50 Mark 27 Twin","0","","","320","0","0","","","1"
"Isuzu DDE","3/50 Mark 27 Twin","1","","","320","180","0","","","1"
"Isuzu DDE","533mm torpedo x4 tubes Japan","2","","","270","0","0","","","1"
"Isuzu DDE","Mk-32 3 Torpedo Mount","3","","","30","90","0","","","1"
"Isuzu DDE","Mk-32 3 Torpedo Mount","4","","","30","270","0","","","1"
"Isuzu DDE","375mm Bofors ASRL","5","","","300","0","0","","","1"
"Isuzu DDE","DC Rack 12","6","","","10","180","45","","","1"
"J-10","J-10 OWing 1-11","0","","","0","0","0","","","0"
"J-10","J-10 MWing 2-10","1","","","0","0","0","","","0"
"J-10","J-10 IWing 3-9","2","","","0","0","0","","","0"
"J-10","J-10 Fuselage 4-8","3","","","0","0","0","","","0"
"J-10","J-10 Center 6","4","","","0","0","0","","","0"
"J-10","CM Ejector","5","","","0","0","0","","","0"
"J-10","CM Ejector","6","","","0","0","0","","","0"
"J-10","23mm Type 23","7","","","20","0","0","","","0"
"J-11","J-11 F","0","Fuselage stations","F","0","0","0","N001E Myech AS","OEPS-27MK","0"
"J-11","J-11 W1","1","Wing tip stations","Tips","0","0","0","N001E Myech AS","OEPS-27MK","0"
"J-11","J-11 W2","2","Inner wing stations","Wing","0","0","0","N001E Myech AS","OEPS-27MK","0"
"J-11","CM Ejector","3","Generic air launcher for chaff or flares","CM1","360","0","0","","","0"
"J-11","CM Ejector","4","Generic air launcher for chaff or flares","CM2","360","0","0","","","0"
"J-7","MiG-21F-13 InnerPylon","0","InnerWing","","0","0","0","","","0"
"J-7","MiG-21F-13 Fuselage","1","Fuselage","","0","0","0","","","0"
"J-7","30mm NR-30(x2)(60)","2","Gun","","20","0","0","","","0"
"J-7","MiG-21F-13 InnerPylon","3","InnerWing","","0","0","0","","","0"
"Jacob van Heemskerck FFG","SeaSparrow x8 Launcher","0","","","300","0","0","STIR 180","WM-25","1"
"Jacob van Heemskerck FFG","Mk-13 Mod4 GMLS","1","","","330","180","0","STIR 180","WM-25","1"
"Jacob van Heemskerck FFG","Mk-141 Harpoon Launcher","2","","","0","90","20","","","1"
"Jacob van Heemskerck FFG","Mk-141 Harpoon Launcher","3","","","0","270","20","","","1"
"Jacob van Heemskerck FFG","30mm/77 GAU-8/A Goalkeeper","4","","","330","180","0","","","1"
"Jacob van Heemskerck FFG","Mk-32 2 Torpedo Mount","5","","","30","90","0","","","1"
"Jacob van Heemskerck FFG","Mk-32 2 Torpedo Mount","6","","","30","270","0","","","1"
"Jacob van Heemskerck FFG (Chile)","SeaSparrow x8 Launcher","0","","","300","0","0","STIR 180","WM-25","1"
"Jacob van Heemskerck FFG (Chile)","Mk-13 Mod4 GMLS","1","","","330","180","0","STIR 180","WM-25","1"
"Jacob van Heemskerck FFG (Chile)","Mk-141 Harpoon Launcher","2","","","0","90","20","","","1"
"Jacob van Heemskerck FFG (Chile)","Mk-141 Harpoon Launcher","3","","","0","270","20","","","1"
"Jacob van Heemskerck FFG (Chile)","30mm/77 GAU-8/A Goalkeeper","4","","","330","180","0","","","1"
"Jacob van Heemskerck FFG (Chile)","Mk-32 2 Torpedo Mount","5","","","30","90","0","","","1"
"Jacob van Heemskerck FFG (Chile)","Mk-32 2 Torpedo Mount","6","","","30","270","0","","","1"
"Joao Coutinho FSH","3/50 Mark 33","0","","","320","0","0","SPG-34","","1"
"Joao Coutinho FSH","40 mm 2xL70 Bofors","1","","","300","180","0","SPG-34","","1"
"Joao Coutinho FSH","DC Rack 12","2","","","10","180","11.25","","","1"
"Joao Coutinho FSH","Kgun","3","","","10","135","45","","","1"
"Joao Coutinho FSH","Kgun","4","","","10","225","45","","","1"
"Joao Coutinho FSH(1989)","3/50 Mark 33","0","","","320","0","0","SPG-34","","1"
"Joao Coutinho FSH(1989)","40 mm 2xL70 Bofors","1","","","300","180","0","SPG-34","","1"
"Juniper Buoy Tender WLB","0.50in/72 (12.7 mm) M3M FN Herstal MG (GAU-21)","0","Stbd .50cal machine GUn","","170","90","0","","","1"
"Juniper Buoy Tender WLB","0.50in/72 (12.7 mm) M3M FN Herstal MG (GAU-21)","1","Port .50cal Machine Gun","","170","270","0","","","1"
"Juniper Buoy Tender WLB","25 mm MGS","2","Fwd 25mm Chain Gun","","240","0","0","","","1"
"Ka-25BSh","5 DICASS Launcher","0","Sonobuoy launcher for Hormone","Buoy","0","0","0","","","0"
"Ka-25BSh","5 LOFAR Launcher","1","Sonobuoy launcher for Hormone","Buoy","0","0","0","","","0"
"Ka-25BSh","14 DIFAR Launcher","2","Sonobuoy launcher for Hormone","Buoy","0","0","0","","","0"
"Ka-25BSh","Helix Torpedo Launcher","3","Torpedo launcher","Torp","0","0","0","","","1"
"Ka-27A","5 DICASS Launcher","0","Sonobuoy launcher for Helix A","Buoy","0","0","0","","","0"
"Ka-27A","5 LOFAR Launcher","1","Sonobuoy launcher for Helix A","Buoy","0","0","0","","","0"
"Ka-27A","14 DIFAR Launcher","2","Sonobuoy launcher for Helix A","Buoy","0","0","0","","","0"
"Ka-27A","Helix Torpedo Launcher","3","Torpedo launcher","Torp","0","0","0","","","1"
"Ka-27A(China)","5 DICASS Launcher","0","Sonobuoy launcher for Helix A","Buoy","0","0","0","","","0"
"Ka-27A(China)","5 LOFAR Launcher","1","Sonobuoy launcher for Helix A","Buoy","0","0","0","","","0"
"Ka-27A(China)","14 DIFAR Launcher","2","Sonobuoy launcher for Helix A","Buoy","0","0","0","","","0"
"Ka-27A(China)","Helix Chn Torpedo Launcher","3","Torpedo launcher","Torp","0","0","0","","","1"
"KA-6D","KA-6D Pylon 2","0","","","0","0","0","APQ-92","","0"
"KA-6D","KA-6D Pylon 2","1","","","0","0","0","APQ-92","","0"
"KA-6D","KA-6D Pylon","2","","","0","0","0","APQ-92","","0"
"KA-6D","ALE-19 CMs","3","","","0","180","0","","","0"
"KA-6D","ALE-19 CMs","4","","","0","180","0","","","0"
"Kang Ding Class FFG","Crotale Naval","0","","","340","180","40","","","1"
"Kang Ding Class FFG","Hsiung Feng-II x8 Launcher","1","","","30","90","12","","","0"
"Kang Ding Class FFG","100mm/55 (3.9in) model 1968 CADAM","3","","","300","0","0","","","1"
"Kang Ding Class FFG","20 mm F2 Cannon","4","","","120","90","0","","","1"
"Kang Ding Class FFG","20 mm F2 Cannon","5","","","120","270","0","","","1"
"Karel Doorman DDG","Mk-48 Mod1 VLS","0","","","360","0","90","STIR 180","","1"
"Karel Doorman DDG","Mk-141 Harpoon Launcher","1","","","0","90","45","","","0"
"Karel Doorman DDG","Mk-141 Harpoon Launcher","2","","","0","270","45","","","0"
"Karel Doorman DDG","76mm/62 Mark 100 Compact","3","","","320","0","0","","","1"
"Karel Doorman DDG","30mm/77 GAU-8/A Goalkeeper","4","","","340","180","0","","","1"
"Karel Doorman DDG","Mk-32 3 Torpedo Mount","5","","","30","90","0","","","1"
"Karel Doorman DDG","Mk-32 3 Torpedo Mount","6","","","30","270","0","","","1"
"Karel Doorman DDG (1994)","Mk-48 Mod1 VLS","0","","","360","0","90","STIR 180","","1"
"Karel Doorman DDG (1994)","Mk-141 Harpoon Launcher","1","","","0","90","45","","","0"
"Karel Doorman DDG (1994)","Mk-141 Harpoon Launcher","2","","","0","270","45","","","0"
"Karel Doorman DDG (1994)","76mm/62 Mark 100 Compact","3","","","320","0","0","","","1"
"Karel Doorman DDG (1994)","30mm/77 GAU-8/A Goalkeeper","4","","","340","180","0","","","1"
"Karel Doorman DDG (1994)","Mk-32 3 Torpedo Mount","5","","","30","90","0","","","1"
"Karel Doorman DDG (1994)","Mk-32 3 Torpedo Mount","6","","","30","270","0","","","1"
"Karel Doorman DDG (1994) (Belgium)","Mk-48 Mod1 VLS","0","","","360","0","90","STIR 180","","1"
"Karel Doorman DDG (1994) (Belgium)","Mk-141 Harpoon Launcher","1","","","0","90","45","","","0"
"Karel Doorman DDG (1994) (Belgium)","Mk-141 Harpoon Launcher","2","","","0","270","45","","","0"
"Karel Doorman DDG (1994) (Belgium)","76mm/62 Mark 100 Compact","3","","","320","0","0","","","1"
"Karel Doorman DDG (1994) (Belgium)","30mm/77 GAU-8/A Goalkeeper","4","","","340","180","0","","","1"
"Karel Doorman DDG (1994) (Belgium)","Mk-32 3 Torpedo Mount","5","","","30","90","0","","","1"
"Karel Doorman DDG (1994) (Belgium)","Mk-32 3 Torpedo Mount","6","","","30","270","0","","","1"
"Karel Doorman DDG (1994) (Chile)","Mk-48 Mod1 VLS","0","","","360","0","90","STIR 180","","1"
"Karel Doorman DDG (1994) (Chile)","Mk-141 Harpoon Launcher","1","","","0","90","45","","","0"
"Karel Doorman DDG (1994) (Chile)","Mk-141 Harpoon Launcher","2","","","0","270","45","","","0"
"Karel Doorman DDG (1994) (Chile)","76mm/62 Mark 100 Compact","3","","","320","0","0","","","1"
"Karel Doorman DDG (1994) (Chile)","30mm/77 GAU-8/A Goalkeeper","4","","","340","180","0","","","1"
"Karel Doorman DDG (1994) (Chile)","Mk-32 3 Torpedo Mount","5","","","30","90","0","","","1"
"Karel Doorman DDG (1994) (Chile)","Mk-32 3 Torpedo Mount","6","","","30","270","0","","","1"
"Karel Doorman DDG (1994) (Portugal)","Mk-48 Mod1 VLS","0","","","360","0","90","STIR 180","","1"
"Karel Doorman DDG (1994) (Portugal)","Mk-141 Harpoon Launcher","1","","","0","90","45","","","0"
"Karel Doorman DDG (1994) (Portugal)","Mk-141 Harpoon Launcher","2","","","0","270","45","","","0"
"Karel Doorman DDG (1994) (Portugal)","76mm/62 Mark 100 Compact","3","","","320","0","0","","","1"
"Karel Doorman DDG (1994) (Portugal)","30mm/77 GAU-8/A Goalkeeper","4","","","340","180","0","","","1"
"Karel Doorman DDG (1994) (Portugal)","Mk-32 3 Torpedo Mount","5","","","30","90","0","","","1"
"Karel Doorman DDG (1994) (Portugal)","Mk-32 3 Torpedo Mount","6","","","30","270","0","","","1"
"Kawasaki C-1","AN/ALE-47 CMD","0","","CM1","360","0","0","","","0"
"Kawasaki C-1","AN/ALE-47 CMD","1","","CM2","360","0","0","","","0"
"Kawasaki C-1","AN/AAQ-24 Nemesis DIRCM","2","","","360","0","0","","","0"
"KC-30A","AN/ALE-47 CMD","0","","CM1","360","0","0","","","0"
"KC-30A","AN/ALE-47 CMD","1","","CM2","360","0","0","","","0"
"KC-30A","AN/AAQ-24 Nemesis DIRCM","2","","","360","0","0","","","0"
"Kee Lung Class DDG","Mk-26 Mod0","0","Fwd Mk-26 Twin Rail Missile Launcher","","320","0","40","","","1"
"Kee Lung Class DDG","Mk-26 Mod1","1","Aft Mk-26 Twin Rail Missile Launcher","","330","180","40","","","1"
"Kee Lung Class DDG","5/54 Mark 45 Mods 0 - 2","2","Fwd 127mm Deck Gun","","320","0","0","","","1"
"Kee Lung Class DDG","5/54 Mark 45 Mods 0 - 2","3","Aft 127mm Deck Gun","","300","180","0","","","1"
"Kee Lung Class DDG","Mk-141 Harpoon Launcher","4","Stbd Harpoon launcher","","0","90","40","","","0"
"Kee Lung Class DDG","Mk-141 Harpoon Launcher","5","Port Harpoon launcher","","0","270","40","","","0"
"Kee Lung Class DDG","20mm/76 M-61A1 Gatling Mark 15 Block 0","6","Fwd 20mm Phalanx CIWS","","330","0","0","Phalanx FC","","1"
"Kee Lung Class DDG","20mm/76 M-61A1 Gatling Mark 15 Block 0","7","Aft 20mm Phalanx CIWS","","330","180","0","Phalanx FC","","1"
"Kee Lung Class DDG","Mk-32 3 Torpedo Mount","8","Stbd Torpedo Tubes","","40","90","0","","","1"
"Kee Lung Class DDG","Mk-32 3 Torpedo Mount","9","Port Torpedo Tubes","","40","270","0","","","1"
"Kee Lung Class DDG","Mk-137 SRBOC Launcher","10","Stbd SRBOC Launcher","","0","90","30","","","1"
"Kee Lung Class DDG","Mk-137 SRBOC Launcher","11","Port SRBOC Launcher","","0","270","30","","","1"
"Kfir C.10","Kfir 07-06","0","","","0","0","0","EL/M-2032 AA","","0"
"Kfir C.10","Kfir 05-04","1","","","0","0","0","EL/M-2032 AA","","0"
"Kfir C.10","Kfir 03-02","2","","","0","0","0","EL/M-2032 AA","","0"
"Kfir C.10","Kfir 01","3","","","0","0","0","EL/M-2032 AA","","0"
"Kfir C.10","DM/A-202 Chaff","4","","","0","0","0","","","0"
"Kfir C.10","DM/A-202 Flare","5","","","0","0","0","","","0"
"Kfir C.12","Kfir 07-06","0","","","0","0","0","EL/M-2001B AA","Litening-3 LDP","0"
"Kfir C.12","Kfir 05-04","1","","","0","0","0","EL/M-2001B AA","Litening-3 LDP","0"
"Kfir C.12","Kfir 03-02","2","","","0","0","0","EL/M-2001B AA","Litening-3 LDP","0"
"Kfir C.12","Kfir 01","3","","","0","0","0","EL/M-2001B AA","Litening-3 LDP","0"
"Kfir C.12","DM/A-202 Chaff","4","","","0","0","0","","","0"
"Kfir C.12","DM/A-202 Flare","5","","","0","0","0","","","0"
"Kidd DDG","Mk-26 Mod0","0","Fwd Mk-26 Twin Rail Missile Launcher","","320","0","40","SPG-51D 8","","1"
"Kidd DDG","Mk-26 Mod1","1","Aft Mk-26 Twin Rail Missile Launcher","","330","180","40","SPG-51D 8","","1"
"Kidd DDG","5/54 Mark 45 Mods 0 - 2","2","Fwd 127mm Deck Gun","","320","0","0","","","1"
"Kidd DDG","5/54 Mark 45 Mods 0 - 2","3","Aft 127mm Deck Gun","","300","180","0","","","1"
"Kidd DDG","Mk-141 Harpoon Launcher","4","Stbd Harpoon launcher","","0","90","40","","","0"
"Kidd DDG","Mk-141 Harpoon Launcher","5","Port Harpoon launcher","","0","270","40","","","0"
"Kidd DDG","20mm/76 M-61A1 Gatling Mark 15 Block 0","6","Fwd 20mm Phalanx CIWS","","330","0","0","","","1"
"Kidd DDG","20mm/76 M-61A1 Gatling Mark 15 Block 0","7","Aft 20mm Phalanx CIWS","","330","180","0","","","1"
"Kidd DDG","Mk-32 3 Torpedo Mount","8","Stbd Torpedo Tubes","","40","90","0","","","1"
"Kidd DDG","Mk-32 3 Torpedo Mount","9","Port Torpedo Tubes","","40","270","0","","","1"
"Knox FFG","127mm/54 (5in) Mk42","0","Aft 127mm Deck Gun","","320","180","0","","","1"
"Knox FFG","Mk-16 4x ABL","1","Fwd Tomahawk Armored Box Launcher","","300","0","40","","","1"
"Knox FFG","Mk-16 4x ABL","2","Fwd Tomahawk Armored Box Launcher","","300","0","40","","","1"
"Knox FFG","Mk-32 2 Torpedo Mount","3","Stbd Torpedo Tubes","","40","90","0","","","1"
"Knox FFG","Mk-32 2 Torpedo Mount","4","port Torpedo Tubes","","40","270","0","","","1"
"Knox FFG","20mm/76 M-61A1 Gatling Mark 15 Block 0","5","Aft 20mm Phalanx CIWS","","330","180","0","","","1"
"Kobben","533mm Kobben Tube","0","","","0","0","0","","","1"
"Kobben","533mm Kobben Tube","1","","","0","0","0","","","1"
"Kobben","533mm Kobben Tube","2","","","0","0","0","","","1"
"Kobben","533mm Kobben Tube","3","","","0","0","0","","","1"
"Kobben","533mm Kobben Tube","4","","","0","0","0","","","1"
"Kobben","533mm Kobben Tube","5","","","0","0","0","","","1"
"Kobben","533mm Kobben Tube","6","","","0","0","0","","","1"
"Kobben","533mm Kobben Tube","7","","","0","0","0","","","1"
"Kongo DDG","20mm/76 M-61A1 Gatling Mark 15 Block 1","0","Fwd 20mm Phalanx CIWS","","270","0","0","","","1"
"Kongo DDG","20mm/76 M-61A1 Gatling Mark 15 Block 1","1","Aft 20mm Phalanx CIWS","","270","180","0","","","1"
"Kongo DDG","127 mm/54 (5in) Compact","2","Fwd 127mm Deck Gun","","240","0","0","","","1"
"Kongo DDG","Mk-141 Harpoon Launcher","3","Stbd Harpoon Launcher","","90","0","40","","","0"
"Kongo DDG","Mk-141 Harpoon Launcher","4","Port Harpoon Launcher","","270","0","40","","","0"
"Kongo DDG","Mk-41 Mod2 VLS","5","VLS","","0","0","90","SPG-62 12","","1"
"Kongo DDG","Mk-41 Mod2 VLS","6","VLS","","0","0","90","SPG-62 12","","1"
"Kongo DDG","Mk-41 Mod2 VLS","7","VLS","","0","0","90","SPG-62 12","","1"
"Kongo DDG","Type 68 Triple Tubes","8","Port Torpedo Tubes","","30","270","0","","","1"
"Kongo DDG","Type 68 Triple Tubes","9","Stbd Torpedo Tubes","","30","90","0","","","1"
"Kortenaer FFG","SeaSparrow x8 Launcher","0","","","300","0","0","STIR 180","WM-25","1"
"Kortenaer FFG","76 mm/62 Mark 75 Compact","1","","","300","0","0","","","1"
"Kortenaer FFG","76 mm/62 Mark 75 Compact","2","","","330","180","0","","","1"
"Kortenaer FFG","Mk-141 Harpoon Launcher","3","","","0","90","20","","","1"
"Kortenaer FFG","Mk-141 Harpoon Launcher","4","","","0","270","20","","","1"
"Kortenaer FFG","Mk-32 2 Torpedo Mount","5","","","30","90","0","","","1"
"Kortenaer FFG","Mk-32 2 Torpedo Mount","6","","","30","270","0","","","1"
"Kortenaer FFG (1984)","SeaSparrow x8 Launcher","0","","","300","0","0","STIR 180","WM-25","1"
"Kortenaer FFG (1984)","76 mm/62 Mark 75 Compact","1","","","300","0","0","","","1"
"Kortenaer FFG (1984)","76 mm/62 Mark 75 Compact","2","","","330","180","0","","","1"
"Kortenaer FFG (1984)","Mk-141 Harpoon Launcher","3","","","0","90","20","","","1"
"Kortenaer FFG (1984)","Mk-141 Harpoon Launcher","4","","","0","270","20","","","1"
"Kortenaer FFG (1984)","30mm/77 GAU-8/A Goalkeeper","5","","","330","180","0","","","1"
"Kortenaer FFG (1984)","Mk-32 2 Torpedo Mount","6","","","30","90","0","","","1"
"Kortenaer FFG (1984)","Mk-32 2 Torpedo Mount","7","","","30","270","0","","","1"
"Kurushio SS","533mm Gato Tube","0","","","0","0","0","","","1"
"Kurushio SS","533mm Gato Tube","1","","","0","0","0","","","1"
"Kurushio SS","533mm Gato Tube","2","","","0","0","0","","","1"
"Kurushio SS","533mm Gato Tube","3","","","0","0","0","","","1"
"Kurushio SS","533mm Gato Tube","4","","","0","0","0","","","1"
"Kurushio SS","533mm Gato Tube","5","","","0","0","0","","","1"
"Kurushio SS","533mm Gato Tube","6","","","0","180","0","","","1"
"Kurushio SS","533mm Gato Tube","7","","","0","180","0","","","1"
"Kurushio SS","533mm Gato Tube","8","","","0","180","0","","","1"
"Kurushio SS","533mm Gato Tube","9","","","0","180","0","","","1"
"La Fayette","Crotale Naval","0","","","340","180","40","","","1"
"La Fayette","Exocet Quad Launcher","1","","","30","90","12","","","0"
"La Fayette","Exocet Quad Launcher","2","","","30","270","12","","","0"
