DatabaseClass text primary key,NATO_ASCC text,ModelClassId numeric,ClassificationId numeric,Cost numeric,Weight_kg numeric,Volume_m3 numeric,InitialYear numeric,FinalYear numeric,Country text,Designation text,ImageList text,IconFileName text,ModelFileName text,Description text,Notes nextutmeric,DisplayName text,Capacity numeric,MaxVolume_m3 numeric,MaxWeight_kg numeric,MoveTime_s numeric,Class1 text,Class2 text,Class3 text,Class4 text
"Lynx 1.1 Support","","0","0","0","0","0","1900","2999","","","","","","","","Lynx Helo Support Stores","15139","4891.5","30232","45","Fuel","Stingray;A-244S;MU-90;Mk-46 Mod5","AS 12;Sea Skua","DICASS (50) Sonobuoy;DIFAR (50) Sonobuoy;LOFAR (50) Sonobuoy;DICASS (55) Sonobuoy;DIFAR (55) Sonobuoy;LOFAR (55) Sonobuoy;DICASS (60) Sonobuoy;DIFAR (60) Sonobuoy;LOFAR (60) Sonobuoy;DICASS (65) Sonobuoy;DIFAR (65) Sonobuoy;LOFAR (65) Sonobuoy;DICASS (70) Sonobuoy;DIFAR (70) Sonobuoy;LOFAR (70) Sonobuoy;DICASS (75) Sonobuoy;DIFAR (75) Sonobuoy;LOFAR (75) Sonobuoy;DICASS (80) Sonobuoy;DIFAR (80) Sonobuoy;LOFAR (80) Sonobuoy;DICASS (85) Sonobuoy;DIFAR (85) Sonobuoy;LOFAR (85) Sonobuoy;DICASS (90) Sonobuoy;DIFAR (90) Sonobuoy;LOFAR (90) Sonobuoy;DICASS (95) Sonobuoy;DIFAR (95) Sonobuoy;LOFAR (95) Sonobuoy;DICASS (100) Sonobuoy;DIFAR (100) Sonobuoy;LOFAR (100) Sonobuoy;DICASS (105) Sonobuoy;DIFAR (105) Sonobuoy;LOFAR (105) Sonobuoy;DICASS (110) Sonobuoy;DIFAR (110) Sonobuoy;LOFAR (110) Sonobuoy;DICASS (115) Sonobuoy;DIFAR (115) Sonobuoy;LOFAR (115) Sonobuoy;DICASS (120) Sonobuoy;DIFAR (120) Sonobuoy;LOFAR (120) Sonobuoy;DICASS (125) Sonobuoy;DIFAR (125) Sonobuoy;LOFAR (125) Sonobuoy"
"Lynx 1.2 Support","","0","0","0","0","0","1900","2999","","","","","","","","Lynx Helo Support Stores","29843","9705.5","48418","45","Fuel","Stingray;A-244S;MU-90;Mk-46 Mod5","AS 12;Sea Skua","DICASS (50) Sonobuoy;DIFAR (50) Sonobuoy;LOFAR (50) Sonobuoy;DICASS (55) Sonobuoy;DIFAR (55) Sonobuoy;LOFAR (55) Sonobuoy;DICASS (60) Sonobuoy;DIFAR (60) Sonobuoy;LOFAR (60) Sonobuoy;DICASS (65) Sonobuoy;DIFAR (65) Sonobuoy;LOFAR (65) Sonobuoy;DICASS (70) Sonobuoy;DIFAR (70) Sonobuoy;LOFAR (70) Sonobuoy;DICASS (75) Sonobuoy;DIFAR (75) Sonobuoy;LOFAR (75) Sonobuoy;DICASS (80) Sonobuoy;DIFAR (80) Sonobuoy;LOFAR (80) Sonobuoy;DICASS (85) Sonobuoy;DIFAR (85) Sonobuoy;LOFAR (85) Sonobuoy;DICASS (90) Sonobuoy;DIFAR (90) Sonobuoy;LOFAR (90) Sonobuoy;DICASS (95) Sonobuoy;DIFAR (95) Sonobuoy;LOFAR (95) Sonobuoy;DICASS (100) Sonobuoy;DIFAR (100) Sonobuoy;LOFAR (100) Sonobuoy;DICASS (105) Sonobuoy;DIFAR (105) Sonobuoy;LOFAR (105) Sonobuoy;DICASS (110) Sonobuoy;DIFAR (110) Sonobuoy;LOFAR (110) Sonobuoy;DICASS (115) Sonobuoy;DIFAR (115) Sonobuoy;LOFAR (115) Sonobuoy;DICASS (120) Sonobuoy;DIFAR (120) Sonobuoy;LOFAR (120) Sonobuoy;DICASS (125) Sonobuoy;DIFAR (125) Sonobuoy;LOFAR (125) Sonobuoy"
"Lynx 1.3 Support","","0","0","0","0","0","1900","2999","","","","","","","","Lynx Helo Support Stores","44597","14525.5","67104","45","Fuel","Stingray;A-244S;MU-90;Mk-46 Mod5","AS 12;Sea Skua","DICASS (50) Sonobuoy;DIFAR (50) Sonobuoy;LOFAR (50) Sonobuoy;DICASS (55) Sonobuoy;DIFAR (55) Sonobuoy;LOFAR (55) Sonobuoy;DICASS (60) Sonobuoy;DIFAR (60) Sonobuoy;LOFAR (60) Sonobuoy;DICASS (65) Sonobuoy;DIFAR (65) Sonobuoy;LOFAR (65) Sonobuoy;DICASS (70) Sonobuoy;DIFAR (70) Sonobuoy;LOFAR (70) Sonobuoy;DICASS (75) Sonobuoy;DIFAR (75) Sonobuoy;LOFAR (75) Sonobuoy;DICASS (80) Sonobuoy;DIFAR (80) Sonobuoy;LOFAR (80) Sonobuoy;DICASS (85) Sonobuoy;DIFAR (85) Sonobuoy;LOFAR (85) Sonobuoy;DICASS (90) Sonobuoy;DIFAR (90) Sonobuoy;LOFAR (90) Sonobuoy;DICASS (95) Sonobuoy;DIFAR (95) Sonobuoy;LOFAR (95) Sonobuoy;DICASS (100) Sonobuoy;DIFAR (100) Sonobuoy;LOFAR (100) Sonobuoy;DICASS (105) Sonobuoy;DIFAR (105) Sonobuoy;LOFAR (105) Sonobuoy;DICASS (110) Sonobuoy;DIFAR (110) Sonobuoy;LOFAR (110) Sonobuoy;DICASS (115) Sonobuoy;DIFAR (115) Sonobuoy;LOFAR (115) Sonobuoy;DICASS (120) Sonobuoy;DIFAR (120) Sonobuoy;LOFAR (120) Sonobuoy;DICASS (125) Sonobuoy;DIFAR (125) Sonobuoy;LOFAR (125) Sonobuoy"
"Lynx 2.1 Support","","0","0","0","0","0","1900","2999","","","","","","","","Lynx Helo Support Stores","15458","4945.7","38948","45","Fuel","Stingray;A-244S;MU-90;Mk-46 Mod5","AS 12;Sea Skua","DICASS (50) Sonobuoy;DIFAR (50) Sonobuoy;LOFAR (50) Sonobuoy;DICASS (55) Sonobuoy;DIFAR (55) Sonobuoy;LOFAR (55) Sonobuoy;DICASS (60) Sonobuoy;DIFAR (60) Sonobuoy;LOFAR (60) Sonobuoy;DICASS (65) Sonobuoy;DIFAR (65) Sonobuoy;LOFAR (65) Sonobuoy;DICASS (70) Sonobuoy;DIFAR (70) Sonobuoy;LOFAR (70) Sonobuoy;DICASS (75) Sonobuoy;DIFAR (75) Sonobuoy;LOFAR (75) Sonobuoy;DICASS (80) Sonobuoy;DIFAR (80) Sonobuoy;LOFAR (80) Sonobuoy;DICASS (85) Sonobuoy;DIFAR (85) Sonobuoy;LOFAR (85) Sonobuoy;DICASS (90) Sonobuoy;DIFAR (90) Sonobuoy;LOFAR (90) Sonobuoy;DICASS (95) Sonobuoy;DIFAR (95) Sonobuoy;LOFAR (95) Sonobuoy;DICASS (100) Sonobuoy;DIFAR (100) Sonobuoy;LOFAR (100) Sonobuoy;DICASS (105) Sonobuoy;DIFAR (105) Sonobuoy;LOFAR (105) Sonobuoy;DICASS (110) Sonobuoy;DIFAR (110) Sonobuoy;LOFAR (110) Sonobuoy;DICASS (115) Sonobuoy;DIFAR (115) Sonobuoy;LOFAR (115) Sonobuoy;DICASS (120) Sonobuoy;DIFAR (120) Sonobuoy;LOFAR (120) Sonobuoy;DICASS (125) Sonobuoy;DIFAR (125) Sonobuoy;LOFAR (125) Sonobuoy"
"Lynx 2.2 Support","","0","0","0","0","0","1900","2999","","","","","","","","Lynx Helo Support Stores","30239","9772.7","58502","45","Fuel","Stingray;A-244S;MU-90;Mk-46 Mod5","AS 12;Sea Skua","DICASS (50) Sonobuoy;DIFAR (50) Sonobuoy;LOFAR (50) Sonobuoy;DICASS (55) Sonobuoy;DIFAR (55) Sonobuoy;LOFAR (55) Sonobuoy;DICASS (60) Sonobuoy;DIFAR (60) Sonobuoy;LOFAR (60) Sonobuoy;DICASS (65) Sonobuoy;DIFAR (65) Sonobuoy;LOFAR (65) Sonobuoy;DICASS (70) Sonobuoy;DIFAR (70) Sonobuoy;LOFAR (70) Sonobuoy;DICASS (75) Sonobuoy;DIFAR (75) Sonobuoy;LOFAR (75) Sonobuoy;DICASS (80) Sonobuoy;DIFAR (80) Sonobuoy;LOFAR (80) Sonobuoy;DICASS (85) Sonobuoy;DIFAR (85) Sonobuoy;LOFAR (85) Sonobuoy;DICASS (90) Sonobuoy;DIFAR (90) Sonobuoy;LOFAR (90) Sonobuoy;DICASS (95) Sonobuoy;DIFAR (95) Sonobuoy;LOFAR (95) Sonobuoy;DICASS (100) Sonobuoy;DIFAR (100) Sonobuoy;LOFAR (100) Sonobuoy;DICASS (105) Sonobuoy;DIFAR (105) Sonobuoy;LOFAR (105) Sonobuoy;DICASS (110) Sonobuoy;DIFAR (110) Sonobuoy;LOFAR (110) Sonobuoy;DICASS (115) Sonobuoy;DIFAR (115) Sonobuoy;LOFAR (115) Sonobuoy;DICASS (120) Sonobuoy;DIFAR (120) Sonobuoy;LOFAR (120) Sonobuoy;DICASS (125) Sonobuoy;DIFAR (125) Sonobuoy;LOFAR (125) Sonobuoy"
"Lynx 2.3 Support","","0","0","0","0","0","1900","2999","","","","","","","","Lynx Helo Support Stores","45095","14608.8","79256","45","Fuel","Stingray;A-244S;MU-90;Mk-46 Mod5","AS 12;Sea Skua","DICASS (50) Sonobuoy;DIFAR (50) Sonobuoy;LOFAR (50) Sonobuoy;DICASS (55) Sonobuoy;DIFAR (55) Sonobuoy;LOFAR (55) Sonobuoy;DICASS (60) Sonobuoy;DIFAR (60) Sonobuoy;LOFAR (60) Sonobuoy;DICASS (65) Sonobuoy;DIFAR (65) Sonobuoy;LOFAR (65) Sonobuoy;DICASS (70) Sonobuoy;DIFAR (70) Sonobuoy;LOFAR (70) Sonobuoy;DICASS (75) Sonobuoy;DIFAR (75) Sonobuoy;LOFAR (75) Sonobuoy;DICASS (80) Sonobuoy;DIFAR (80) Sonobuoy;LOFAR (80) Sonobuoy;DICASS (85) Sonobuoy;DIFAR (85) Sonobuoy;LOFAR (85) Sonobuoy;DICASS (90) Sonobuoy;DIFAR (90) Sonobuoy;LOFAR (90) Sonobuoy;DICASS (95) Sonobuoy;DIFAR (95) Sonobuoy;LOFAR (95) Sonobuoy;DICASS (100) Sonobuoy;DIFAR (100) Sonobuoy;LOFAR (100) Sonobuoy;DICASS (105) Sonobuoy;DIFAR (105) Sonobuoy;LOFAR (105) Sonobuoy;DICASS (110) Sonobuoy;DIFAR (110) Sonobuoy;LOFAR (110) Sonobuoy;DICASS (115) Sonobuoy;DIFAR (115) Sonobuoy;LOFAR (115) Sonobuoy;DICASS (120) Sonobuoy;DIFAR (120) Sonobuoy;LOFAR (120) Sonobuoy;DICASS (125) Sonobuoy;DIFAR (125) Sonobuoy;LOFAR (125) Sonobuoy"
"M2A3 TOW Store","","0","0","0","0","0","1900","2999","","","","","","Five more TOW's under the commander's seat!","","M2A3 TOW Store","5","","0","","BGM-71A TOW","","",""
"MIM-104 Patriot PAC-1 Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","48","48","0","15","MIM-104A;MIM-104B;MIM-104A;MIM-104B","","",""
"MIM-104 Patriot PAC-2 Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","48","48","0","15","MIM-104A;MIM-104B;MIM-104C;MIM-104D","","",""
"MIM-104 Patriot PAC-3 Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","192","48","0","15","MIM-104A;MIM-104B;MIM-104C;MIM-104D;ERINT/PAC-3","","",""
"MIM-104 Patriot Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","48","48","0","15","MIM-104A;MIM-104B","","",""
"MIM-14 Nike Hercules Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","36","0","0","15","MIM-14A","MIM-14B","MIM-14A(n)","MIM-14B(n)"
"MIM-23 Hawk Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","36","0","0","15","MIM-23A","","",""
"MIM-23 I-Hawk ECCM Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","36","0","0","15","MIM-23C;MIM-23B;MIM-23A","","",""
"MIM-23 I-Hawk LCe Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","36","0","0","15","MIM-23F;MIM-23E;MIM-23C;MIM-23B;MIM-23A","","",""
"MIM-23 I-Hawk Phase1 Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","36","0","0","15","MIM-23B;MIM-23A","","",""
"MIM-23 I-Hawk Phase2 Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","36","0","0","15","MIM-23B;MIM-23A","","",""
"MIM-23 I-Hawk Phase3 Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","36","0","0","15","MIM-23B;MIM-23A","","",""
"MIM-23 I-Hawk Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","36","0","0","15","MIM-23B;MIM-23A","","",""
"MIM-23 I-Hawk XXI Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","36","0","0","15","MIM-23M;MIM-23L;MIM-23K;MIM-23J;MIM-23H;MIM-23G;MIM-23F;MIM-23E;MIM-23C;MIM-23B;MIM-23A","","",""
"MIM-23 I-Hawk mTMD Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","36","0","0","15","MIM-23H;MIM-23G;MIM-23F;MIM-23E;MIM-23C;MIM-23B;MIM-23A","","",""
"Magazine Fast","","0","0","0","0","0","1900","2999","","","","","","test magazine","","Fast","10000000","1000","1000000","0.5","","","",""
"Magazine Slow","","0","0","0","0","0","1900","2999","","","","","","test magazine","","Slow","10000000","1000","1000000","60","","","",""
"Main gun reloads","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Store","5000","1000","0","300","","","",""
"Malafon Reloads 12 Rounds","","0","0","0","0","0","1900","2999","","","","","","","","ASW Missile Magazine","12","","0","0","Malafon","","",""
"Meroka Store","","0","0","0","0","0","1900","2999","","","","","","","","Meroka Magazine","600","0","0","0","20mm Meroka APDS-T","","",""
"Meroka x2 Store","","0","0","0","0","0","1900","2999","","","","","","","","Meroka Magazine","1200","0","0","0","20mm Meroka APDS-T","","",""
"Mistral Sadral Mag x1","","0","0","0","0","0","1900","2999","","","","","","","","Missile Magazine","24","0","0","60","Mistral","Mistral 2","",""
"Mistral Sadral Mag x2","","0","0","0","0","0","1900","2999","","","","","","","","Missile Magazine","48","0","0","60","Mistral","Mistral 2","",""
"Mistral Simbad Mag x1","","0","0","0","0","0","1900","2999","","","","","","","","Missile Magazine","8","0","0","60","Mistral","Mistral 2","",""
"Mistral Simbad Mag x2","","0","0","0","0","0","1900","2999","","","","","","","","Missile Magazine","14","0","0","60","Mistral","Mistral 2","",""
"Mistral Tetral Mag x1","","0","0","0","0","0","1900","2999","","","","","","","","Missile Magazine","16","0","0","60","Mistral","Mistral 2","",""
"Mistral Tetral Mag x2","","0","0","0","0","0","1900","2999","","","","","","","","Missile Magazine","32","0","0","60","Mistral","Mistral 2","",""
"Mk V HSIC Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","36000","0","0","60","25mm APDS",".50 cal bullet","",""
"Mk-10 Store 120","","0","0","0","0","0","1900","2999","","","","","","","Mk-10 Rotary Store","Mk-10 Missile Store","120","120","0","0","RIM-2B;RIM-2C;RIM-2F;SAM-N-7 BT-3A;SAM-N-7 BW-1","","",""
"Mk-10 Store 60","","0","0","0","0","0","1900","2999","","","","","","","Mk-10 Rotary Store","Mk-10 Missile Store","60","100","0","0","RIM-2B;RIM-2C;RIM-2F;SAM-N-7 BT-3A;SAM-N-7 BW-1","RUR-5 ASROC","RIM-67A;RIM-67B;RIM-67C;RIM-67D",""
"Mk-10 Store 80","","0","0","0","0","0","1900","2999","","","","","","","Mk-10 Rotary Store","Mk-10 Missile Store","80","80","0","0","RIM-2B;RIM-2C;RIM-2F;SAM-N-7 BT-3A;SAM-N-7 BW-1","RIM-67A;RIM-67B;RIM-67C;RIM-67D","",""
"Mk-11 Rotary Store 42","","0","0","0","0","0","1900","2999","","","","","","","Mk-11 Rotary Store","Mk-11 Rotary Store","42","50","0","0","RIM-66L;RIM-66G;RIM-66E;RIM-66B;RIM-66A","RIM-24A;RIM-24B;RIM-24C","RGM-84A Harpoon;RGM-84C Harpoon;RGM-84D Harpoon;RGM-84F Harpoon;RGM-84G Harpoon",""
"Mk-112 ASROC Reloads","","0","0","0","0","0","1900","2999","","","","","","","Mk-13 Rotary Store","ASROC Reloads","16","","0","0","RUR-5 ASROC","","",""
"Mk-12 Store 52","","0","0","0","0","0","1900","2999","","","","","","","Mk-11 Rotary Store","Mk-12 Missile Store","52","52","0","0","RIM-8A;RIM-8C;RIM-8E;RIM-8F;RIM-8J","SAM-N-6b;SAM-N-6b1;SAM-N-6c1;SAM-N-6b1(CW)","",""
"Mk-13 Mod4 Rotary Store 40","","0","0","0","0","0","1900","2999","","","","","","","Mk-13 Rotary Store","Mk-13 Rotary Store","40","48","0","0","RIM-66L;RIM-66G;RIM-66E;RIM-66B;RIM-66A","RGM-84A Harpoon;RGM-84C Harpoon;RGM-84D Harpoon;RGM-84F Harpoon;RGM-84G Harpoon","RIM-2B;RIM-2C;RIM-2F","SAM-N-7 BW-1;SAM-N-7 BT-3A"
"Mk-13 Rotary Store 40 Lutjens","","0","0","0","0","0","1900","2999","","","","","","","Mk-13 Rotary Store","Mk-13 Rotary Store","40","56","0","0","RIM-66L;RIM-66G;RIM-66E;RIM-66B;RIM-66A","RGM-84A Harpoon;RGM-84C Harpoon;RGM-84D Harpoon;RGM-84F Harpoon;RGM-84G Harpoon","RIM-24A;RIM-24B;RIM-24C",""
"Mk-13 Rotary Store 40","","0","0","0","0","0","1900","2999","","","","","","","Mk-13 Rotary Store","Mk-13 Rotary Store","40","52","0","0","RIM-66L;RIM-66G;RIM-66E;RIM-66B;RIM-66A","RGM-84A Harpoon;RGM-84C Harpoon;RGM-84D Harpoon;RGM-84F Harpoon;RGM-84G Harpoon","RIM-24A;RIM-24B;RIM-24C",""
"Mk-22 GMLS Rotary Store","","0","0","0","0","0","1900","2999","","","","","","","Mk-13 Rotary Store","Mk-22 Rotary Store","16","16","0","0","RIM-66L;RIM-66G;RIM-66E;RIM-66B;RIM-66A","","",""
"Mk-26 Mod0 + Mod1 Store","","0","0","0","0","0","1900","2999","","","","","","","Mk-26 Store","Mk-26 Store","68","0","0","0","RIM-66A;RIM-66B;RIM-66E;RIM-66L;RIM-66G","RUR-5 ASROC","",""
"Mk-26 Mod0 Store","","0","0","0","0","0","1900","2999","","","","","","","Mk-26 Store","Mk-26 Store","24","0","0","0","RIM-66A;RIM-66B;RIM-66E;RIM-66L;RIM-66M;RIM-66J;RIM-66K","RUR-5 ASROC","",""
"Mk-26 Mod1 Store","","0","0","0","0","0","1900","2999","","","","","","","Mk-26 Store","Mk-26 Store","44","0","0","0","RIM-66A;RIM-66B;RIM-66E;RIM-66L;RIM-66M;RIM-66J;RIM-66K","RUR-5 ASROC","",""
"Mk-32 Torpedo Racks","","0","0","0","0","0","1900","2999","","","","","","","Mk-11 Rotary Store","Mk-32 Torpedo Racks","12","","0","0","Mk-15 Mod0;Mk-44;Mk-46 Mod5;Mk-50;Mk-54","","",""
"Mk-37 Torpedo Racks","","0","0","0","0","0","1900","2999","","","","","","","Mk-11 Rotary Store","Mk-37 Torpedo Racks","6","","0","0","Mk-37 Mod1;Mk-37 Mod3","","",""
"Mk-41 VLS 32 Cell","","0","0","0","0","0","1900","2999","","","","","","","","32 Cell VLS","32","0","0","0","BGM-109 TLAM","","",""
"Mk-41 VLS Mod0 122 Cell","","0","0","0","0","0","1900","2999","","","","","","","VLS Cell Assignments for the Ticonderoga Class","122 Cell VLS","488","122","0","0","RIM-66C;RIM-66H;RIM-66M;RIM-156;RIM-162A;RIM-7P(v2)","","RUM-139 Mod4 ASROC","BGM-109 TLAM;BGM-109 TASM;BGM-109G TLAM-N"
"Mk-41 VLS Mod1 61 Cell","","0","0","0","0","0","1900","2999","","","","","","VLS cell assignments for the Spruance Class.  These are used only for strike capability, essentially just to support ASROC and Tomahawk missiles.","Generic stores","61 Cell VLS","61","131","0","0","","","RUM-139 Mod4 ASROC","BGM-109 TLAM;BGM-109 TASM;BGM-109G TLAM-N"
"Mk-41 VLS Mod10 32 Cell","","0","0","0","0","0","1900","2999","","","","","","","VLS Cell Assignments for the Sachsen Class","32 Cell VLS","128","32","0","0","RIM-66C;RIM-66H;RIM-66M;RIM-162B","","",""
"Mk-41 VLS Mod10 8 Cell","","0","0","0","0","0","1900","2999","","","","","","","VLS Cell Assignments for the Fritjdtof Nansen Class","8 Cell VLS","32","8","0","0","RIM-162B","","",""
"Mk-41 VLS Mod2 90 Cell","","0","0","0","0","0","1900","2999","","","","","","VLS cell assignments for the Burke Class.  Its worth noting that the rear 29 cells are usually filled with BGM-109 Tomahawks.  There is no mention of this being necessary however, merely typical.","Generic stores","90 Cell VLS","360","90","0","0","RIM-66C;RIM-66H;RIM-66M;RIM-156;RIM-162A;RIM-7P(v2)","","RUM-139 Mod4 ASROC","BGM-109 TLAM;BGM-109 TASM;BGM-109G TLAM-N"
"Mk-41 VLS Mod2 96 Cell","","0","0","0","0","0","1900","2999","","","","","","VLS cell assignments for the Burke Class.  Its worth noting that the rear 32 cells are usually filled with BGM-109 Tomahawks.  There is no mention of this being necessary however, merely typical.","Generic stores","96 Cell VLS","384","96","0","0","RIM-66C;RIM-66H;RIM-66M;RIM-156;RIM-162A;RIM-7P","","RUM-139 Mod4 ASROC","BGM-109 TLAM;BGM-109 TASM;BGM-109G TLAM-N"
"Mk-41 VLS Mod4 16 Cell","","0","0","0","0","0","1900","2999","","","","","","A dedicated VLS launcher for the Sea sparrow missile only.","Generic stores","16 Cell VLS","16","16","0","0","RIM-7P(v2)","","",""
"Mk-41 VLS Mod9 32 Cell","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","32 Cell VLS","64","96","17888","0","RIM-66C;RIM-66H;RIM-66M;RIM-156;RIM-162A;RIM-7P(v2)","","RUM-139 Mod4 ASROC",""
"Mk-48 VLS Mod1 16 Cell","","0","0","0","0","0","1900","2999","","","","","","","","16 Cell VLS","64","16","0","0","RIM-7M(v2);RIM-162C","","",""
"NH-90 1.1 Support","","0","0","0","0","0","1900","2999","","","","","","","","NH-60 Helo Support Stores","33983","11074","45507","45","Fuel","Chaff-1;Flare-1","MU-90;AS-30L;750 litre tank;Mk-46 Mod5;Marte Mk2/S","DICASS (50) Sonobuoy;DIFAR (50) Sonobuoy;LOFAR (50) Sonobuoy;DICASS (55) Sonobuoy;DIFAR (55) Sonobuoy;LOFAR (55) Sonobuoy;DICASS (60) Sonobuoy;DIFAR (60) Sonobuoy;LOFAR (60) Sonobuoy;DICASS (65) Sonobuoy;DIFAR (65) Sonobuoy;LOFAR (65) Sonobuoy;DICASS (70) Sonobuoy;DIFAR (70) Sonobuoy;LOFAR (70) Sonobuoy;DICASS (75) Sonobuoy;DIFAR (75) Sonobuoy;LOFAR (75) Sonobuoy;DICASS (80) Sonobuoy;DIFAR (80) Sonobuoy;LOFAR (80) Sonobuoy;DICASS (85) Sonobuoy;DIFAR (85) Sonobuoy;LOFAR (85) Sonobuoy;DICASS (90) Sonobuoy;DIFAR (90) Sonobuoy;LOFAR (90) Sonobuoy;DICASS (95) Sonobuoy;DIFAR (95) Sonobuoy;LOFAR (95) Sonobuoy;DICASS (100) Sonobuoy;DIFAR (100) Sonobuoy;LOFAR (100) Sonobuoy;DICASS (105) Sonobuoy;DIFAR (105) Sonobuoy;LOFAR (105) Sonobuoy;DICASS (110) Sonobuoy;DIFAR (110) Sonobuoy;LOFAR (110) Sonobuoy;DICASS (115) Sonobuoy;DIFAR (115) Sonobuoy;LOFAR (115) Sonobuoy;DICASS (120) Sonobuoy;DIFAR (120) Sonobuoy;LOFAR (120) Sonobuoy;DICASS (125) Sonobuoy;DIFAR (125) Sonobuoy;LOFAR (125) Sonobuoy"
"NH-90 1.2 Support","","0","0","0","0","0","1900","2999","","","","","","","","NH-60 Helo Support Stores","67614","22104","81224","45","Fuel","Chaff-1;Flare-1","MU-90;AS-30L;750 litre tank;Mk-46 Mod5;Marte Mk2/S","DICASS (50) Sonobuoy;DIFAR (50) Sonobuoy;LOFAR (50) Sonobuoy;DICASS (55) Sonobuoy;DIFAR (55) Sonobuoy;LOFAR (55) Sonobuoy;DICASS (60) Sonobuoy;DIFAR (60) Sonobuoy;LOFAR (60) Sonobuoy;DICASS (65) Sonobuoy;DIFAR (65) Sonobuoy;LOFAR (65) Sonobuoy;DICASS (70) Sonobuoy;DIFAR (70) Sonobuoy;LOFAR (70) Sonobuoy;DICASS (75) Sonobuoy;DIFAR (75) Sonobuoy;LOFAR (75) Sonobuoy;DICASS (80) Sonobuoy;DIFAR (80) Sonobuoy;LOFAR (80) Sonobuoy;DICASS (85) Sonobuoy;DIFAR (85) Sonobuoy;LOFAR (85) Sonobuoy;DICASS (90) Sonobuoy;DIFAR (90) Sonobuoy;LOFAR (90) Sonobuoy;DICASS (95) Sonobuoy;DIFAR (95) Sonobuoy;LOFAR (95) Sonobuoy;DICASS (100) Sonobuoy;DIFAR (100) Sonobuoy;LOFAR (100) Sonobuoy;DICASS (105) Sonobuoy;DIFAR (105) Sonobuoy;LOFAR (105) Sonobuoy;DICASS (110) Sonobuoy;DIFAR (110) Sonobuoy;LOFAR (110) Sonobuoy;DICASS (115) Sonobuoy;DIFAR (115) Sonobuoy;LOFAR (115) Sonobuoy;DICASS (120) Sonobuoy;DIFAR (120) Sonobuoy;LOFAR (120) Sonobuoy;DICASS (125) Sonobuoy;DIFAR (125) Sonobuoy;LOFAR (125) Sonobuoy"
"NH-90 1.3 Support","","0","0","0","0","0","1900","2999","","","","","","","","NH-60 Helo Support Stores","101289","33137","117755","45","Fuel","Chaff-1;Flare-1","MU-90;AS-30L;750 litre tank;Mk-46 Mod5;Marte Mk2/S","DICASS (50) Sonobuoy;DIFAR (50) Sonobuoy;LOFAR (50) Sonobuoy;DICASS (55) Sonobuoy;DIFAR (55) Sonobuoy;LOFAR (55) Sonobuoy;DICASS (60) Sonobuoy;DIFAR (60) Sonobuoy;LOFAR (60) Sonobuoy;DICASS (65) Sonobuoy;DIFAR (65) Sonobuoy;LOFAR (65) Sonobuoy;DICASS (70) Sonobuoy;DIFAR (70) Sonobuoy;LOFAR (70) Sonobuoy;DICASS (75) Sonobuoy;DIFAR (75) Sonobuoy;LOFAR (75) Sonobuoy;DICASS (80) Sonobuoy;DIFAR (80) Sonobuoy;LOFAR (80) Sonobuoy;DICASS (85) Sonobuoy;DIFAR (85) Sonobuoy;LOFAR (85) Sonobuoy;DICASS (90) Sonobuoy;DIFAR (90) Sonobuoy;LOFAR (90) Sonobuoy;DICASS (95) Sonobuoy;DIFAR (95) Sonobuoy;LOFAR (95) Sonobuoy;DICASS (100) Sonobuoy;DIFAR (100) Sonobuoy;LOFAR (100) Sonobuoy;DICASS (105) Sonobuoy;DIFAR (105) Sonobuoy;LOFAR (105) Sonobuoy;DICASS (110) Sonobuoy;DIFAR (110) Sonobuoy;LOFAR (110) Sonobuoy;DICASS (115) Sonobuoy;DIFAR (115) Sonobuoy;LOFAR (115) Sonobuoy;DICASS (120) Sonobuoy;DIFAR (120) Sonobuoy;LOFAR (120) Sonobuoy;DICASS (125) Sonobuoy;DIFAR (125) Sonobuoy;LOFAR (125) Sonobuoy"
"Nimitz Fuel","","0","0","0","0","0","1900","2999","","","","","","","","JP-5 Fuel Storage","8205300","0","8205300","300","Fuel","","",""
"Nimitz Magazine","","0","0","0","0","0","1900","2999","","","","","","","","Carrier Weapons Storage","0","0","2970000","1500","","","",""
