DatabaseClass text primary key,NATO_ASCC text,ModelClassId numeric,ClassificationId numeric,Cost numeric,Weight_kg numeric,Volume_m3 numeric,ImageList text,IconFileName text,ModelFileName text,Description text,Notes text,InitialYear numeric,FinalYear numeric,Country text,Designation text,MaxSpeed_kts numeric,Accel_ktsps numeric,TurnRate_degps numeric,FuelCapacity_kg numeric,FuelRate_kgps numeric,Toughness numeric,DamageEffect text,RCS_dBsm numeric,RCS_Model text,OpticalCrossSection_dBsm text,IRSignature_dB numeric,IR_ModelA text,IR_ModelB text,IR_ModelC text,EffectiveHeight_m numeric,TS numeric,TS_Model text,AcousticModel text,SL_Model nextumteric,MaxTakeoffWeight_kg numeric,MaxAltitude_m numeric,ClimbRate_mps numeric,Gmax numeric,MinimumRunway_m numeric,IsCarrierCompatible numeric,OutFuelPods numeric,FuelOut_kgps numeric,FuelIn_kgps numeric,MaintenanceMin_s numeric,MaintenanceMax_s numeric,MilitaryThrust_N numeric,MilitaryThrustSpeedSlope real,ABThrust_N numeric,ABThrustSpeedSlope real,ABFuelRate_kgps numeric,Cdpsub numeric,Cdptran numeric,Cdpsup numeric,Mcm numeric,Msupm numeric,CruiseSpeed_mps numeric,StallSpeed_mps numeric,T2 numeric,T4 numeric,T6 numeric,T8 numeric,T10 numeric,T12 numeric,T16 numeric,T20 numeric,T25 numeric,T30 numeric,FE2 numeric,FE4 numeric,FE6 numeric,FE8 numeric,FE10 numeric,FE12 numeric,FE16 numeric,FE20 numeric,FE25 numeric,FE30 numeric
"F-86F","","12","33","","4940","0","","air/AdvicoF86F.jpg","harrier-gr3.xml","","","1952.415","1960","USA","Fighter","652","22.39","14","1536.596","0.6704","1","AirDmg1","12","AirRCS1","4.3","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","9234","14630","46","6","0","1","0","0","0","3600","10800","26289","0.003609","26289","0.003609","0.6704","0.46667","0.7","0.56","0.85","1.3","90","45","0.88","0.77","0.67","0.576","0.445","0.325","0.01","0","0","0","0.98","0.95","0.9","0.95","1.1","1.5","2.5","5","20","40"
"F-86H","","12","33","","4940","0","","air/AdvicoF86H.jpg","harrier-gr3.xml","","","1954","1960","USA","Fighter","794","22.39","14","1536.596","1.0436","1","AirDmg1","12","AirRCS1","4.3","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","9234","14630","46","6","0","1","0","0","0","3600","10800","40923","0.002145","40923","0.002145","1.0436","0.51667","0.775","0.62","0.85","1.3","90","45","0.88","0.77","0.67","0.576","0.445","0.325","0.01","0","0","0","0.98","0.95","0.9","0.95","1.1","1.5","2.5","5","20","40"
"F-8A","","12","33","","7036.7","0","","air/AdvicoF8A.jpg","harrier-gr3.xml","","","1962","1969","USA","Fighter","1000","22.39","18","3868.7","1.06","1","AirDmg1","9.03","AirRCS1","4.8","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M1.5","0","-999","Default","Default","Default","12474","15697","101.6","8","1195","1","0","0","15","3600","10800","48600","0.001","73900","0.002175","5.8615","0.8","1.2","0.96","0.8","1.6","127.07","55.7","0.854","0.7286","0.706","0.69","0.5935","0.4357","0.1688","0","0","0","1","1","1","0.9065","0.8695","0.93595","2.4","5","20","40"
"F-8B","","12","33","","7036.7","0","","air/AdvicoF8B.jpg","harrier-gr3.xml","","","1962","1968","USA","Fighter","990","22.39","18","3868.7","1.06","1","AirDmg1","9.03","AirRCS1","4.8","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M1.5","0","-999","Default","Default","Default","12474","15697","101.6","8","1195","1","0","0","15","3600","10800","48600","0.001","73900","0.002175","5.8615","0.8","1.2","0.96","0.8","1.6","127.07","55.7","0.854","0.7286","0.706","0.69","0.5935","0.4357","0.1688","0","0","0","1","1","1","0.9065","0.8695","0.93595","2.4","5","20","40"
"F-8C","","12","33","","7476.7","0","","air/AdvicoF8C.jpg","harrier-gr3.xml","","","1962","1969","USA","Fighter","1115","22.39","18","3868.7","1.0383","1","AirDmg1","9.03","AirRCS1","4.8","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M1.7","0","-999","Default","Default","Default","12673","16002","129.3","8","1259","1","0","0","15","3600","10800","47600","0.001","75200","0.002175","5.9646","0.8","1.2","0.96","0.8","1.6","127.07","56.8","0.854","0.7286","0.706","0.69","0.5935","0.4357","0.1688","0","0","0","1","1","1","0.9065","0.8695","0.93595","2.4","5","20","40"
"F-8D","","12","33","","7956.6","0","","air/AdvicoF8D.jpg","harrier-gr3.xml","","","1962","1967","USA","Fighter","1070","22.39","18","4096.6","1.0383","1","AirDmg1","9.03","AirRCS1","4.8","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M1.9","0","-999","Default","Default","Default","13381","16474","176","8","1280","1","0","0","15","3600","10800","47600","0.001","80100","0.002175","6.3533","0.8","1.2","0.96","0.8","1.6","127.07","57.5","0.854","0.7286","0.706","0.69","0.5935","0.4357","0.1688","0","0","0","1","1","1","0.9065","0.8695","0.93595","2.4","5","20","40"
"F-8E","","12","33","","8090.4","0","","air/AdvicoF8E.jpg","harrier-gr3.xml","","","1962","1968","USA","Fighter","1070","22.39","18","4096.6","1.0383","1","AirDmg1","9.03","AirRCS1","4.8","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M1.7","0","-999","Default","Default","Default","15468","15957","138.8","8","1615","1","0","0","15","3600","10800","47600","0.001","80100","0.002175","6.3533","0.8","1.2","0.96","0.8","1.6","127.07","61.9","0.854","0.7286","0.706","0.69","0.5935","0.4357","0.1688","0","0","0","1","1","1","0.9065","0.8695","0.93595","2.4","5","20","40"
"F-8E(FN)","","12","33","21000000","8090.4","0","","air/AdvicoF8E.jpg","f-5.xml","","","1964.786","2000","France","Fighter","1070","20.39","18","4096.6","1.06","1","AirDmg1","9.03","AirRCS1","4.8","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M1.8","0","-999","Default","Default","Default","15468","16000","138.8","8","1615","1","0","0","15","3600","10800","47600","0.001","80100","0.002175","6.3533","0.8","1.2","0.96","0.8","1.6","127.07","61.9","0.854","0.7286","0.706","0.69","0.5935","0.4357","0.1688","0","0","0","1","1","1","0.9065","0.8695","0.93595","2.4","5","20","40"
"F-8H","","12","33","","8538.6","0","","air/AdvicoF8H.jpg","harrier-gr3.xml","","","1965","1975","USA","Fighter","1085","22.39","18","4096.6","1.0383","1","AirDmg1","9.03","AirRCS1","4.8","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M2","0","-999","Default","Default","Default","15549","15728","118.4","8","1259","1","0","0","15","3600","10800","47600","0.001","83200","0.002175","6.6","0.8","1.2","0.96","0.8","1.6","127.07","60.7","0.854","0.7286","0.706","0.69","0.5935","0.4357","0.1688","0","0","0","1","1","1","0.9065","0.8695","0.93595","2.4","5","20","40"
"F-8J","","12","33","","8988.1","0","","air/AdvicoF8J.jpg","harrier-gr3.xml","","","1965","1975","USA","Fighter","1085","22.39","18","4096.6","1.0383","1","AirDmg1","9.03","AirRCS1","4.8","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M2","0","-999","Default","Default","Default","15422","15545","113.3","8","1219","1","0","0","15","3600","10800","47600","0.001","83200","0.002175","6.6","0.8","1.2","0.96","0.8","1.6","127.07","56.7","0.854","0.7286","0.706","0.69","0.5935","0.4357","0.1688","0","0","0","1","1","1","0.9065","0.8695","0.93595","2.4","5","20","40"
"F-8K","","12","33","","8216.5","0","","air/AdvicoF8K.jpg","harrier-gr3.xml","","","1965","1973","USA","Fighter","1020","22.39","18","3868.7","1.0383","1","AirDmg1","9.03","AirRCS1","4.8","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M2","0","-999","Default","Default","Default","13734","16002","129.3","8","1259","1","0","0","15","3600","10800","47600","0.001","75200","0.002175","5.9646","0.8","1.2","0.96","0.8","1.6","127.07","56.8","0.854","0.7286","0.706","0.69","0.5935","0.4357","0.1688","0","0","0","1","1","1","0.9065","0.8695","0.93595","2.4","5","20","40"
"F-8L","","12","33","","7776.5","0","","air/AdvicoF8L.jpg","harrier-gr3.xml","","","1965","1973","USA","Fighter","995","22.39","18","3868.7","1.06","1","AirDmg1","9.03","AirRCS1","4.8","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M2","0","-999","Default","Default","Default","13535","15697","101.6","8","1195","1","0","0","15","3600","10800","48600","0.001","73900","0.002175","5.8615","0.8","1.2","0.96","0.8","1.6","127.07","55.7","0.854","0.7286","0.706","0.69","0.5935","0.4357","0.1688","0","0","0","1","1","1","0.9065","0.8695","0.93595","2.4","5","20","40"
"F-8P","","12","33","","8538.6","0","","air/AdvicoF8P.jpg","harrier-gr3.xml","","","1965","1975","USA","Fighter","1085","22.39","18","4096.6","1.0383","1","AirDmg1","9.03","AirRCS1","4.8","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M2","0","-999","Default","Default","Default","15549","15728","118.4","8","1259","1","0","0","15","3600","10800","47600","0.001","83200","0.002175","6.6","0.8","1.2","0.96","0.8","1.6","127.07","60.7","0.854","0.7286","0.706","0.69","0.5935","0.4357","0.1688","0","0","0","1","1","1","0.9065","0.8695","0.93595","2.4","5","20","40"
"F8U-1","","12","33","","7036.7","0","","air/AdvicoF8U1.jpg","harrier-gr3.xml","","","1956.99","1962","USA","Fighter","1000","22.39","18","3868.7","1.06","1","AirDmg1","9.03","AirRCS1","4.8","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M1.5","0","-999","Default","Default","Default","12474","15697","101.6","8","1195","1","0","0","15","3600","10800","48600","0.001","73900","0.002175","5.8615","0.8","1.2","0.96","0.8","1.6","127.07","55.7","0.854","0.7286","0.706","0.69","0.5935","0.4357","0.1688","0","0","0","1","1","1","0.9065","0.8695","0.93595","2.4","5","20","40"
"F8U-1E","","12","33","","7036.7","0","","air/AdvicoF8U1E.jpg","harrier-gr3.xml","","","1958.703","1962","USA","Fighter","990","22.39","18","3868.7","1.06","1","AirDmg1","9.03","AirRCS1","4.8","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M1.5","0","-999","Default","Default","Default","12474","15697","101.6","8","1195","1","0","0","15","3600","10800","48600","0.001","73900","0.002175","5.8615","0.8","1.2","0.96","0.8","1.6","127.07","55.7","0.854","0.7286","0.706","0.69","0.5935","0.4357","0.1688","0","0","0","1","1","1","0.9065","0.8695","0.93595","2.4","5","20","40"
"F8U-1P","","12","33","","7618.7","0","","air/AdvicoF8U1P.jpg","harrier-gr3.xml","","","1957.96","1962","USA","Recon","995","22.39","18","4549.4","1.06","1","AirDmg1","9.03","AirRCS1","4.8","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M1.5","0","-999","Default","Default","Default","12620","15788","96.8","8","1271","1","0","0","15","3600","10800","48600","0.001","73900","0.002175","5.8615","0.8","1.2","0.96","0.8","1.6","127.07","55.6","0.854","0.7286","0.706","0.69","0.5935","0.4357","0.1688","0","0","0","1","1","1","0.9065","0.8695","0.93595","2.4","5","20","40"
"F8U-2","","12","33","","7476.7","0","","air/AdvicoF8U2.jpg","harrier-gr3.xml","","","1958.618","1962","USA","Fighter","1115","22.39","18","3868.7","1.06","1","AirDmg1","9.03","AirRCS1","4.8","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M1.7","0","-999","Default","Default","Default","12673","16002","129.3","8","1259","1","0","0","15","3600","10800","47600","0.001","75200","0.002175","5.9646","0.8","1.2","0.96","0.8","1.6","127.07","56.8","0.854","0.7286","0.706","0.69","0.5935","0.4357","0.1688","0","0","0","1","1","1","0.9065","0.8695","0.93595","2.4","5","20","40"
"F8U-2N","","12","33","","7956.6","0","","air/AdvicoF8U2N.jpg","harrier-gr3.xml","","","1960.122","1962","USA","Fighter","1070","22.39","18","4096.6","1.06","1","AirDmg1","9.03","AirRCS1","4.8","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M1.9","0","-999","Default","Default","Default","13381","16474","176","8","1280","1","0","0","15","3600","10800","47600","0.001","80100","0.002175","6.3533","0.8","1.2","0.96","0.8","1.6","127.07","57.5","0.854","0.7286","0.706","0.69","0.5935","0.4357","0.1688","0","0","0","1","1","1","0.9065","0.8695","0.93595","2.4","5","20","40"
"F8U-2NE","","12","33","","8090.4","0","","air/AdvicoF8U2NE.jpg","harrier-gr3.xml","","","1961.451","1962","USA","Fighter","1070","22.39","18","4096.6","1.06","1","AirDmg1","9.03","AirRCS1","4.8","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M1.7","0","-999","Default","Default","Default","15468","15957","138.8","8","1615","1","0","0","15","3600","10800","47600","0.001","80100","0.002175","6.3533","0.8","1.2","0.96","0.8","1.6","127.07","61.9","0.854","0.7286","0.706","0.69","0.5935","0.4357","0.1688","0","0","0","1","1","1","0.9065","0.8695","0.93595","2.4","5","20","40"
"F9F-2","","12","33","","4220","0","","air/AdvicoF9F2.jpg","harrier-gr3.xml","","","1949.33","1958","USA","Fighter","725","22.39","12","2805","0.508518","1","AirDmg1","9","AirRCS1","4.1","0","IR_FW_S_F_HP_2_M0.85","IR_FW_S_F_HP_2_AB_M0.85","IR_FW_S_F_HP_2_Super_M1.2","0","-999","Default","Default","Default","8843","13000","30.5","6.5","0","1","0","0","0","3600","10800","22300","0.00415","25600","0.00415","0.5837696","0.785","1.1775","0.942","0.85","1.2","107.5188","48.25","0.83","0.67","0.534","0.423","0.335","0.2655","0.16","0","0","0","1","1","1","1.03","1.25","2","5","5","20","40"
"F9F-2(Arg)","","12","33","","4220","0","","air/AdvicoF9F2.jpg","harrier-gr3.xml","","","1958","1969","Argentina","Fighter","725","22.39","12","2805","0.508518","1","AirDmg1","9","AirRCS1","4.1","0","IR_FW_S_F_HP_2_M0.85","IR_FW_S_F_HP_2_AB_M0.85","IR_FW_S_F_HP_2_Super_M1.2","0","-999","Default","Default","Default","8843","13000","30.5","6.5","0","1","0","0","0","3600","10800","22300","0.00415","25600","0.00415","0.5837696","0.785","1.1775","0.942","0.85","1.2","107.5188","48.25","0.83","0.67","0.534","0.423","0.335","0.2655","0.16","0","0","0","1","1","1","1.03","1.25","2","5","5","20","40"
"F9F-2P","","12","33","","4173.3","0","","air/AdvicoF9F2P.jpg","harrier-gr3.xml","","","1950.451","1958","USA","Recon","725","22.39","12","3048.12","0.508518","1","AirDmg1","9","AirRCS1","4.1","0","IR_FW_S_F_HP_2_M0.85","IR_FW_S_F_HP_2_AB_M0.85","IR_FW_S_F_HP_2_Super_M1.2","0","-999","Default","Default","Default","8843","13000","30.5","6.5","0","1","0","0","0","3600","10800","22300","0.00415","25600","0.00415","0.5837696","0.785","1.1775","0.942","0.85","1.2","107.5188","48.25","0.83","0.67","0.534","0.423","0.335","0.2655","0.16","0","0","0","1","1","1","1.03","1.25","2","5","5","20","40"
"F9F-4","","12","33","","4602.7","0","","air/AdvicoF9F4.jpg","harrier-gr3.xml","","","1950.618","1958","USA","Fighter","725","22.39","12","3048.12","0.672525","1","AirDmg1","9","AirRCS1","4.1","0","IR_FW_S_F_HP_2_M0.85","IR_FW_S_F_HP_2_AB_M0.85","IR_FW_S_F_HP_2_Super_M1.2","0","-999","Default","Default","Default","9636.7","13000","30.5","6.5","0","1","0","0","0","3600","10800","27800","0.00415","30900","0.00415","0.747519","0.785","1.1775","0.942","0.85","1.2","107.5188","48.25","0.83","0.67","0.534","0.423","0.335","0.2655","0.16","0","0","0","1","1","1","1.03","1.25","2","5","5","20","40"
"F9F-5","","12","33","","4602.7","0","","air/AdvicoF9F5.jpg","harrier-gr3.xml","","","1950.87","1958","USA","Fighter","725","22.39","12","3048.12","0.639493","1","AirDmg1","9","AirRCS1","4.1","0","IR_FW_S_F_HP_2_M0.85","IR_FW_S_F_HP_2_AB_M0.85","IR_FW_S_F_HP_2_Super_M1.2","0","-999","Default","Default","Default","9636.7","13000","30.5","6.5","0","1","0","0","0","3600","10800","27800","0.00415","31138","0.00415","0.716232","0.785","1.1775","0.942","0.85","1.2","107.5188","48.25","0.83","0.67","0.534","0.423","0.335","0.2655","0.16","0","0","0","1","1","1","1.03","1.25","2","5","5","20","40"
"F9F-5P","","12","33","","4556","0","","air/AdvicoF9F5P.jpg","harrier-gr3.xml","","","1952","1958","USA","Recon","725","22.39","12","3048.12","0.639493","1","AirDmg1","9","AirRCS1","4.1","0","IR_FW_S_F_HP_2_M0.85","IR_FW_S_F_HP_2_AB_M0.85","IR_FW_S_F_HP_2_Super_M1.2","0","-999","Default","Default","Default","9636.7","13000","30.5","6.5","0","1","0","0","0","3600","10800","27800","0.00415","31138","0.00415","0.716232","0.785","1.1775","0.942","0.85","1.2","107.5188","48.25","0.83","0.67","0.534","0.423","0.335","0.2655","0.16","0","0","0","1","1","1","1.03","1.25","2","5","5","20","40"
"F9F-6","","12","33","","5105.3","0","","air/AdvicoF9F6.jpg","harrier-gr3.xml","","","1952.87","1958","USA","Fighter","725","22.39","12","2792.8","0.741808","1","AirDmg1","9","AirRCS1","4.1","0","IR_FW_S_F_HP_2_M0.85","IR_FW_S_F_HP_2_AB_M0.85","IR_FW_S_F_HP_2_Super_M1.2","0","-999","Default","Default","Default","9525.6","13000","30.5","6.5","0","1","0","0","0","3600","10800","32250","0.00415","32250","0.00415","0.741808","0.7","1.05","0.84","0.85","1.2","107.5188","48.25","0.83","0.67","0.534","0.423","0.335","0.2655","0.16","0","0","0","1","1","1","1.03","1.25","2","5","5","20","40"
"F9F-6P","","12","33","","5095.3","0","","air/AdvicoF9F6P.jpg","harrier-gr3.xml","","","1954.451","1958","USA","Recon","725","22.39","12","2792.8","0.741808","1","AirDmg1","9","AirRCS1","4.1","0","IR_FW_S_F_HP_2_M0.85","IR_FW_S_F_HP_2_AB_M0.85","IR_FW_S_F_HP_2_Super_M1.2","0","-999","Default","Default","Default","9525.6","13000","30.5","6.5","0","1","0","0","0","3600","10800","32250","0.00415","32250","0.00415","0.741808","0.7","1.05","0.84","0.85","1.2","107.5188","48.25","0.83","0.67","0.534","0.423","0.335","0.2655","0.16","0","0","0","1","1","1","1.03","1.25","2","5","5","20","40"
"F9F-7","","12","33","","5105.3","0","","air/AdvicoF9F7.jpg","harrier-gr3.xml","","","1953.533","1958","USA","Fighter","725","22.39","12","2792.8","0.741808","1","AirDmg1","9","AirRCS1","4.1","0","IR_FW_S_F_HP_2_M0.85","IR_FW_S_F_HP_2_AB_M0.85","IR_FW_S_F_HP_2_Super_M1.2","0","-999","Default","Default","Default","9525.6","13000","30.5","6.5","0","1","0","0","0","3600","10800","32250","0.00415","32250","0.00415","0.741808","0.7","1.05","0.84","0.85","1.2","107.5188","48.25","0.83","0.67","0.534","0.423","0.335","0.2655","0.16","0","0","0","1","1","1","1.03","1.25","2","5","5","20","40"
"F9F-8","","12","33","","5382.4","0","","air/AdvicoF9F8.jpg","harrier-gr3.xml","","","1954.284","1958","USA","Fighter","725","22.39","12","3230.5","0.741808","1","AirDmg1","9","AirRCS1","4.1","0","IR_FW_S_F_HP_2_M0.85","IR_FW_S_F_HP_2_AB_M0.85","IR_FW_S_F_HP_2_Super_M1.2","0","-999","Default","Default","Default","11232.5","13000","30.5","6.5","0","1","0","0","20","3600","10800","32250","0.00415","32250","0.00415","0.741808","0.7","1.05","0.84","0.85","1.2","107.5188","48.25","0.83","0.67","0.534","0.423","0.335","0.2655","0.16","0","0","0","1","1","1","1.03","1.25","2","5","5","20","40"
"F9F-8B","","12","33","","5382.4","0","","air/AdvicoF9F8B.jpg","harrier-gr3.xml","","","1954.284","1959","USA","Strike Fighter","725","22.39","12","3230.5","0.741808","1","AirDmg1","9","AirRCS1","4.1","0","IR_FW_S_F_HP_2_M0.85","IR_FW_S_F_HP_2_AB_M0.85","IR_FW_S_F_HP_2_Super_M1.2","0","-999","Default","Default","Default","11232.5","13000","30.5","6.5","0","1","0","0","20","3600","10800","32250","0.00415","32250","0.00415","0.741808","0.7","1.05","0.84","0.85","1.2","107.5188","48.25","0.83","0.67","0.534","0.423","0.335","0.2655","0.16","0","0","0","1","1","1","1.03","1.25","2","5","5","20","40"
"F9F-8P","","12","33","","5554.8","0","","air/AdvicoF9F8P.jpg","harrier-gr3.xml","","","1955.618","1960.122","USA","Recon","725","22.39","12","3230.5","0.741808","1","AirDmg1","9","AirRCS1","4.1","0","IR_FW_S_F_HP_2_M0.85","IR_FW_S_F_HP_2_AB_M0.85","IR_FW_S_F_HP_2_Super_M1.2","0","-999","Default","Default","Default","10295.4","13000","30.5","6.5","0","1","0","0","20","3600","10800","32250","0.00415","32250","0.00415","0.741808","0.7","1.05","0.84","0.85","1.2","107.5188","48.25","0.83","0.67","0.534","0.423","0.335","0.2655","0.16","0","0","0","1","1","1","1.03","1.25","2","5","5","20","40"
"FB-111A","","12","33","290000000","22262","0","fb111.jpg","air/AdvicoFB111A.jpg","tu-22.xml","","set for 4200 - 4300 km range on internal fuel. http://www.castleairmuseum.org/generaldynamics_fb111a.html","1968","2999","USA","Bomber","1287","6.51","23.32","15325.7","3.31","3","AirDmg2","9","AirRCS1","8.16","0","IR_FW_M_H_HP_2_M0.85","IR_FW_M_H_HP_2_AB_M0.85","IR_FW_M_H_HP_2_Super_M2.5","0","-999","Default","Default","Default","54076","20000","101.6","7","2500","0","0","0","40","3600","10800","109865.6","0.001","181033.6","0.0035","11","1.2","2.6","2.2","1","1.2","102.19","60","0.9","0.78","0.73","0.68","0.6","0.48","0.28","0.05","0.01","0.01","1","1","1","1.1","1.2","1.4","2.3","4","4","4"
"FGR.Mk.2","","12","33","15000000","8.46","0","f4e.jpg","air/AdvicoFGR2.jpg","f-4.xml","F-4M Phantom II in RAF service.  Fitted with the Rolls Royce Spey Mk.202 engines, the FGR.Mk.2 ","","1967","2999","UK","Fighter Multi","1090","15.54","14","5637","2.44","1","AirDmg1","11.3","AirRCS1","6.97","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","27075","18300","210","7","2500","1","0","0","20","3600","10800","108000","0","182400","0.006","8.46","0.69","2.4","3","0.8","1.2","110","60","0.9","0.8","0.7","0.6","0.5","0.43","0.2","0.08","0.01","0.01","1","1","1","1","1","1.15","1.7","4","60","200"
"FJ-2 Fury","","12","33","","5355","0","","air/AdvicoFJ2.jpg","harrier-gr3.xml","","","1952","1956","USA","Fighter","617","22.39","14","1324.651","0.6704","1","AirDmg1","12","AirRCS1","4.3","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","8525","12700","44","6","0","1","0","0","0","3600","10800","26289","0.003609","26289","0.003609","0.6704","0.46667","0.7","0.56","0.85","1.3","90","45","0.88","0.77","0.67","0.576","0.445","0.325","0.01","0","0","0","0.98","0.95","0.9","0.95","1.1","1.5","2.5","5","20","40"
"FJ-3 Fury","","12","33","","5535","0","","air/AdvicoFJ3.jpg","harrier-gr3.xml","","","1954","1960","USA","Fighter","617","22.39","14","1701.976","0.734","1","AirDmg1","12","AirRCS1","4.3","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","8523","14900","44","6","0","1","0","0","20","3600","10800","34200","0.002973","34200","0.002973","0.734","0.46667","0.7","0.56","0.85","1.3","90","45","0.88","0.77","0.67","0.576","0.445","0.325","0.01","0","0","0","0.98","0.95","0.9","0.95","1.1","1.5","2.5","5","20","40"
"FJ-3M Fury","","12","33","","5535","0","","air/AdvicoFJ3M.jpg","harrier-gr3.xml","","","1954","1960","USA","Fighter","617","22.39","14","1701.976","0.734","1","AirDmg1","12","AirRCS1","4.3","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","8523","14900","44","6","0","1","0","0","20","3600","10800","34200","0.002973","34200","0.002973","0.734","0.46667","0.7","0.56","0.85","1.3","90","45","0.88","0.77","0.67","0.576","0.445","0.325","0.01","0","0","0","0.98","0.95","0.9","0.95","1.1","1.5","2.5","5","20","40"
"FJ-4 Fury","","12","33","","5990","0","","air/AdvicoFJ4.jpg","harrier-gr3.xml","","","1955.1","1960","USA","Fighter","617","22.39","14","2552.964","0.734","1","AirDmg1","12","AirRCS1","4.3","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","10416","14270","44","6","0","1","0","0","20","3600","10800","34200","0.002973","34200","0.002973","0.734","0.46667","0.7","0.56","0.85","1.3","90","45","0.88","0.77","0.67","0.576","0.445","0.325","0.01","0","0","0","0.98","0.95","0.9","0.95","1.1","1.5","2.5","5","20","40"
"FJ-4B Fury","","12","33","","5990","0","","air/AdvicoFJ4B.jpg","harrier-gr3.xml","","","1956","1960","USA","Strike Fighter","617","22.39","14","2552.964","0.734","1","AirDmg1","12","AirRCS1","4.3","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","11400","14270","44","6","0","1","0","0","20","3600","10800","34200","0.002973","34200","0.002973","0.734","0.46667","0.7","0.56","0.85","1.3","90","45","0.88","0.77","0.67","0.576","0.445","0.325","0.01","0","0","0","0.98","0.95","0.9","0.95","1.1","1.5","2.5","5","20","40"
"H-6K","","12","33","","36600","0","","air/AdvicoH6K.jpg","tu-16.xml","","as a test case, increasing the climbrate of this bomber to 3x what i expect it to work with.","2007","2999","China","Bomber","700","7.58","6.6","15600","1.76","3","AirDmg2","21.25","AirRCS1","16.48","0","IR_FW_M_H_HP_2_M0.85","IR_FW_M_H_HP_2_AB_M0.85","IR_FW_M_H_HP_2_Super_M1.1","0","-999","Default","Default","Default","72000","12800","69.6","2","2500","0","0","0","40","3600","10800","334800","0","334800","0","1.76","4.5","6","6.65","0.6","0.876","100","60","1","1","1","0.9","0.705","0.38","0.01","0.005","0.0005","5.0e-05","0.9","0.8","0.8","0.85","0.96","1.2","2","20","20","20"
