DatabaseClass text,AirClass text,Quantity numeric,Prefix text,ReadyLevel numeric
"Nimitz CVN-71 USS Theodore Roosevelt 010919-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 030106-A","F-14D","12","Lion ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 030106-A","F-14B","12","Hunter ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 030106-A","F/A-18C","12","Pride ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 030106-A","F/A-18C","12","War Party ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 030106-A","EA-6B","6","Shadowhawks ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 030106-A","E-2C Group 2","4","Bear Aces ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 030106-A","S-3B","8","Scouts ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 030106-A","SH-60F","6","Tridents ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 030106-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 050901-A","F-14D","12","Tomcat ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 050901-A","F-14D","12","Lion ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 050901-A","F/A-18C","12","Pride ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 050901-A","F/A-18C","12","War Party ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 050901-A","EA-6B","6","Shadowhawks ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 050901-A","E-2C 2000 NP","4","Bear Aces ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 050901-A","S-3B","8","Scouts ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 050901-A","SH-60F","6","Tridents ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 050901-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 060311-A","F/A-18E","12","Tomcat ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 060311-A","F/A-18F","12","Lion ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 060311-A","F/A-18C","12","Pride ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 060311-A","F/A-18A+","12","War Party ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 060311-A","EA-6B","6","Shadowhawks ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 060311-A","E-2C 2000 NP","4","Bear Aces ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 060311-A","SH-60F","6","Tridents ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 060311-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-72 USS Abraham Lincoln 900119-A","F-14A","12","Lion ","1"
"Nimitz CVN-72 USS Abraham Lincoln 900119-A","F-14A","12","Aardvark ","1"
"Nimitz CVN-72 USS Abraham Lincoln 900119-A","F/A-18A","12","Golden ","1"
"Nimitz CVN-72 USS Abraham Lincoln 900119-A","F/A-18A","12","Lobo ","1"
"Nimitz CVN-72 USS Abraham Lincoln 900119-A","A-6E","6","Lizard ","1"
"Nimitz CVN-72 USS Abraham Lincoln 900119-A","KA-6D","4","Lizard ","1"
"Nimitz CVN-72 USS Abraham Lincoln 900119-A","EA-6B","6","Black Ravens ","1"
"Nimitz CVN-72 USS Abraham Lincoln 900119-A","E-2C Group 0","6","Wallbangers ","1"
"Nimitz CVN-72 USS Abraham Lincoln 900119-A","SH-3H","6","Neptunes Riders ","1"
"Nimitz CVN-72 USS Abraham Lincoln 900119-A","C-2A","2","Provider ","1"
"Nimitz CVN-72 USS Abraham Lincoln 910528-A","F-14A","12","Lion ","1"
"Nimitz CVN-72 USS Abraham Lincoln 910528-A","F-14A","12","Aardvark ","1"
"Nimitz CVN-72 USS Abraham Lincoln 910528-A","F/A-18C","12","Beef ","1"
"Nimitz CVN-72 USS Abraham Lincoln 910528-A","F/A-18C","12","Hobo ","1"
"Nimitz CVN-72 USS Abraham Lincoln 910528-A","A-6E","6","Lizard ","1"
"Nimitz CVN-72 USS Abraham Lincoln 910528-A","KA-6D","4","Lizard ","1"
"Nimitz CVN-72 USS Abraham Lincoln 910528-A","EA-6B","6","Black Ravens ","1"
"Nimitz CVN-72 USS Abraham Lincoln 910528-A","S-3B","8","Dragonfires ","1"
"Nimitz CVN-72 USS Abraham Lincoln 910528-A","E-2C Group 0","6","Wallbangers ","1"
"Nimitz CVN-72 USS Abraham Lincoln 910528-A","SH-60F","6","Indians ","1"
"Nimitz CVN-72 USS Abraham Lincoln 930430-A","F-14A","12","Lion ","1"
"Nimitz CVN-72 USS Abraham Lincoln 930430-A","F/A-18C","12","Beef ","1"
"Nimitz CVN-72 USS Abraham Lincoln 930430-A","F/A-18C","12","Hobo ","1"
"Nimitz CVN-72 USS Abraham Lincoln 930430-A","A-6E","6","Lizard ","1"
"Nimitz CVN-72 USS Abraham Lincoln 930430-A","KA-6D","4","Lizard ","1"
"Nimitz CVN-72 USS Abraham Lincoln 930430-A","EA-6B","6","Black Ravens ","1"
"Nimitz CVN-72 USS Abraham Lincoln 930430-A","S-3B","8","Dragonfires ","1"
"Nimitz CVN-72 USS Abraham Lincoln 930430-A","E-2C Group 2","6","Wallbangers ","1"
"Nimitz CVN-72 USS Abraham Lincoln 930430-A","SH-60F","6","Indians ","1"
"Nimitz CVN-72 USS Abraham Lincoln 930715-A","F-14A","12","Lion ","1"
"Nimitz CVN-72 USS Abraham Lincoln 930715-A","F/A-18A","12","Knight ","1"
"Nimitz CVN-72 USS Abraham Lincoln 930715-A","F/A-18C","12","Beef ","1"
"Nimitz CVN-72 USS Abraham Lincoln 930715-A","F/A-18C","12","Hobo ","1"
"Nimitz CVN-72 USS Abraham Lincoln 930715-A","A-6E","6","Lizard ","1"
"Nimitz CVN-72 USS Abraham Lincoln 930715-A","KA-6D","4","Lizard ","1"
"Nimitz CVN-72 USS Abraham Lincoln 930715-A","EA-6B","6","Black Ravens ","1"
"Nimitz CVN-72 USS Abraham Lincoln 930715-A","S-3B","8","Dragonfires ","1"
"Nimitz CVN-72 USS Abraham Lincoln 930715-A","E-2C Group 2","6","Wallbangers ","1"
"Nimitz CVN-72 USS Abraham Lincoln 930715-A","SH-60F","6","Indians ","1"
"Nimitz CVN-72 USS Abraham Lincoln 950411-A","F-14A","12","Lion ","1"
"Nimitz CVN-72 USS Abraham Lincoln 950411-A","F/A-18C","12","Beef ","1"
"Nimitz CVN-72 USS Abraham Lincoln 950411-A","F/A-18C","12","Hobo ","1"
"Nimitz CVN-72 USS Abraham Lincoln 950411-A","A-6E","6","Lizard ","1"
"Nimitz CVN-72 USS Abraham Lincoln 950411-A","EA-6B","6","Black Ravens ","1"
"Nimitz CVN-72 USS Abraham Lincoln 950411-A","S-3B","8","Dragonfires ","1"
"Nimitz CVN-72 USS Abraham Lincoln 950411-A","E-2C Group 2","6","Wallbangers ","1"
"Nimitz CVN-72 USS Abraham Lincoln 950411-A","SH-60F","6","Indians ","1"
"Nimitz CVN-72 USS Abraham Lincoln 950411-A","C-2A","2","Provider ","1"
"Nimitz CVN-72 USS Abraham Lincoln 950411-A","ES-3A","2","Sea Shadow ","1"
"Nimitz CVN-72 USS Abraham Lincoln 951118-A","F-14A","12","Lion ","1"
"Nimitz CVN-72 USS Abraham Lincoln 951118-A","F/A-18C","12","Beef ","1"
"Nimitz CVN-72 USS Abraham Lincoln 951118-A","F/A-18C","12","Hobo ","1"
"Nimitz CVN-72 USS Abraham Lincoln 951118-A","EA-6B","6","Black Ravens ","1"
"Nimitz CVN-72 USS Abraham Lincoln 951118-A","S-3B","8","Dragonfires ","1"
"Nimitz CVN-72 USS Abraham Lincoln 951118-A","E-2C Group 2","6","Wallbangers ","1"
"Nimitz CVN-72 USS Abraham Lincoln 951118-A","SH-60F","6","Indians ","1"
"Nimitz CVN-72 USS Abraham Lincoln 951118-A","C-2A","2","Provider ","1"
"Nimitz CVN-72 USS Abraham Lincoln 951118-A","ES-3A","2","Sea Shadow ","1"
"Nimitz CVN-72 USS Abraham Lincoln 980611-A","F-14D","12","Lion ","1"
"Nimitz CVN-72 USS Abraham Lincoln 980611-A","F/A-18C","12","Talon ","1"
"Nimitz CVN-72 USS Abraham Lincoln 980611-A","F/A-18C","12","Sting ","1"
"Nimitz CVN-72 USS Abraham Lincoln 980611-A","F/A-18C","12","Fist ","1"
"Nimitz CVN-72 USS Abraham Lincoln 980611-A","EA-6B","6","Cougar ","1"
"Nimitz CVN-72 USS Abraham Lincoln 980611-A","S-3B","8","Blue Wolves ","1"
"Nimitz CVN-72 USS Abraham Lincoln 980611-A","E-2C Group 2","4","Black Eagles ","1"
"Nimitz CVN-72 USS Abraham Lincoln 980611-A","SH-60F","6","Knight ","1"
"Nimitz CVN-72 USS Abraham Lincoln 980611-A","C-2A","2","Provider ","1"
"Nimitz CVN-72 USS Abraham Lincoln 980611-A","ES-3A","2","Sea Shadow ","1"
"Nimitz CVN-72 USS Abraham Lincoln 000817-A","F-14D","12","Lion ","1"
"Nimitz CVN-72 USS Abraham Lincoln 000817-A","F/A-18C","12","Talon ","1"
"Nimitz CVN-72 USS Abraham Lincoln 000817-A","F/A-18C","12","Sting ","1"
"Nimitz CVN-72 USS Abraham Lincoln 000817-A","F/A-18C","12","Fist ","1"
"Nimitz CVN-72 USS Abraham Lincoln 000817-A","EA-6B","6","Cougar ","1"
"Nimitz CVN-72 USS Abraham Lincoln 000817-A","S-3B","8","Blue Wolves ","1"
"Nimitz CVN-72 USS Abraham Lincoln 000817-A","E-2C Group 2","4","Black Eagles ","1"
"Nimitz CVN-72 USS Abraham Lincoln 000817-A","SH-60F","6","Knight ","1"
"Nimitz CVN-72 USS Abraham Lincoln 000817-A","C-2A","2","Provider ","1"
"Nimitz CVN-72 USS Abraham Lincoln 020720-A","F-14D","12","Lion ","1"
"Nimitz CVN-72 USS Abraham Lincoln 020720-A","F/A-18E","12","Talon ","1"
"Nimitz CVN-72 USS Abraham Lincoln 020720-A","F/A-18C","12","Sting ","1"
"Nimitz CVN-72 USS Abraham Lincoln 020720-A","F/A-18C","12","Fist ","1"
"Nimitz CVN-72 USS Abraham Lincoln 020720-A","EA-6B","6","Cougar ","1"
"Nimitz CVN-72 USS Abraham Lincoln 020720-A","S-3B","8","Blue Wolves ","1"
"Nimitz CVN-72 USS Abraham Lincoln 020720-A","E-2C Group 2","4","Black Eagles ","1"
"Nimitz CVN-72 USS Abraham Lincoln 020720-A","SH-60F","6","Knight ","1"
"Nimitz CVN-72 USS Abraham Lincoln 020720-A","C-2A","2","Provider ","1"
"Nimitz CVN-72 USS Abraham Lincoln 041015-A","F/A-18F","12","Bulet ","1"
"Nimitz CVN-72 USS Abraham Lincoln 041015-A","F/A-18E","12","Falcon ","1"
"Nimitz CVN-72 USS Abraham Lincoln 041015-A","F/A-18C","12","Switch ","1"
"Nimitz CVN-72 USS Abraham Lincoln 041015-A","F/A-18C","12","Claw ","1"
"Nimitz CVN-72 USS Abraham Lincoln 041015-A","EA-6B","6","Lancers ","1"
"Nimitz CVN-72 USS Abraham Lincoln 041015-A","E-2C 2000 NP","4","Sun kings ","1"
"Nimitz CVN-72 USS Abraham Lincoln 041015-A","SH-60F","6","Golden Falcons ","1"
"Nimitz CVN-72 USS Abraham Lincoln 041015-A","SH-60B","6","Sabrehawks ","1"
"Nimitz CVN-72 USS Abraham Lincoln 041015-A","C-2A","2","Provider ","1"
"Nimitz CVN-72 USS Abraham Lincoln 080313-A","F/A-18F","12","Bulet ","1"
"Nimitz CVN-72 USS Abraham Lincoln 080313-A","F/A-18E","12","Falcon ","1"
"Nimitz CVN-72 USS Abraham Lincoln 080313-A","F/A-18C","12","Switch ","1"
"Nimitz CVN-72 USS Abraham Lincoln 080313-A","F/A-18C","12","Blaster ","1"
"Nimitz CVN-72 USS Abraham Lincoln 080313-A","EA-6B","6","Lancers ","1"
"Nimitz CVN-72 USS Abraham Lincoln 080313-A","E-2C 2000 NP","4","Sun kings ","1"
"Nimitz CVN-72 USS Abraham Lincoln 080313-A","SH-60F","6","Golden Falcons ","1"
"Nimitz CVN-72 USS Abraham Lincoln 080313-A","SH-60B","6","Sabrehawks ","1"
"Nimitz CVN-72 USS Abraham Lincoln 080313-A","C-2A","2","Provider ","1"
"Nimitz CVN-72 USS Abraham Lincoln 100907-A","F/A-18F","12","Bulet ","1"
"Nimitz CVN-72 USS Abraham Lincoln 100907-A","F/A-18E","12","Falcon ","1"
"Nimitz CVN-72 USS Abraham Lincoln 100907-A","F/A-18C","12","Switch ","1"
"Nimitz CVN-72 USS Abraham Lincoln 100907-A","F/A-18C","12","Blaster ","1"
"Nimitz CVN-72 USS Abraham Lincoln 100907-A","EA-6B","6","Lancers ","1"
"Nimitz CVN-72 USS Abraham Lincoln 100907-A","E-2C 2000 NP","4","Sun kings ","1"
"Nimitz CVN-72 USS Abraham Lincoln 100907-A","MH-60S","6","Golden Falcons ","1"
"Nimitz CVN-72 USS Abraham Lincoln 100907-A","MH-60R","6","Sabrehawks ","1"
"Nimitz CVN-72 USS Abraham Lincoln 100907-A","C-2A","2","Provider ","1"
"Nimitz CVN-73 USS George Washington 940520-A","F-14B","12","Dog ","1"
"Nimitz CVN-73 USS George Washington 940520-A","F-14B","12","Dakota ","1"
"Nimitz CVN-73 USS George Washington 940520-A","F/A-18C","12","Hawk ","1"
"Nimitz CVN-73 USS George Washington 940520-A","F/A-18C","12","Cat ","1"
"Nimitz CVN-73 USS George Washington 940520-A","A-6E","6","Blaster ","1"
"Nimitz CVN-73 USS George Washington 940520-A","E-2C Group 2","6","Blue Tails ","1"
"Nimitz CVN-73 USS George Washington 940520-A","SH-3H","6","night Dippers ","1"
"Nimitz CVN-73 USS George Washington 940520-A","EA-6B","6","Patriots ","1"
"Nimitz CVN-73 USS George Washington 940520-A","S-3B","8","Topcats ","1"
"Nimitz CVN-73 USS George Washington 940520-A","ES-3A","2","Black Ravens ","1"
"Nimitz CVN-73 USS George Washington 950430-A","F-14B","12","Dog ","1"
"Nimitz CVN-73 USS George Washington 950430-A","F/A-18C","12","Hawk ","1"
"Nimitz CVN-73 USS George Washington 950430-A","F/A-18C","12","Cat ","1"
"Nimitz CVN-73 USS George Washington 950430-A","A-6E","6","Blaster ","1"
"Nimitz CVN-73 USS George Washington 950430-A","E-2C Group 2","6","Blue Tails ","1"
"Nimitz CVN-73 USS George Washington 950430-A","SH-3H","6","night Dippers ","1"
"Nimitz CVN-73 USS George Washington 950430-A","EA-6B","6","Patriots ","1"
"Nimitz CVN-73 USS George Washington 950430-A","S-3B","8","Topcats ","1"
"Nimitz CVN-73 USS George Washington 950430-A","ES-3A","2","Black Ravens ","1"
"Nimitz CVN-73 USS George Washington 960126-A","F-14B","12","Dog ","1"
"Nimitz CVN-73 USS George Washington 960126-A","F/A-18C","12","Hawk ","1"
"Nimitz CVN-73 USS George Washington 960126-A","F/A-18C","12","Cat ","1"
"Nimitz CVN-73 USS George Washington 960126-A","A-6E","6","Blaster ","1"
"Nimitz CVN-73 USS George Washington 960126-A","E-2C Group 2","6","Blue Tails ","1"
"Nimitz CVN-73 USS George Washington 960126-A","SH-3H","6","night Dippers ","1"
"Nimitz CVN-73 USS George Washington 960126-A","EA-6B","6","Patriots ","1"
"Nimitz CVN-73 USS George Washington 960126-A","S-3B","8","Topcats ","1"
"Nimitz CVN-73 USS George Washington 960126-A","ES-3A","2","Black Ravens ","1"
"Nimitz CVN-73 USS George Washington 960126-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-73 USS George Washington 971003-A","F-14B","12","Diamond ","1"
"Nimitz CVN-73 USS George Washington 971003-A","F/A-18C","12","T-Bolt ","1"
"Nimitz CVN-73 USS George Washington 971003-A","F/A-18C","12","Claw ","1"
"Nimitz CVN-73 USS George Washington 971003-A","F/A-18C","12","Winder ","1"
"Nimitz CVN-73 USS George Washington 971003-A","E-2C Group 2","4","Screwtops ","1"
"Nimitz CVN-73 USS George Washington 971003-A","SH-60F","6","Dragonslayers ","1"
"Nimitz CVN-73 USS George Washington 971003-A","EA-6B","6","Rooks ","1"
"Nimitz CVN-73 USS George Washington 971003-A","S-3B","8","Maulers ","1"
"Nimitz CVN-73 USS George Washington 971003-A","ES-3A","2","Black Ravens ","1"
"Nimitz CVN-73 USS George Washington 971003-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-73 USS George Washington 000721-A","F-14B","12","Victory ","1"
"Nimitz CVN-73 USS George Washington 000721-A","F/A-18C","12","Blaster ","1"
"Nimitz CVN-73 USS George Washington 000721-A","F/A-18C","12","Ram ","1"
"Nimitz CVN-73 USS George Washington 000721-A","F/A-18C","12","Zapper ","1"
"Nimitz CVN-73 USS George Washington 000721-A","E-2C Group 2","4","Tigertails ","1"
"Nimitz CVN-73 USS George Washington 000721-A","SH-60F","6","Red lions ","1"
"Nimitz CVN-73 USS George Washington 000721-A","EA-6B","6","Scorpions ","1"
"Nimitz CVN-73 USS George Washington 000721-A","S-3B","8","Diamondcutters ","1"
"Nimitz CVN-73 USS George Washington 000721-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-73 USS George Washington 040120-A","F-14B","12","Dog ","1"
"Nimitz CVN-73 USS George Washington 040120-A","F/A-18C","12","Ripper ","1"
"Nimitz CVN-73 USS George Washington 040120-A","F/A-18C","12","Hawk ","1"
"Nimitz CVN-73 USS George Washington 040120-A","F/A-18C","12","Cat ","1"
"Nimitz CVN-73 USS George Washington 040120-A","E-2C 2000 NP","4","Bluetails ","1"
"Nimitz CVN-73 USS George Washington 040120-A","SH-60F","6","Nght Dippers ","1"
"Nimitz CVN-73 USS George Washington 040120-A","EA-6B","6","Patiots ","1"
"Nimitz CVN-73 USS George Washington 040120-A","S-3B","8","Top Cats ","1"
"Nimitz CVN-73 USS George Washington 040120-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-73 USS George Washington 060404-A","F/A-18E","12","Dog ","1"
"Nimitz CVN-73 USS George Washington 060404-A","F/A-18F","12","Victory ","1"
"Nimitz CVN-73 USS George Washington 060404-A","F/A-18C","12","Ram ","1"
"Nimitz CVN-73 USS George Washington 060404-A","F/A-18C","12","Cat ","1"
"Nimitz CVN-73 USS George Washington 060404-A","E-2C 2000 NP","4","Bluetails ","1"
"Nimitz CVN-73 USS George Washington 060404-A","SH-60F","6","Red Lions ","1"
"Nimitz CVN-73 USS George Washington 060404-A","EA-6B","6","Scorpions ","1"
"Nimitz CVN-73 USS George Washington 060404-A","S-3B","8","Nikel ","1"
"Nimitz CVN-73 USS George Washington 060404-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-73 USS George Washington 080821-A","F/A-18F","12","Diamond ","1"
"Nimitz CVN-73 USS George Washington 080821-A","F/A-18E","12","Mace ","1"
"Nimitz CVN-73 USS George Washington 080821-A","F/A-18C","12","Dragon ","1"
"Nimitz CVN-73 USS George Washington 080821-A","F/A-18C","12","Chipy ","1"
"Nimitz CVN-73 USS George Washington 080821-A","E-2C 2000 NP","4","Liberty Bells ","1"
"Nimitz CVN-73 USS George Washington 080821-A","SH-60F","6","Chargers ","1"
"Nimitz CVN-73 USS George Washington 080821-A","SH-60B","6","Warlords ","1"
"Nimitz CVN-73 USS George Washington 080821-A","EA-6B","6","Gauntlets ","1"
"Nimitz CVN-73 USS George Washington 080821-A","S-3B","8","Nikel ","1"
"Nimitz CVN-73 USS George Washington 080821-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-73 USS George Washington 090130-A","F/A-18F","12","Diamond ","1"
"Nimitz CVN-73 USS George Washington 090130-A","F/A-18E","12","Mace ","1"
"Nimitz CVN-73 USS George Washington 090130-A","F/A-18C","12","Dragon ","1"
"Nimitz CVN-73 USS George Washington 090130-A","F/A-18C","12","Chipy ","1"
"Nimitz CVN-73 USS George Washington 090130-A","E-2C 2000 NP","4","Liberty Bells ","1"
"Nimitz CVN-73 USS George Washington 090130-A","SH-60F","6","Chargers ","1"
"Nimitz CVN-73 USS George Washington 090130-A","SH-60B","6","Warlords ","1"
"Nimitz CVN-73 USS George Washington 090130-A","EA-6B","6","Gauntlets ","1"
"Nimitz CVN-73 USS George Washington 090130-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-73 USS George Washington 100518-A","F/A-18F","12","Diamond ","1"
"Nimitz CVN-73 USS George Washington 100518-A","F/A-18E","12","Mace ","1"
"Nimitz CVN-73 USS George Washington 100518-A","F/A-18E","12","Eagle ","1"
"Nimitz CVN-73 USS George Washington 100518-A","F/A-18C","12","Chipy ","1"
"Nimitz CVN-73 USS George Washington 100518-A","E-2C 2000 NP","4","Liberty Bells ","1"
"Nimitz CVN-73 USS George Washington 100518-A","SH-60F","6","Chargers ","1"
"Nimitz CVN-73 USS George Washington 100518-A","SH-60B","6","Warlords ","1"
"Nimitz CVN-73 USS George Washington 100518-A","EA-6B","6","Gauntlets ","1"
"Nimitz CVN-73 USS George Washington 100518-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-74 USS John C Stennis 960301-A","F-14A","12","Fast Eagle ","1"
"Nimitz CVN-74 USS John C Stennis 960301-A","F/A-18A","12","Camelot ","1"
"Nimitz CVN-74 USS John C Stennis 960301-A","F/A-18C","12","Pride ","1"
"Nimitz CVN-74 USS John C Stennis 960301-A","F/A-18C","12","War Party ","1"
"Nimitz CVN-74 USS John C Stennis 960301-A","EA-6B","6","Shadow Hawks ","1"
"Nimitz CVN-74 USS John C Stennis 960301-A","E-2C Group 2","6","Bear Aces ","1"
"Nimitz CVN-74 USS John C Stennis 960301-A","SH-60F","6","Tridents ","1"
"Nimitz CVN-74 USS John C Stennis 960301-A","S-3B","8","Scouts ","1"
"Nimitz CVN-74 USS John C Stennis 960301-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-74 USS John C Stennis 980226-A","F-14B","12","Dog ","1"
"Nimitz CVN-74 USS John C Stennis 980226-A","F-14B","12","Ripper ","1"
"Nimitz CVN-74 USS John C Stennis 980226-A","F/A-18C","12","Hawk ","1"
"Nimitz CVN-74 USS John C Stennis 980226-A","F/A-18C","12","Cat ","1"
"Nimitz CVN-74 USS John C Stennis 980226-A","EA-6B","6","Patriots ","1"
"Nimitz CVN-74 USS John C Stennis 980226-A","E-2C Group 2","4","Bluetails ","1"
"Nimitz CVN-74 USS John C Stennis 980226-A","SH-60F","6","Night Dippers ","1"
"Nimitz CVN-74 USS John C Stennis 980226-A","S-3B","8","Topcats ","1"
"Nimitz CVN-74 USS John C Stennis 980226-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-74 USS John C Stennis 980226-A","ES-3A","2","Black Ravens ","1"
"Nimitz CVN-74 USS John C Stennis 000107-A","F-14A","12","Nikel ","1"
"Nimitz CVN-74 USS John C Stennis 000107-A","F/A-18C","12","Knight ","1"
"Nimitz CVN-74 USS John C Stennis 000107-A","F/A-18C","12","Diamond ","1"
"Nimitz CVN-74 USS John C Stennis 000107-A","F/A-18C","12","Jason ","1"
"Nimitz CVN-74 USS John C Stennis 000107-A","EA-6B","6","Jacket ","1"
"Nimitz CVN-74 USS John C Stennis 000107-A","E-2C Group 2","4","Golden ","1"
"Nimitz CVN-74 USS John C Stennis 000107-A","SH-60F","6","Eightballers ","1"
"Nimitz CVN-74 USS John C Stennis 000107-A","S-3B","8","Screwbirds ","1"
"Nimitz CVN-74 USS John C Stennis 000107-A","C-2A","2","Provider ","1"
"Nimitz CVN-74 USS John C Stennis 040524-A","F-14D","12","Tomcat ","1"
"Nimitz CVN-74 USS John C Stennis 040524-A","F/A-18E","12","Talon ","1"
"Nimitz CVN-74 USS John C Stennis 040524-A","F/A-18C","12","Sting ","1"
"Nimitz CVN-74 USS John C Stennis 040524-A","F/A-18C","12","Fist ","1"
"Nimitz CVN-74 USS John C Stennis 040524-A","EA-6B","6","Cougars ","1"
"Nimitz CVN-74 USS John C Stennis 040524-A","E-2C Group 2","4","Black Eagles ","1"
"Nimitz CVN-74 USS John C Stennis 040524-A","SH-60F","6","Knight ","1"
"Nimitz CVN-74 USS John C Stennis 040524-A","S-3B","8","Blue Wolves ","1"
"Nimitz CVN-74 USS John C Stennis 040524-A","C-2A","2","Provider ","1"
"Nimitz CVN-74 USS John C Stennis 050330-A","F-14D","12","Tomcat ","1"
"Nimitz CVN-74 USS John C Stennis 050330-A","F/A-18E","12","Talon ","1"
"Nimitz CVN-74 USS John C Stennis 050330-A","F/A-18C","12","Sting ","1"
"Nimitz CVN-74 USS John C Stennis 050330-A","F/A-18C","12","Fist ","1"
"Nimitz CVN-74 USS John C Stennis 050330-A","EA-6B","6","Cougars ","1"
"Nimitz CVN-74 USS John C Stennis 050330-A","E-2C Group 2","4","Black Eagles ","1"
"Nimitz CVN-74 USS John C Stennis 050330-A","SH-60F","6","Knight ","1"
"Nimitz CVN-74 USS John C Stennis 050330-A","C-2A","2","Provider ","1"
"Nimitz CVN-74 USS John C Stennis 051217-A","F/A-18F","12","Knight ","1"
"Nimitz CVN-74 USS John C Stennis 051217-A","F/A-18C","12","Sword ","1"
"Nimitz CVN-74 USS John C Stennis 051217-A","F/A-18C","12","Diamond ","1"
"Nimitz CVN-74 USS John C Stennis 051217-A","F/A-18C","12","Jason ","1"
"Nimitz CVN-74 USS John C Stennis 051217-A","EA-6B","6","Jacket ","1"
"Nimitz CVN-74 USS John C Stennis 051217-A","E-2C 2000 NP","4","Golden ","1"
"Nimitz CVN-74 USS John C Stennis 051217-A","SH-60F","6","Eightballers ","1"
"Nimitz CVN-74 USS John C Stennis 051217-A","C-2A","2","Provider ","1"
"Nimitz CVN-74 USS John C Stennis 080327-A","F/A-18F","12","Knight ","1"
"Nimitz CVN-74 USS John C Stennis 080327-A","F/A-18C","12","Sword ","1"
"Nimitz CVN-74 USS John C Stennis 080327-A","F/A-18C","12","Diamond ","1"
"Nimitz CVN-74 USS John C Stennis 080327-A","F/A-18C","12","Jason ","1"
"Nimitz CVN-74 USS John C Stennis 080327-A","EA-6B","6","Jacket ","1"
"Nimitz CVN-74 USS John C Stennis 080327-A","E-2C 2000 NP","4","Golden ","1"
"Nimitz CVN-74 USS John C Stennis 080327-A","SH-60F","6","Eightballers ","1"
"Nimitz CVN-74 USS John C Stennis 080327-A","C-2A","2","Provider ","1"
"Nimitz CVN-74 USS John C Stennis 090113-A","F/A-18F","12","Knight ","1"
"Nimitz CVN-74 USS John C Stennis 090113-A","F/A-18C","12","Sword ","1"
"Nimitz CVN-74 USS John C Stennis 090113-A","F/A-18C","12","Diamond ","1"
"Nimitz CVN-74 USS John C Stennis 090113-A","F/A-18E","12","Jason ","1"
"Nimitz CVN-74 USS John C Stennis 090113-A","EA-6B","6","Jacket ","1"
"Nimitz CVN-74 USS John C Stennis 090113-A","E-2C 2000 NP","4","Golden ","1"
"Nimitz CVN-74 USS John C Stennis 090113-A","MH-60R","6","Raptors ","1"
"Nimitz CVN-74 USS John C Stennis 090113-A","MH-60S","6","Eightballers ","1"
"Nimitz CVN-74 USS John C Stennis 090113-A","C-2A","2","Provider ","1"
"Nimitz CVN-75 USS Harry S. Truman 980801-A","F-14B","12","Gypsy ","1"
"Nimitz CVN-75 USS Harry S. Truman 980801-A","F/A-18C","12","Check ","1"
"Nimitz CVN-75 USS Harry S. Truman 980801-A","F/A-18C","12","Ragin ","1"
"Nimitz CVN-75 USS Harry S. Truman 980801-A","F/A-18C","12","Canyon ","1"
"Nimitz CVN-75 USS Harry S. Truman 980801-A","EA-6B","6","Zapper ","1"
"Nimitz CVN-75 USS Harry S. Truman 980801-A","E-2C","4","Seahawk ","1"
"Nimitz CVN-75 USS Harry S. Truman 980801-A","SH-60F","6","Dusty ","1"
"Nimitz CVN-75 USS Harry S. Truman 980801-A","S-3B","8","Nikel ","1"
