DatabaseClass text,SetupName text,InitialYear numeric,FinalYear numeric,AirComplement text,MagazineLoadout text,LauncherLoadout text
"F9F-2(Arg)","IB4  1949","1949.33","1958","","","F9F-2 IB4  1949-L"
"F9F-2(Arg)","IB5  1949","1949.33","1958","","","F9F-2 IB5  1949-L"
"F9F-2(Arg)","UR1  1949","1949.33","1958","","","F9F-2 UR1  1949-L"
"F9F-2(Arg)","UR1E 1949","1949.33","1958","","","F9F-2 UR1E 1949-L"
"F9F-2(Arg)","UR2  1949","1949.33","1958","","","F9F-2 UR2  1949-L"
"F9F-2(Arg)","UR2E 1949","1949.33","1958","","","F9F-2 UR2E 1949-L"
"F9F-2(Arg)","UR3  1949","1949.33","1958","","","F9F-2 UR3  1949-L"
"F9F-2(Arg)","UR3E 1949","1949.33","1958","","","F9F-2 UR3E 1949-L"
"F9F-4","AW1  1949","1950.618","1958","","","F9F-2 AW1  1949-L"
"F9F-4","AW1E 1949","1950.618","1958","","","F9F-2 AW1E 1949-L"
"F9F-4","CS1  1949","1950.618","1958","","","F9F-4 CS1  1949-L"
"F9F-4","CS1E 1949","1950.618","1958","","","F9F-4 CS1E 1949-L"
"F9F-4","CS2  1949","1950.618","1958","","","F9F-4 CS2  1949-L"
"F9F-4","CS2E 1949","1950.618","1958","","","F9F-4 CS2E 1949-L"
"F9F-4","CS3  1949","1950.618","1958","","","F9F-4 CS3  1949-L"
"F9F-4","CS3E 1949","1950.618","1958","","","F9F-4 CS3E 1949-L"
"F9F-4","CS4  1949","1950.618","1958","","","F9F-4 CS4  1949-L"
"F9F-4","CS4E 1949","1950.618","1958","","","F9F-4 CS4E 1949-L"
"F9F-4","CS5  1949","1950.618","1958","","","F9F-4 CS5  1949-L"
"F9F-4","CS5E 1949","1950.618","1958","","","F9F-4 CS5E 1949-L"
"F9F-4","CS6  1949","1950.618","1958","","","F9F-4 CS6  1949-L"
"F9F-4","CS6E 1949","1950.618","1958","","","F9F-4 CS6E 1949-L"
"F9F-4","CS7  1949","1950.618","1958","","","F9F-4 CS7  1949-L"
"F9F-4","CS8  1949","1950.618","1958","","","F9F-4 CS8  1949-L"
"F9F-4","CS9  1949","1950.618","1958","","","F9F-4 CS9  1949-L"
"F9F-4","IB1  1949","1950.618","1958","","","F9F-4 IB1  1949-L"
"F9F-4","IB1E 1949","1950.618","1958","","","F9F-4 IB1E 1949-L"
"F9F-4","IB2  1949","1950.618","1958","","","F9F-4 IB2  1949-L"
"F9F-4","IB2E 1949","1950.618","1958","","","F9F-4 IB2E 1949-L"
"F9F-4","IB3  1949","1950.618","1958","","","F9F-4 IB3  1949-L"
"F9F-4","IB3E 1949","1950.618","1958","","","F9F-4 IB3E 1949-L"
"F9F-4","IB4  1949","1950.618","1958","","","F9F-4 IB4  1949-L"
"F9F-4","IB5  1949","1950.618","1958","","","F9F-4 IB5  1949-L"
"F9F-4","IB6  1949","1950.618","1958","","","F9F-4 IB6  1949-L"
"F9F-4","IB6E 1949","1950.618","1958","","","F9F-4 IB6E 1949-L"
"F9F-4","UR1  1949","1950.618","1958","","","F9F-4 UR1  1949-L"
"F9F-4","UR1E 1949","1950.618","1958","","","F9F-4 UR1E 1949-L"
"F9F-4","UR2  1949","1950.618","1958","","","F9F-4 UR2  1949-L"
"F9F-4","UR2E 1949","1950.618","1958","","","F9F-4 UR2E 1949-L"
"F9F-4","UR3  1949","1950.618","1958","","","F9F-4 UR3  1949-L"
"F9F-4","UR3E 1949","1950.618","1958","","","F9F-4 UR3E 1949-L"
"F9F-5","AW1  1949","1950.87","1958","","","F9F-2 AW1  1949-L"
"F9F-5","AW1E 1949","1950.87","1958","","","F9F-2 AW1E 1949-L"
"F9F-5","CS1  1949","1950.87","1958","","","F9F-4 CS1  1949-L"
"F9F-5","CS1E 1949","1950.87","1958","","","F9F-4 CS1E 1949-L"
"F9F-5","CS2  1949","1950.87","1958","","","F9F-4 CS2  1949-L"
"F9F-5","CS2E 1949","1950.87","1958","","","F9F-4 CS2E 1949-L"
"F9F-5","CS3  1949","1950.87","1958","","","F9F-4 CS3  1949-L"
"F9F-5","CS3E 1949","1950.87","1958","","","F9F-4 CS3E 1949-L"
"F9F-5","CS4  1949","1950.87","1958","","","F9F-4 CS4  1949-L"
"F9F-5","CS4E 1949","1950.87","1958","","","F9F-4 CS4E 1949-L"
"F9F-5","CS5  1949","1950.87","1958","","","F9F-4 CS5  1949-L"
"F9F-5","CS5E 1949","1950.87","1958","","","F9F-4 CS5E 1949-L"
"F9F-5","CS6  1949","1950.87","1958","","","F9F-4 CS6  1949-L"
"F9F-5","CS6E 1949","1950.87","1958","","","F9F-4 CS6E 1949-L"
"F9F-5","CS7  1949","1950.87","1958","","","F9F-4 CS7  1949-L"
"F9F-5","CS8  1949","1950.87","1958","","","F9F-4 CS8  1949-L"
"F9F-5","CS9  1949","1950.87","1958","","","F9F-4 CS9  1949-L"
"F9F-5","IB1  1949","1950.87","1958","","","F9F-4 IB1  1949-L"
"F9F-5","IB1E 1949","1950.87","1958","","","F9F-4 IB1E 1949-L"
"F9F-5","IB2  1949","1950.87","1958","","","F9F-4 IB2  1949-L"
"F9F-5","IB2E 1949","1950.87","1958","","","F9F-4 IB2E 1949-L"
"F9F-5","IB3  1949","1950.87","1958","","","F9F-4 IB3  1949-L"
"F9F-5","IB3E 1949","1950.87","1958","","","F9F-4 IB3E 1949-L"
"F9F-5","IB4  1949","1950.87","1958","","","F9F-4 IB4  1949-L"
"F9F-5","IB5  1949","1950.87","1958","","","F9F-4 IB5  1949-L"
"F9F-5","IB6  1949","1950.87","1958","","","F9F-4 IB6  1949-L"
"F9F-5","IB6E 1949","1950.87","1958","","","F9F-4 IB6E 1949-L"
"F9F-5","UR1  1949","1950.87","1958","","","F9F-4 UR1  1949-L"
"F9F-5","UR1E 1949","1950.87","1958","","","F9F-4 UR1E 1949-L"
"F9F-5","UR2  1949","1950.87","1958","","","F9F-4 UR2  1949-L"
"F9F-5","UR2E 1949","1950.87","1958","","","F9F-4 UR2E 1949-L"
"F9F-5","UR3  1949","1950.87","1958","","","F9F-4 UR3  1949-L"
"F9F-5","UR3E 1949","1950.87","1958","","","F9F-4 UR3E 1949-L"
"F9F-6","AW1  1949","1952.87","1958","","","F9F-2 AW1  1949-L"
"F9F-6","AW1E 1949","1952.87","1958","","","F9F-2 AW1E 1949-L"
"F9F-6","CS1  1949","1952.87","1958","","","F9F-4 CS1  1949-L"
"F9F-6","CS1E 1949","1952.87","1958","","","F9F-6 CS1E 1949-L"
"F9F-6","CS2  1949","1952.87","1958","","","F9F-6 CS2  1949-L"
"F9F-6","CS2E 1949","1952.87","1958","","","F9F-6 CS2E 1949-L"
"F9F-6","CS3  1949","1952.87","1958","","","F9F-4 CS3  1949-L"
"F9F-6","CS3E 1949","1952.87","1958","","","F9F-6 CS3E 1949-L"
"F9F-6","CS4  1949","1952.87","1958","","","F9F-6 CS4  1949-L"
"F9F-6","CS4E 1949","1952.87","1958","","","F9F-6 CS4E 1949-L"
"F9F-6","CS5  1949","1952.87","1958","","","F9F-4 CS5  1949-L"
"F9F-6","CS5E 1949","1952.87","1958","","","F9F-6 CS5E 1949-L"
"F9F-6","CS6  1949","1952.87","1958","","","F9F-6 CS6  1949-L"
"F9F-6","CS6E 1949","1952.87","1958","","","F9F-6 CS6E 1949-L"
"F9F-6","CS7  1949","1952.87","1958","","","F9F-4 CS7  1949-L"
"F9F-6","CS8  1949","1952.87","1958","","","F9F-4 CS8  1949-L"
"F9F-6","CS9  1949","1952.87","1958","","","F9F-4 CS9  1949-L"
"F9F-6","IB1  1949","1952.87","1958","","","F9F-6 IB1  1949-L"
"F9F-6","IB1E 1949","1952.87","1958","","","F9F-6 IB1E 1949-L"
"F9F-6","IB2  1949","1952.87","1958","","","F9F-4 IB2  1949-L"
"F9F-6","IB2E 1949","1952.87","1958","","","F9F-4 IB2E 1949-L"
"F9F-6","IB3  1949","1952.87","1958","","","F9F-6 IB3  1949-L"
"F9F-6","IB3E 1949","1952.87","1958","","","F9F-6 IB3E 1949-L"
"F9F-6","IB4  1949","1952.87","1958","","","F9F-4 IB4  1949-L"
"F9F-6","IB5  1949","1952.87","1958","","","F9F-6 IB5  1949-L"
"F9F-6","IB6  1949","1952.87","1958","","","F9F-4 IB6  1949-L"
"F9F-6","IB6E 1949","1952.87","1958","","","F9F-4 IB6E 1949-L"
"F9F-6","UR1  1949","1952.87","1958","","","F9F-4 UR1  1949-L"
"F9F-6","UR1E 1949","1952.87","1958","","","F9F-6 UR1E 1949-L"
"F9F-6","UR2  1949","1952.87","1958","","","F9F-4 UR2  1949-L"
"F9F-6","UR2E 1949","1952.87","1958","","","F9F-4 UR2E 1949-L"
"F9F-6","UR3  1949","1952.87","1958","","","F9F-4 UR3  1949-L"
"F9F-6","UR3E 1949","1952.87","1958","","","F9F-4 UR3E 1949-L"
"F9F-7","AW1  1949","1953.533","1958","","","F9F-2 AW1  1949-L"
"F9F-7","AW1E 1949","1953.533","1958","","","F9F-2 AW1E 1949-L"
"F9F-7","CS1  1949","1953.533","1958","","","F9F-4 CS1  1949-L"
"F9F-7","CS1E 1949","1953.533","1958","","","F9F-6 CS1E 1949-L"
"F9F-7","CS2  1949","1953.533","1958","","","F9F-6 CS2  1949-L"
"F9F-7","CS2E 1949","1953.533","1958","","","F9F-6 CS2E 1949-L"
"F9F-7","CS3  1949","1953.533","1958","","","F9F-4 CS3  1949-L"
"F9F-7","CS3E 1949","1953.533","1958","","","F9F-6 CS3E 1949-L"
"F9F-7","CS4  1949","1953.533","1958","","","F9F-6 CS4  1949-L"
"F9F-7","CS4E 1949","1953.533","1958","","","F9F-6 CS4E 1949-L"
"F9F-7","CS5  1949","1953.533","1958","","","F9F-4 CS5  1949-L"
"F9F-7","CS5E 1949","1953.533","1958","","","F9F-6 CS5E 1949-L"
"F9F-7","CS6  1949","1953.533","1958","","","F9F-6 CS6  1949-L"
"F9F-7","CS6E 1949","1953.533","1958","","","F9F-6 CS6E 1949-L"
"F9F-7","CS7  1949","1953.533","1958","","","F9F-4 CS7  1949-L"
"F9F-7","CS8  1949","1953.533","1958","","","F9F-4 CS8  1949-L"
"F9F-7","CS9  1949","1953.533","1958","","","F9F-4 CS9  1949-L"
"F9F-7","IB1  1949","1953.533","1958","","","F9F-6 IB1  1949-L"
"F9F-7","IB1E 1949","1953.533","1958","","","F9F-6 IB1E 1949-L"
"F9F-7","IB2  1949","1953.533","1958","","","F9F-4 IB2  1949-L"
"F9F-7","IB2E 1949","1953.533","1958","","","F9F-4 IB2E 1949-L"
"F9F-7","IB3  1949","1953.533","1958","","","F9F-6 IB3  1949-L"
"F9F-7","IB3E 1949","1953.533","1958","","","F9F-6 IB3E 1949-L"
"F9F-7","IB4  1949","1953.533","1958","","","F9F-4 IB4  1949-L"
"F9F-7","IB5  1949","1953.533","1958","","","F9F-6 IB5  1949-L"
"F9F-7","IB6  1949","1953.533","1958","","","F9F-4 IB6  1949-L"
"F9F-7","IB6E 1949","1953.533","1958","","","F9F-4 IB6E 1949-L"
"F9F-7","UR1  1949","1953.533","1958","","","F9F-4 UR1  1949-L"
"F9F-7","UR1E 1949","1953.533","1958","","","F9F-6 UR1E 1949-L"
"F9F-7","UR2  1949","1953.533","1958","","","F9F-4 UR2  1949-L"
"F9F-7","UR2E 1949","1953.533","1958","","","F9F-4 UR2E 1949-L"
"F9F-7","UR3  1949","1953.533","1958","","","F9F-4 UR3  1949-L"
"F9F-7","UR3E 1949","1953.533","1958","","","F9F-4 UR3E 1949-L"
"F9F-8","AW1  1949","1954.284","1958","","","F9F-2 AW1  1949-L"
"F9F-8","AW1E 1949","1954.284","1958","","","F9F-2 AW1E 1949-L"
"F9F-8","AW2  1956","1956","1958","","","F9F-8 AW2  1956-L"
"F9F-8","AW2E 1956","1956","1958","","","F9F-8 AW2E 1956-L"
"F9F-8","CS1  1949","1954.284","1958","","","F9F-4 CS1  1949-L"
"F9F-8","CS1E 1949","1954.284","1958","","","F9F-4 CS1E 1949-L"
"F9F-8","CS2  1949","1954.284","1958","","","F9F-4 CS2  1949-L"
"F9F-8","CS2E 1949","1954.284","1958","","","F9F-4 CS2E 1949-L"
"F9F-8","CS3  1949","1954.284","1958","","","F9F-4 CS3  1949-L"
"F9F-8","CS3E 1949","1954.284","1958","","","F9F-4 CS3E 1949-L"
"F9F-8","CS4  1949","1954.284","1958","","","F9F-4 CS4  1949-L"
"F9F-8","CS4E 1949","1954.284","1958","","","F9F-4 CS4E 1949-L"
"F9F-8","CS5  1949","1954.284","1958","","","F9F-4 CS5  1949-L"
"F9F-8","CS5E 1949","1954.284","1958","","","F9F-4 CS5E 1949-L"
"F9F-8","CS6  1949","1954.284","1958","","","F9F-4 CS6  1949-L"
"F9F-8","CS6E 1949","1954.284","1958","","","F9F-4 CS6E 1949-L"
"F9F-8","CS7  1949","1954.284","1958","","","F9F-4 CS7  1949-L"
"F9F-8","CS8  1949","1954.284","1958","","","F9F-4 CS8  1949-L"
"F9F-8","CS9  1949","1954.284","1958","","","F9F-4 CS9  1949-L"
"F9F-8","IB1  1949","1954.284","1958","","","F9F-4 IB1  1949-L"
"F9F-8","IB1E 1949","1954.284","1958","","","F9F-4 IB1E 1949-L"
"F9F-8","IB2  1949","1954.284","1958","","","F9F-4 IB2  1949-L"
"F9F-8","IB2E 1949","1954.284","1958","","","F9F-4 IB2E 1949-L"
"F9F-8","IB3  1949","1954.284","1958","","","F9F-4 IB3  1949-L"
"F9F-8","IB3E 1949","1954.284","1958","","","F9F-4 IB3E 1949-L"
"F9F-8","IB4  1949","1954.284","1958","","","F9F-4 IB4  1949-L"
"F9F-8","IB5  1949","1954.284","1958","","","F9F-4 IB5  1949-L"
"F9F-8","IB6  1949","1954.284","1958","","","F9F-4 IB6  1949-L"
"F9F-8","IB6E 1949","1954.284","1958","","","F9F-4 IB6E 1949-L"
"F9F-8","UR1  1949","1954.284","1958","","","F9F-4 UR1  1949-L"
"F9F-8","UR1E 1949","1954.284","1958","","","F9F-4 UR1E 1949-L"
"F9F-8","UR2  1949","1954.284","1958","","","F9F-4 UR2  1949-L"
"F9F-8","UR2E 1949","1954.284","1958","","","F9F-4 UR2E 1949-L"
"F9F-8","UR3  1949","1954.284","1958","","","F9F-4 UR3  1949-L"
"F9F-8","UR3E 1949","1954.284","1958","","","F9F-4 UR3E 1949-L"
"F9F-8B","AW1  1949","1954.284","1959","","","F9F-2 AW1  1949-L"
"F9F-8B","AW1E 1949","1954.284","1959","","","F9F-2 AW1E 1949-L"
"F9F-8B","AW2  1956","1956","1959","","","F9F-8 AW2  1956-L"
"F9F-8B","AW2E 1956","1956","1959","","","F9F-8 AW2E 1956-L"
"F9F-8B","CS1  1949","1954.284","1959","","","F9F-4 CS1  1949-L"
"F9F-8B","CS1E 1949","1954.284","1959","","","F9F-4 CS1E 1949-L"
"F9F-8B","CS2  1949","1954.284","1959","","","F9F-4 CS2  1949-L"
"F9F-8B","CS2E 1949","1954.284","1959","","","F9F-4 CS2E 1949-L"
"F9F-8B","CS3  1949","1954.284","1959","","","F9F-4 CS3  1949-L"
"F9F-8B","CS3E 1949","1954.284","1959","","","F9F-4 CS3E 1949-L"
"F9F-8B","CS4  1949","1954.284","1959","","","F9F-4 CS4  1949-L"
"F9F-8B","CS4E 1949","1954.284","1959","","","F9F-4 CS4E 1949-L"
"F9F-8B","CS5  1949","1954.284","1959","","","F9F-4 CS5  1949-L"
"F9F-8B","CS5E 1949","1954.284","1959","","","F9F-4 CS5E 1949-L"
"F9F-8B","CS6  1949","1954.284","1959","","","F9F-4 CS6  1949-L"
"F9F-8B","CS6E 1949","1954.284","1959","","","F9F-4 CS6E 1949-L"
"F9F-8B","CS7  1949","1954.284","1959","","","F9F-4 CS7  1949-L"
"F9F-8B","CS8  1949","1954.284","1959","","","F9F-4 CS8  1949-L"
"F9F-8B","CS9  1949","1954.284","1959","","","F9F-4 CS9  1949-L"
"F9F-8B","IB1  1949","1954.284","1959","","","F9F-4 IB1  1949-L"
"F9F-8B","IB1E 1949","1954.284","1959","","","F9F-4 IB1E 1949-L"
"F9F-8B","IB2  1949","1954.284","1959","","","F9F-4 IB2  1949-L"
"F9F-8B","IB2E 1949","1954.284","1959","","","F9F-4 IB2E 1949-L"
"F9F-8B","IB3  1949","1954.284","1959","","","F9F-4 IB3  1949-L"
"F9F-8B","IB3E 1949","1954.284","1959","","","F9F-4 IB3E 1949-L"
"F9F-8B","IB4  1949","1954.284","1959","","","F9F-4 IB4  1949-L"
"F9F-8B","IB5  1949","1954.284","1959","","","F9F-4 IB5  1949-L"
"F9F-8B","IB6  1949","1954.284","1959","","","F9F-4 IB6  1949-L"
"F9F-8B","IB6E 1949","1954.284","1959","","","F9F-4 IB6E 1949-L"
"F9F-8B","UR1  1949","1954.284","1959","","","F9F-4 UR1  1949-L"
"F9F-8B","UR1E 1949","1954.284","1959","","","F9F-4 UR1E 1949-L"
"F9F-8B","UR2  1949","1954.284","1959","","","F9F-4 UR2  1949-L"
"F9F-8B","UR2E 1949","1954.284","1959","","","F9F-4 UR2E 1949-L"
"F9F-8B","UR3  1949","1954.284","1959","","","F9F-4 UR3  1949-L"
"F9F-8B","UR3E 1949","1954.284","1959","","","F9F-4 UR3E 1949-L"
"FJ-2 Fury","AW1  1954","1954","1956","","","F86A AW1 -L"
"FJ-2 Fury","AW1E 1954","1954","1956","","","F86A AW1E-L"
"FJ-2 Fury","IB1  1954","1954","1956","","","F86A IB1 -L"
"FJ-2 Fury","IB2  1954","1954","1956","","","F86A IB2 -L"
"FJ-2 Fury","IB3  1954","1954","1956","","","F86A IB3 -L"
"FJ-2 Fury","IB4  1954","1954","1956","","","F86A IB4 -L"
"FJ-2 Fury","IB5  1954","1954","1956","","","F86A IB5 -L"
"FJ-2 Fury","UR1  1954","1954","1956","","","F86A UR1 -L"
"FJ-2 Fury","UR1E 1954","1954","1956","","","F86A UR1E-L"
"FJ-3 Fury","AW1   1954","1954","1960","","","F86E AW1   -L"
"FJ-3 Fury","AW1E  1954","1954","1960","","","F86E AW1E  -L"
"FJ-3 Fury","IB1   1954","1954","1960","","","F86E IB1   -L"
"FJ-3 Fury","IB10  1954","1954","1960","","","F86E IB10  -L"
"FJ-3 Fury","IB10E 1954","1954","1960","","","F86E IB10E -L"
"FJ-3 Fury","IB3   1954","1954","1960","","","F86E IB3   -L"
"FJ-3 Fury","IB4   1954","1954","1960","","","F86E IB4   -L"
"FJ-3 Fury","IB5   1954","1954","1960","","","F86E IB5   -L"
"FJ-3 Fury","IB5E  1954","1954","1960","","","F86E IB5E  -L"
"FJ-3 Fury","IB6   1954","1954","1960","","","F86E IB6   -L"
"FJ-3 Fury","IB7   1954","1954","1960","","","F86E IB7   -L"
"FJ-3 Fury","IB8   1954","1954","1960","","","F86E IB8   -L"
"FJ-3 Fury","IB9   1954","1954","1960","","","F86E IB9   -L"
"FJ-3 Fury","UR1   1954","1954","1960","","","F86E UR1   -L"
"FJ-3 Fury","UR1E  1954","1954","1960","","","F86E UR1E  -L"
"FJ-3M Fury","AW1   1954","1954","1960","","","FJ3M AW1   -L"
"FJ-3M Fury","AW2   1954","1954","1960","","","FJ3M AW2   -L"
"FJ-3M Fury","AW2E  1954","1954","1960","","","FJ3M AW2E  -L"
"FJ-3M Fury","IB1   1954","1954","1960","","","F86E IB1   -L"
"FJ-3M Fury","IB10  1954","1954","1960","","","F86E IB10  -L"
"FJ-3M Fury","IB10E 1954","1954","1960","","","F86E IB10E -L"
"FJ-3M Fury","IB3   1954","1954","1960","","","F86E IB3   -L"
"FJ-3M Fury","IB3E  1954","1954","1960","","","F86E IB3E  -L"
"FJ-3M Fury","IB4   1954","1954","1960","","","F86E IB4   -L"
"FJ-3M Fury","IB5   1954","1954","1960","","","F86E IB5   -L"
"FJ-3M Fury","IB5E  1954","1954","1960","","","F86E IB5E  -L"
"FJ-3M Fury","IB6   1954","1954","1960","","","F86E IB6   -L"
"FJ-3M Fury","IB7   1954","1954","1960","","","F86E IB7   -L"
"FJ-3M Fury","IB8   1954","1954","1960","","","F86E IB8   -L"
"FJ-3M Fury","IB9   1954","1954","1960","","","F86E IB9   -L"
"FJ-3M Fury","UR1   1954","1954","1960","","","F86E UR1   -L"
"FJ-3M Fury","UR1E  1954","1954","1960","","","F86E UR1E  -L"
"FJ-4 Fury","AW1   1955","1955.1","1962","","","FJ4 AW1   -L"
"FJ-4 Fury","AW1E  1955","1955.1","1962","","","FJ4 AW1E  -L"
"FJ-4 Fury","AW2   1955","1955.1","1962","","","FJ4 AW2   -L"
"FJ-4 Fury","IB1   1955","1955.1","1962","","","FJ4 IB1   -L"
"FJ-4 Fury","IB10  1955","1955.1","1962","","","F86E IB8   -L"
"FJ-4 Fury","IB11  1955","1955.1","1962","","","F86E IB9   -L"
"FJ-4 Fury","IB12  1955","1955.1","1962","","","F86F IB10  -L"
"FJ-4 Fury","IB12E 1955","1955.1","1962","","","F86E IB10E -L"
"FJ-4 Fury","IB2   1955","1955.1","1962","","","FJ4 IB2   -L"
"FJ-4 Fury","IB3   1955","1955.1","1962","","","F86E IB1   -L"
"FJ-4 Fury","IB4   1955","1955.1","1962","","","F86E IB2   -L"
"FJ-4 Fury","IB5   1955","1955.1","1962","","","F86E IB3   -L"
"FJ-4 Fury","IB5E  1955","1955.1","1962","","","F86E IB3E  -L"
"FJ-4 Fury","IB6   1955","1955.1","1962","","","F86E IB4   -L"
"FJ-4 Fury","IB7   1955","1955.1","1962","","","F86E IB5   -L"
"FJ-4 Fury","IB7E  1955","1955.1","1962","","","F86E IB5E  -L"
"FJ-4 Fury","IB8   1955","1955.1","1962","","","F86E IB6   -L"
"FJ-4 Fury","IB9   1955","1955.1","1962","","","F86E IB7   -L"
"FJ-4 Fury","UR1   1955","1955.1","1962","","","FJ4 UR1   -L"
"FJ-4 Fury","UR1E  1955","1955.1","1962","","","FJ4 UR1E  -L"
"FJ-4B Fury","AW1   1956","1956","1962","","","FJ4B AW1   -L"
"FJ-4B Fury","AW1E  1956","1956","1962","","","FJ4B AW1E  -L"
"FJ-4B Fury","AW2   1956","1956","1962","","","FJ4B AW2   -L"
"FJ-4B Fury","AW2E  1956","1956","1962","","","FJ4B AW2E  -L"
"FJ-4B Fury","AW3   1956","1956","1962","","","FJ4B AW3   -L"
"FJ-4B Fury","AW3E  1956","1956","1962","","","FJ4B AW3E  -L"
"FJ-4B Fury","AW4E  1956","1956","1962","","","FJ4B AW4E  -L"
"FJ-4B Fury","IB1   1956","1956","1962","","","FJ4B IB1   -L"
"FJ-4B Fury","IB10  1956","1956","1962","","","FJ4B IB10  -L"
"FJ-4B Fury","IB10E 1956","1956","1962","","","FJ4B IB10E -L"
"FJ-4B Fury","IB11  1956","1956","1962","","","FJ4B IB11  -L"
"FJ-4B Fury","IB11E 1956","1956","1962","","","FJ4B IB11E -L"
"FJ-4B Fury","IB12  1956","1956","1962","","","FJ4B IB12  -L"
"FJ-4B Fury","IB12E 1956","1956","1962","","","FJ4B IB12E -L"
"FJ-4B Fury","IB1E  1956","1956","1962","","","FJ4B IB1E  -L"
"FJ-4B Fury","IB2   1956","1956","1962","","","FJ4B IB2   -L"
"FJ-4B Fury","IB2E  1956","1956","1962","","","FJ4B IB2E  -L"
"FJ-4B Fury","IB3   1956","1956","1962","","","FJ4B IB3   -L"
"FJ-4B Fury","IB3E  1956","1956","1962","","","FJ4B IB3E  -L"
"FJ-4B Fury","IB4   1956","1956","1962","","","FJ4B IB4   -L"
"FJ-4B Fury","IB4E  1956","1956","1962","","","FJ4B IB4E  -L"
"FJ-4B Fury","IB5   1956","1956","1962","","","FJ4B IB5   -L"
"FJ-4B Fury","IB5E  1956","1956","1962","","","FJ4B IB5E  -L"
"FJ-4B Fury","IB6   1956","1956","1962","","","FJ4B IB6   -L"
"FJ-4B Fury","IB6E  1956","1956","1962","","","FJ4B IB6E  -L"
"FJ-4B Fury","IB7   1956","1956","1962","","","FJ4B IB7   -L"
"FJ-4B Fury","IB8   1956","1956","1962","","","FJ4B IB8   -L"
"FJ-4B Fury","IB8E  1956","1956","1962","","","FJ4B IB8E  -L"
"FJ-4B Fury","IB9   1956","1956","1962","","","FJ4B IB9   -L"
"FJ-4B Fury","IB9E  1956","1956","1962","","","FJ4B IB9E  -L"
"FJ-4B Fury","UR1   1956","1956","1962","","","FJ4B UR1   -L"
"FJ-4B Fury","UR1E  1956","1956","1962","","","FJ4B UR1E  -L"
"FJ-4B Fury","UR2E  1956","1956","1962","","","FJ4B UR1E  -L"
"Famous Cutter WMEC","Famous 1983","1983.09","2999","Famous 1983-A","Famous 1983-M","Famous 1983-L"
"Fearless LPD","Fearless LPD-1","1965.9","2002.21","Fearless LPD-1-A","Fearless LPD-1-M","Fearless LPD-1-L"
"Fletcher DDE 1949","Fletcher DDE 1949","1949.8","1957","","Fletcher DDE 1949-M","Fletcher DDE 1949-L"
"Fletcher DDE 1949","Fletcher DDE 1957","1957","1970.1","","Fletcher DDE 1957-M","Fletcher DDE 1957-L"
"Fletcher DDE 1949(Italy)","Fletcher DDE 1969","1969.5","1975","","Fletcher DDE 1957-M","Fletcher DDE 1957-L"
"Fletcher","Fletcher 1942","1942.4","1947.3","","Fletcher 1942-M","Fletcher 1942-L"
"Fletcher","Fletcher 1949","1949.8","1957","","Fletcher 1949-M","Fletcher 1949-L"
"Fletcher","Fletcher 1957","1957","1972.5","","Fletcher 1957-M","Fletcher 1957-L"
"Fletcher(Argentina)","Fletcher 1961","1961.597","1982.912","","Fletcher 1957-M","Fletcher 1957-L"
"Fletcher(Brazil)","Fletcher 1946","1946.425","1957","","Fletcher 1942-M","Fletcher 1942-L"
"Fletcher(Brazil)","Fletcher 1957","1957","1972.5","","Fletcher 1957-M","Fletcher 1957-L"
"Fletcher(Chile)","Fletcher 1962","1962.564","1982.296","","Fletcher 1957-M","Fletcher 1957-L"
"Fletcher(Colombia)","Fletcher 1961","1961.06","1973.967","","Fletcher 1957-M","Fletcher 1957-L"
"Fletcher(Germany)","Fletcher 1958","1958","1972.5","","Fletcher 1957-M","Fletcher 1957-L"
"Fletcher(Greece)","Fletcher 1959","1959.455","1992.816","","Fletcher 1957-M","Fletcher 1957-L"
"Fletcher(Italy)","Fletcher 1970","1970.025","1975","","Fletcher 1957-M","Fletcher 1957-L"
"Fletcher(Japan)","Fletcher 1959","1959.186","1974.184","","Fletcher 1957-M","Fletcher 1957-L"
"Fletcher(Korea, South)","Fletcher 1963","1963.37","1989","","Fletcher 1957-M","Fletcher 1957-L"
"Fletcher(Mexico)","Fletcher 1968","1968.332","2001.545","","Fletcher 1957-M","Fletcher 1957-L"
"Fletcher(Peru)","Fletcher 1960","1960.956","1981","","Fletcher 1957-M","Fletcher 1957-L"
"Fletcher(Spain)","Fletcher 1957","1957.367","1988.956","","Fletcher 1957-M","Fletcher 1957-L"
"Fletcher(Taiwan)","Fletcher 1967","1967.414","1999.762","","Fletcher 1957-M","Fletcher 1957-L"
"Fletcher(Turkey)","Fletcher 1967","1967.359","1986.562","","Fletcher 1957-M","Fletcher 1957-L"
"Floreal","Floreal 1992","1992.4","1997","Floreal 1992-A","Floreal 1992-M","Floreal 1992-L"
"Floreal","Floreal 1997","1997","2002","Floreal 1992-A","Floreal 1997-M","Floreal 1997-L"
"Floreal","Floreal 2002","2002","2007","Floreal 1992-A","Floreal 2002-M","Floreal 1997-L"
"Floreal","Floreal 2007","2007","2012","Floreal 1992-A","Floreal 2007-M","Floreal 2007-L"
"Floreal","Floreal 2012","2012","2999","Floreal 1992-A","Floreal 2012-M","Floreal 2007-L"
"Forbin","Forbin DDGHM 2007","2007","2012","Forbin DDGHM-A","Forbin DDGHM 2007-M","Forbin DDGHM-L"
