DatabaseClass text primary key,NATO_ASCC text,ModelClassId numeric,ClassificationId numeric,Cost numeric,Weight_kg numeric,Volume_m3 numeric,InitialYear numeric,FinalYear numeric,Country text,Designation text,ImageList text,IconFileName nexttumeric,ModelFileName text,Description text,Notes text,MaxRange_km numeric,RefRange_km numeric,FieldOfView_deg numeric,MinElevation_deg numeric,MaxElevation_deg numeric,ScanPeriod_s numeric,DamageEffect text,RangeError numeric,AngleError_deg numeric,ElevationError_deg numeric,MinFrequency_Hz numeric,MaxFrequency_Hz numeric,IdThreshold_dB real,CounterMeasureFactor numeric,IsSurveillance numeric,ERPpeak_dBW numeric,ERPaverage_dBW numeric,MaxFireControlTracks numeric,IsSemiactive numeric,BlindSpeed_mps numeric,LookdownWater_dB numeric,LookdownLand_dB numeric,Bandwidth_Hz numeric,AzimuthBeamwidth_deg numeric,ElevationBeamwidth_deg numeric,EffectiveSidelobes_dB numeric,DetectsSurface numeric,DetectsAir numeric,DetectsMissile numeric,DetectsGround numeric
"RBE2-AA","","0","0","0","0","0","1900","2999","","","null","null","null","RBE2-AA_AS_Max=148km_Ref=84.25km","suggested as capable of 2-5m² target from 97 to 130km range, and low rcs target from 65+km, 84.25 approximates all three achieving 100.2km vs 2m², 125.98km vs 5m², and 65.26km vs 0.36m²","148","84.25","160","-60","60","2","GenericSensor","0.04","0.1","0.65","8500000000","10550000000","99","1","1","56.51","46.51","6","0","2.5","-3","-12","3000000","5","10.39","-30","1","1","1","1"
"RDR-1400C","","0","0","","","","1900","2999","","","","","","","Marcos","108","10","180","-45","45","3","GenericSensor","0","0","90","3000000000","3500000000","99","1","1","39","29","0","0","0","0","0","3000000","5","10","-30","1","0","0","0"
"RDR-1500","","0","0","","","","1900","2999","","","","","","","Marcos","324","15","360","-60","60","3","GenericSensor","0","0","90","3000000000","3500000000","99","1","1","39","29","0","0","0","0","0","3000000","5","10.5","-30","1","0","0","0"
"RGM-84 Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","n/a","","60","13.85","60","-30","30","2.5","GenericSensor","0.25","4.8","3.2","3000000000","3500000000","99","1","0","50","40","0","0","0","0","0","3000000","5","5","-30","1","0","0","0"
"RGS-31","","0","0","","","","1900","2999","","","","","","","Marcos","20","10","60","-45","45","1","GenericSensor","0","0","90","3000000000","3500000000","99","1","0","24","14","0","0","0","0","0","3000000","5","1","-30","1","0","0","0"
"RIM-2B Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","","","25","18.747","80","-40","40","3.75","GenericSensor","0.48","10.2","6.78","3000000000","3500000000","99","1","0","-99","-109","0","1","0","0","0","3000000","5","15","-30","0","1","1","0"
"RIM-2D Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","","","50","36.51","80","-40","40","3.75","GenericSensor","0.48","10.2","6.78","3000000000","3500000000","99","1","0","-99","-109","0","1","0","0","0","3000000","5","15","-30","0","1","1","0"
"RIM-2F Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","","","100","74","80","-40","40","3.75","GenericSensor","0.48","10.2","6.78","3000000000","3500000000","99","1","0","-99","-109","0","1","0","0","0","3000000","5","15","-30","0","1","1","0"
"RIM-66A Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","NEED UPDATED INFO","","65","39.2","60","-30","30","2.5","GenericSensor","0.16","2.46","1.64","3000000000","3500000000","99","1","0","-99","-109","0","1","0","0","0","3000000","5","5","-30","1","1","1","0"
"RIM-66B/E Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","NEED UPDATED INFO","","60","39.2","60","-30","30","2.5","GenericSensor","0.16","2.46","1.64","3000000000","3500000000","99","1","0","-99","-109","0","1","0","0","0","3000000","5","5","-30","0","1","1","0"
"RIM-66C+ Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","NEED UPDATED INFO","","60","39.2","60","-30","30","2.5","GenericSensor","0.16","2.46","1.64","3000000000","3500000000","99","1","0","-99","-109","0","1","0","0","0","3000000","5","5","-30","0","1","1","0"
"RIM-7P seeker","","0","0","1","0","0","1900","2999","","","null","null","null","NEED UPDATED INFO","","40","33.5","80","-40","40","2.5","GenericSensor","0.3","6.19","4.13","3000000000","3500000000","99","1","0","-99","-109","0","1","0","0","0","3000000","5","5","-30","0","1","1","0"
"RIM-7P(v1) seeker","","0","0","1","0","0","1900","2999","","","null","null","null","NEED UPDATED INFO","","40","33.5","40","-40","40","2.5","GenericSensor","0.3","6.19","4.13","3000000000.0","3500000000.0","99","1","0","-99","-109","0","1","0","0","0","3000000.0","5","5","-30","0","1","1","0"
"Roland Seeker","","0","0","0","0","0","1900","2999","","","null","null","null","Seeker for Roland missiles; Max=30km; Ref=46km","","30","46","360","0","30","2","GenericSensor","0","0.09","0.11","3000000000","3500000000","99","1","0","45.6","35.6","20","0","2.5","0","0","3000000","5","1.7","-30","0","1","1","0"
"RP-25 Smerch radar","","0","0","1","0","0","1900","2999","","","null","null","null","RP-25 Smerch radar - MiG-25P Radar","","180","49.85","90","-15","30","2.63","GenericSensor","0","0.45","0.3","3000000000","3500000000","99","1","1","80","70","2","0","2.5","-3","-12","3000000","5","5","-30","0","1","1","1"
"RPB-4 SS","","0","0","1","0","0","1900","2999","","","null","null","null","(Mushroom radar) Surface search radar used by Helix","","320","88.62","360","-35","70","8.63","GenericSensor","0","0.26","0.17","3000000000","3500000000","99","1","1","60","50","0","0","2.5","-3","-12","3000000","5","5","-30","1","0","0","0"
"RSN-75-A","Fan Song-A","0","0","0","0","0","1900","2999","","","null","null","null","RSN-75(Fan Song-A)_FC_Max=120km_Ref=28.604km","needs updating with accurate details.  Current info 'generated' mathematically.  Max range, elevation limits, scan rate are accurate","120","28.6","360","-5","70","2","GenericSensor","0.003","0.25","0.25","4900000000.0","5100000000.0","99","1","1","57","57","20","0","2.5","-3","-12","3000000.0","5","10","-30","0","1","1","0"
"RSN-75-B","Fan Song-B","0","0","0","0","0","1900","2999","","","null","null","null","RSN-75(Fan Song-B)_FC_Max=120km_Ref=28.715km","needs updating with accurate details.  Current info 'generated' mathematically.  Max range, elevation limits, scan rate are accurate","120","28.72","360","-5","70","2","GenericSensor","0.0025","0.25","0.25","4900000000.0","5100000000.0","99","1","1","57","57","20","0","2.5","-3","-12","3000000.0","5","10","-30","0","1","1","0"
"RSN-75-C","Fan Song-C","0","0","0","0","0","1900","2999","","","null","null","null","RSN-75(Fan Song-C)_FC_Max=120km_Ref=28.825km","needs updating with accurate details.  Current info 'generated' mathematically.  Max range, elevation limits, scan rate are accurate","120","28.83","360","-5","70","2","GenericSensor","0.002","0.15","0.15","4900000000.0","5100000000.0","99","1","1","57","57","20","0","2.5","-3","-12","3000000.0","5","7.5","-30","0","1","1","0"
"RSN-75-F","Fan Song-F","0","0","0","0","0","1900","2999","","","null","null","null","RSN-75(Fan Song-F)_FC_Max=145km_Ref=32.193km","needs updating with accurate details.  Current info 'generated' mathematically.  Max range, elevation limits, scan rate are accurate.  elevation error was 0.63, range error was 0, angle error was 0.1, update was 2.  for 190m error at 60km, use 0.1° error for elevation and angle, for 190m error at 45km, use 0.15.  for 200m at 30km, use 0.25","145","32.19","360","-5","70","2","GenericSensor","0.002","0.1","0.1","4900000000.0","5100000000.0","99","1","1","57","57","20","0","2.5","-3","-12","3000000.0","5","10","-30","0","1","1","0"
"RTN-10XP popa","","0","0","","","","1900","2999","","","null","null","null","","Marcos","45","20","180","-25","85","1","GenericSensor","0","0","0","9000000000","10000000000","99","3","1","42","32","1","0","0","0","0","3000000","5","1.9","-30","1","1","1","0"
"RTN-10XP proa","","0","0","","","","1900","2999","","","null","null","null","","Marcos","45","20","180","-25","25","1","GenericSensor","0","0","0","9000000000","10000000000","99","3","1","42","32","1","0","0","0","0","3000000","5","1.9","-30","1","1","1","0"
"RTN-10XPx2","","0","0","","","","1900","2999","","","","","","","Marcos","45","20","360","-25","85","2","GenericSensor","0","0","0","9000000000","10000000000","99","3","1","42","32","2","0","60","0","0","3000000","5","5","-30","1","1","0","1"
"RTN-20X-2","","0","0","","","","1900","2999","","","","","","","Marcos","24","12","270","0","45","1","GenericSensor","0","0","0","9000000000","10000000000","99","2","1","45","35","0","0","40","0","0","3000000","5","5","-30","1","1","1","0"
"S-1850","","0","0","0","0","0","1900","2999","","","null","null","null","S-1850; AS/SS; Max=400km; Ref=365.524km","capable of detecting a .001m²target at 65km.","400","365.524","360","-25","95","4","GenericSensor","0.00045","0.1432","0.1432","3000000000","3500000000","99","1","1","55","45","24","0","2.5","-3","-12","3000000","5","2.5","-30","1","1","1","1"
"S1850M","","0","0","0","0","0","1900","2999","","","null","null","null","Long range radar for wide area search, paired with EMPAR on Horizon frigate","","500","200","360","0","45","10","GenericSensor","0","0.09","0.11","3000000000","3500000000","99","0.8","1","55","45","16","0","2","-3","-12","3000000","5","1.7","-30","1","1","1","0"
"SA-N-11 seeker","","0","0","1","0","0","1900","2999","","","null","null","null","NEED UPDATED INFO","Boosted the ref range from 3.32 to 7.25, this lifts engagement range of a 2dBsm target from just 3.72km to 8km.  The missile has a head on engagement range of 8km, this setting allows it engage all but the most stealthy of the non specifically stealth aircraft.","15","10.7","60","-30","30","2.5","GenericSensor","0.41","9.8","6.53","3000000000","3500000000","99","1","0","25","15","0","0","0","0","0","3000000","5","5","-30","0","1","1","0"
"SA-N-3 seeker","","0","0","1","0","0","1900","2999","","","null","null","null","NEED UPDATED INFO","Ref range boosted from 5.54 to 11.28.  previous it required a 414m² target to be able to attack at max range, this is unlikely to ever happen.  11.28 allows for engagement of any target larger than 50m² to max range.  It also lifts the engagement range of a 2dBsm target from 6.216km to 12.55km.  Still weak, but considerably better.","25","11.28","60","-30","30","2.5","GenericSensor","0.34","7.59","5.06","3000000000","3500000000","99","1","0","46","36","0","0","0","0","0","3000000","5","5","-30","0","1","1","0"
"SA-SAM Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","No description is available.","","90","19.39","90","-45","45","3.75","GenericSensor","0.23","4.05","2.7","3000000000","3500000000","99","1","0","-99","-109","0","1","0","0","0","3000000","5","5","-30","0","1","1","0"
"SAM fire control radar","","0","0","1","0","0","1900","2999","","","null","null","null","No description is available.","","300","33.23","360","-35","70","8.63","GenericSensor","0","0.42","0.28","3000000000","3500000000","99","1","1","60","50","2","0","2.5","-3","-12","3000000","5","5","-30","1","1","1","0"
"SAM Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","No description is available.","","90","19.39","90","-45","45","3.75","GenericSensor","0.23","4.05","2.7","3000000000","3500000000","99","1","0","50","40","0","0","0","-3","-12","3000000","5","5","-30","0","1","1","0"
"SC-2","","0","0","1","0","0","1900","2999","","","null","null","null","Also known as Sugar Charlie.  It was capable of a battleship at 40km and a bomber at 74km.  As with CXAM, assuming these to be 40dB and 20dB, respectively.  This forecs a lookdown penalty of -30.687","http://www.hnsa.org/doc/radar/index.htm, http://pwencycl.kgbudge.com/R/a/Radar.htm, unknown gain, assumed to be 25dB.","150","23.401","360","-2","8","12","GenericSensor","0.025","3","90","198000000","191000000","99","1","1","78.01","65","0","0","2.5","-30.687","-39.687","3000000","10","10","-12","1","1","1","0"
"Scanter 2001","","0","0","","","","1900","2999","","","","","","","Marcos","108","20","360","-25","25","2.4","GenericSensor","0","0","0","3000000000","3500000000","99","1","1","44.29","34.29","0","0","0","0","0","3000000","5","3","-30","1","0","0","0"
"SCOUT","","0","0","","","","1900","2999","","","","","","","Marcos","40","9.9","360","-60","60","2.5","GenericSensor","0","0","90","3000000000","3500000000","99","1","1","0","-10","0","0","0","0","0","3000000","5","12","-30","1","0","0","0"
"Sea Dart Mod3 Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","Semi-active seeker for Sea Dart SAM","seeker range boosted to 150km, to permit SARH Guidance against a target that will be intercepted at maximum flight range, this range corresponds to fire control limited range.  Following the pattern set by the AIM-7, ref range set to double limting range to ensure the seeker works.","150","151","90","-45","45","3.75","GenericSensor","0.21","3.58","2.38","3000000000","3500000000","99","1","0","-99","-109","0","1","0","0","0","3000000","5","5","-30","0","1","1","0"
"Sea Dart Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","Semi-active seeker for Sea Dart SAM","seeker range boosted to 150km, to permit SARH Guidance against a target that will be intercepted at maximum flight range, this range corresponds to fire control limited range.  Following the pattern set by the AIM-7, ref range set to double limting range to ensure the seeker works.","150","151","90","-45","45","3.75","GenericSensor","0.21","3.58","2.38","3000000000","3500000000","99","1","0","-99","-109","0","1","0","0","0","3000000","5","5","-30","0","1","1","0"
"Sea Giraffe 150","","0","0","1","0","0","1900","2999","","","null","null","null","Air/surface-search radar installed aboard Australian ANZAC Class FFH.","","360","113","360","0","70","1","GenericSensor","0.02","0.3","0","3000000000","3500000000","99","1","1","66","56","0","0","0","0","0","3000000","5","5","-30","1","1","1","0"
"Sea Spray Mk3","","0","0","0","0","0","1900","2999","","","null","null","null","Sea Spray; SS; Max=185.2km; Ref=26.036km","Im facing a near complete lack of information regarding performance of the Sea Spray.  Instrumented range is 100nm(185.2km).  The Sea king AEW radar SearchWater(Ari 5980) detects a medium sized warship at 130nm.  since carriers at around 30-35dB, medium sized warships should be found around 27-30dB, assuming 28.5dB.  Thats puts Searchwater's ref range at 46.675km.  It(searchwater) also quotes a range of 28+nm for a snorkel and this ref range approximates this as well putting range to a  1m² target at 25.2nm.  Will use a vaule less than this for the Sea spray, again as it isn't intended for EW purposes and more for target acquisition.","185.2","26.04","360","-60","10","2","GenericSensor","0.01","0.17","0.21","3000000000.0","3500000000.0","99","1","1","54.75","44.75","4","0","2.5","-3","-12","3000000.0","5","3.3","-30","1","0","0","1"
"Sea Tiger","","0","0","","","","1900","2999","","","","","","","Marcos","150","90","360","0","45","2.5","GenericSensor","0","0.5","90","3000000000","3500000000","99","2","1","45","35","0","0","40","0","0","3000000","5","10","-30","1","1","1","0"
"Search Water","","0","0","0","0","0","1900","2999","","","null","null","null","Search Water; AS/SS; Max=600km; Ref=55.473km","The Sea king AEW radar SearchWater(Ari 5980) detects a medium sized warship at 130nm.  since carriers at around 30-35dB, medium sized warships should be found around 24-27dB, assuming 25.5dB.  Thats puts Searchwater's ref range at 46.675km.  It(searchwater) also quotes a range of 28+nm for a snorkel and this ref range approximates this as well putting range to a  1m² target at 25.2nm.  Will use a vaule moderately less than this for the Sea spray, again as it isn't intended for EW purposes and more for target acquisition.","600","55.47","360","-60","10","4","GenericSensor","0.01","0.17","0.21","3000000000","3500000000","99","1","1","54.75","44.75","4","0","2.5","-3","-12","3000000","5","3.3","-30","1","1","1","1"
"Seaspray Mk1","","0","0","","","","1900","2999","","","","","","","Marcos","120","20","360","-45","0","6","GenericSensor","0","0","90","3000000000","3500000000","99","1","1","45","35","1","0","10","0","0","3000000","5","10","-30","1","0","0","0"
"SEASTAR","","0","0","","","","1900","2999","","","","","","","Marcos","100","50","360","0","60","1","GenericSensor","0","0","0","3000000000","3500000000","99","1","1","6","-4","0","0","0","0","0","3000000","5","10","-30","1","1","1","0"
"Seawolf-SAM Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","n/a","","8","6.68","90","-45","45","3.75","GenericSensor","0.23","4.05","2.7","3000000000","3500000000","99","1","0","-99","-109","0","1","0","-3","-12","3000000","5","5","-30","0","1","1","0"
"SG","","0","0","1","0","0","1900","2999","","","null","null","null","Also known as Sugar George.  It was capable of a battleship at 41km and a bomber at 30km.  As with CXAM, assuming these to be 40dB and 20dB, respectively.  This forces a lookdown penalty of -14.574","http://www.hnsa.org/doc/radar/index.htm, http://pwencycl.kgbudge.com/R/a/Radar.htm, unknown gain, assumed to be 25dB.","68.7","9.487","360","-2","8","12","GenericSensor","0.00262","2","90","198000000","191000000","99","1","1","71.99","58.98","0","0","2.5","-14.574","-23.574","3000000","3","10","-12","1","1","1","0"
"Shmel-M","","0","0","0","0","0","1900","2999","","","null","null","null","Shmel-M_AS/SS_Max=400km_Ref=157.555km","","400","157.56","360","-56.17","36.83","10","GenericSensor","0.02","0.1","0.65","3000000000","3500000000","99","1","1","76.14","66.14","6","0","2.5","-3","-12","3000000","5","10.39","-30","1","1","1","1"
"Sky Watch AS/SS","","0","0","1","0","0","1900","2999","","","null","null","null","NEED UPDATED INFO","error level assigned to suport SA-N-9, 9M330 Kinzhal, command guided to 7.2km, 11.4m det range, 11.44m error assigned at 7.2km.","350","96.93","360","-35","70","8.63","GenericSensor","0.001","0.05","0.05","3000000000.0","3500000000.0","99","1","1","91","81","4","0","2.5","-3","-12","3000000.0","5","5","-30","1","1","1","1"
"Skyflash Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","active seeker for Skyflash","","30","32","60","-30","30","2.5","GenericSensor","0.32","6.79","4.52","3000000000","3500000000","99","1","0","40","30","0","0","0","0","0","3000000","5","5","-30","0","1","0","0"
"SMART-L","","0","0","0","0","0","1900","2999","","","null","null","null","SMART-L; AS/SS; Max=400km; Ref=365.524km","capable of detecting a .001m²target at 65km.","400","365.524","360","-25","95","4","GenericSensor","0.00045","0.1432","0.1432","3000000000","3500000000","99","1","1","55","45","24","0","2.5","-3","-12","3000000","5","2.5","-30","1","1","1","1"
"SMART-S Mk2","","0","0","","","","1900","2999","","","null","null","null","","Marcos","250","78.568","360","0","60","4.44","GenericSensor","0.0001","5","0.573","3000000000","3500000000","99","1","1","40","30","0","0","0","-3","-12","3000000","5","5","-30","1","1","1","0"
"SMART-S","","0","0","","","","1900","2999","","","","","","","Marcos","200","67.962","360","0","70","2.22","GenericSensor","0.0001","5","0.573","3000000000","3500000000","99","1","1","41","31","0","0","0","-3","-12","3000000","5","5","-30","1","1","1","0"
"SNR-125","Low Blow","0","0","0","0","0","1900","2999","","","null","null","null","SNR-125 Low Blow; AS; Max=110km; Ref=133.01km","needs updating with accurate details. Max range, Ref Range are accurate.  Used missile performance to push the radar accuracy to where its needed.  0.0006 range error, 0.04 angular errors results in a maximum error of 21.4m at 18.5km, max range of the best missile it commands.","110","133.01","360","-5","60.5","2.23","GenericSensor","0.0006","0.04","0.04","9000000000.0","9500000000.0","99","1","1","54","34","2","0","2.5","-3","-12","3000000.0","5","1.7","-30","0","1","1","0"
"SPG-503","","0","0","0","0","0","1900","2999","","","null","null","null","Director for Bofors 57 mm gun and ESSM missiles","http://www.hazegray.org/navhist/canada/systems/firecontrol/","200","140","360","-30","80","3","GenericSensor","0.00527","0.45","0.45","3000000000","3500000000","99","0","0","50","40","8","0","2.5","-3","-12","3000000","5","0.9","-30","1","1","1","0"
"SPG-51D 1","","0","0","0","0","0","1900","2999","","","null","null","null","SPG-51D SM-1 Illumination Radar, supports up to 1 missile at a time.","capability extrapolated from a reference given.  Was quoted as capable of tracking an F6F out to a range of 200kyds(182.9km), I am assuming the F6F to be a 15m² target.  this puts the ref range at 92.937km.","183","92.937","360","-30","83","3","GenericSensor","0.00527","0.45","0.45","3000000000","3500000000","99","0","0","42.91","31.58","1","0","2.5","-3","-12","3000000","5","0.9","-30","1","1","1","1"
"SPG-51D 2","","0","0","0","0","0","1900","2999","","","null","null","null","SPG-51D SM-1 Illumination Radar, supports up to 2 missiles at a time.","capability extrapolated from a reference given.  Was quoted as capable of tracking an F6F out to a range of 200kyds(182.9km), I am assuming the F6F to be a 15m² target.  this puts the ref range at 92.937km.","183","92.937","360","-30","83","3","GenericSensor","0.00527","0.45","0.45","3000000000","3500000000","99","0","0","42.91","31.58","2","0","2.5","-3","-12","3000000","5","0.9","-30","1","1","1","1"
"SPG-51D 3","","0","0","0","0","0","1900","2999","","","null","null","null","SPG-51D SM-1 Illumination Radar, supports up to 3 missiles at a time.","capability extrapolated from a reference given.  Was quoted as capable of tracking an F6F out to a range of 200kyds(182.9km), I am assuming the F6F to be a 15m² target.  this puts the ref range at 92.937km.","183","92.937","360","-30","83","3","GenericSensor","0.00527","0.45","0.45","3000000000","3500000000","99","0","0","42.91","31.58","3","0","2.5","-3","-12","3000000","5","0.9","-30","1","1","1","1"
"SPG-51D 8","","0","0","0","0","0","1900","2999","","","null","null","null","SPG-51D SM-2 Illumination Radar, supports up to 8 missiles at a time.","capability extrapolated from a reference given.  Was quoted as capable of tracking an F6F out to a range of 200kyds(182.9km), I am assuming the F6F to be a 15m² target.  this puts the ref range at 92.937km.","183","92.937","360","-30","83","3","GenericSensor","0.00527","0.45","0.45","3000000000","3500000000","99","0","0","42.91","32.91","8","0","2.5","-3","-12","3000000","5","0.9","-30","1","1","1","1"
"SPG-51D 16","","0","0","0","0","0","1900","2999","","","null","null","null","SPG-51D SM-2 Illumination Radar, supports up to 16 missiles at a time.","capability extrapolated from a reference given.  Was quoted as capable of tracking an F6F out to a range of 200kyds(182.9km), I am assuming the F6F to be a 15m² target.  this puts the ref range at 92.937km.","183","92.937","360","-30","83","3","GenericSensor","0.00527","0.45","0.45","3000000000","3500000000","99","0","0","42.91","32.91","16","0","2.5","-3","-12","3000000","5","0.9","-30","1","1","1","1"
"SPG-60","","0","0","1","0","0","1900","2999","","","null","null","null","Fire-control radar installed aboard Australian Adelaide Class FFG.","","111","84","360","-35","70","1","GenericSensor","0","0","0","3000000000","3500000000","99","1","0","75","65","1","0","0","0","0","3000000","5","5","-30","1","1","1","0"
"SPG-62 (Aft)","","0","0","1","0","0","1900","2999","","","null","null","null","Fire-control radar installed aboard Australian Hobart Class DDG.","","111","84","220","-35","70","1","GenericSensor","0","0","0","3000000000","3500000000","99","1","0","71","61","1","0","0","0","0","3000000","5","5","-30","1","1","1","0"
"SPG-62 (Fore)","","0","0","1","0","0","1900","2999","","","null","null","null","Fire-control radar installed aboard Australian Hobart Class DDG.","","111","84","220","-35","70","1","GenericSensor","0","0","0","3000000000","3500000000","99","1","0","71","61","1","0","0","0","0","3000000","5","5","-30","1","1","1","0"
"SPG-62 12","","0","0","0","0","0","1900","2999","","","null","null","null","SPG-62 SM-2 Illumination Radar, supports up to 12 missiles at once.","test version of SPG-62 illuminator for SM-2 Aegis.  Naval institute Guide to World naval Weapons systems cties RIM-156 as nearly exceeding the limits of the illuminator.  As such an maximum effective engagement range of 240km is then nearly beyond what the illuminator can do.  I have adjusted the illuminator for a 20dBsm target like a Tu-95 to be illuminated at up to 260km, a 10dBsm target like many early cold war fighters engaged at up to 147km, a 5 dBsm(like many late cold war fighters) target at 110.6km, 2dBsm(like the F-16) at 93.1km, -7dBsm(like the Rafale) at 55km. This means many missiles will not be illuminated to extreme ranges, but missiles like the Kh-22(5.33 dBsm:8.33 RCS, -3dB signature) can be pegged out to 112.8km.  GCB cannot cope with multiple sensors with multiple FC's with the same name on one ship, nor can it cope with more than two FC's applicable to one function, for now these illuminator/FC's must be combined into 360° arcs","300","83","360","0","87","1","GenericSensor","0.0002","0.0045","0.01625","3000000000","3500000000","99","0","0","41.58","31.58","12","0","2.5","-3","-12","3000000","5","0.5","-30","1","1","1","1"
"SPG-62 16","","0","0","0","0","0","1900","2999","","","null","null","null","SPG-62 SM-2 Illumination Radar, supports up to 16 missiles at once.","test version of SPG-62 illuminator for SM-2 Aegis.  Naval institute Guide to World naval Weapons systems cties RIM-156 as nearly exceeding the limits of the illuminator.  As such an maximum effective engagement range of 240km is then nearly beyond what the illuminator can do.  I have adjusted the illuminator for a 20dBsm target like a Tu-95 to be illuminated at up to 260km, a 10dBsm target like many early cold war fighters engaged at up to 147km, a 5 dBsm(like many late cold war fighters) target at 110.6km, 2dBsm(like the F-16) at 93.1km, -7dBsm(like the Rafale) at 55km. This means many missiles will not be illuminated to extreme ranges, but missiles like the Kh-22(5.33 dBsm:8.33 RCS, -3dB signature) can be pegged out to 112.8km.  GCB cannot cope with multiple sensors with multiple FC's with the same name on one ship, nor can it cope with more than two FC's applicable to one function, for now these illuminator/FC's must be combined into 360° arcs","300","83","360","0","87","1","GenericSensor","0.0002","0.0045","0.01625","3000000000","3500000000","99","0","0","41.58","31.58","16","0","2.5","-3","-12","3000000","5","0.5","-30","1","1","1","1"
"SPG-62 8","","0","0","0","0","0","1900","2999","","","null","null","null","SPG-62 SM-2 Illumination Radar, supports up to 8 missiles at once.","test version of SPG-62 illuminator for SM-2 Aegis.  Naval institute Guide to World naval Weapons systems cties RIM-156 as nearly exceeding the limits of the illuminator.  As such an maximum effective engagement range of 240km is then nearly beyond what the illuminator can do.  I have adjusted the illuminator for a 20dBsm target like a Tu-95 to be illuminated at up to 260km, a 10dBsm target like many early cold war fighters engaged at up to 147km, a 5 dBsm(like many late cold war fighters) target at 110.6km, 2dBsm(like the F-16) at 93.1km, -7dBsm(like the Rafale) at 55km. This means many missiles will not be illuminated to extreme ranges, but missiles like the Kh-22(5.33 dBsm:8.33 RCS, -3dB signature) can be pegged out to 112.8km.  GCB cannot cope with multiple sensors with multiple FC's with the same name on one ship, nor can it cope with more than two FC's applicable to one function, for now these illuminator/FC's must be combined into 360° arcs","300","83","360","0","87","1","GenericSensor","0.0002","0.0045","0.01625","3000000000","3500000000","99","0","0","41.58","31.58","8","0","2.5","-3","-12","3000000","5","0.5","-30","1","1","1","1"
"Spin Trough SS","","0","0","1","0","0","1900","2999","","","null","null","null","NEED UPDATED INFO","","40","8.31","360","-35","70","8.63","GenericSensor","0","0.84","0.56","3000000000","3500000000","99","1","1","53","43","4","0","2.5","-3","-12","3000000","5","5","-30","1","0","0","1"
"SPN-748","","0","0","","","","1900","2999","","","","","","Gem Elettronica X-band navigation radar","Just copied furuno","86.4","10","360","-25","25","2.5","GenericSensor","0","1","0","3000000000","3500000000","99","2","1","44.29","34.29","0","0","0","0","0","3000000","5","3","-30","1","0","0","0"
"SPQ-2D","","0","0","","","","1900","2999","","","null","null","null","","Marcos","108","18","360","0","45","4","GenericSensor","0","0","90","3000000000","3500000000","99","1","1","44","34","0","0","0","0","0","3000000","5","5","-30","1","0","0","0"
"SPS-10","","0","0","1","0","0","1900","2999","","","null","null","null","","http://radar.tpub.com/TM-11-487C-1/TM-11-487C-11222.htm   ,     http://www.scribd.com/doc/65788019/Naval-Radar  height finder.","100","16.71","360","-2","34","4","GenericSensor","0.001165","0.1","1","5450000000","5825000000","99","1","1","86.6","73.6","5","0","2.5","-10.3","-18","5000000","1.5","16","-30","1","1","1","0"
"SPS-10B","","0","0","1","0","0","1900","2999","","","null","null","null","","http://radar.tpub.com/TM-11-487C-1/TM-11-487C-11222.htm   ,     http://www.scribd.com/doc/65788019/Naval-Radar  height finder.","100","19.23","360","-2","34","4","GenericSensor","0.001165","0.1","1","5450000000","5825000000","99","1","1","89","76","5","0","2.5","-10.3","-18","5000000","1.5","16","-30","1","1","1","0"
"SPS-10E","","0","0","1","0","0","1900","2999","","","null","null","null","","http://radar.tpub.com/TM-11-487C-1/TM-11-487C-11222.htm   ,     http://www.scribd.com/doc/65788019/Naval-Radar  height finder.","100","18.16","360","-2","34","4","GenericSensor","0.001165","0.1","1","5450000000","5825000000","99","1","1","88","75","5","0","2.5","-10.3","-18","5000000","1.9","16","-30","1","1","1","0"
"SPS-10F","","0","0","0","0","0","1900","2999","","","null","null","null","SPS-10F; SS; Max=50km; Ref=16.366km","","100","18.155","360","0","16","3.53","GenericSensor","0.01","0.1","1","3000000000","3500000000","99","1","1","88","75","4","0","2.5","-10.3","-18","3000000","1.9","16","-30","1","0","0","1"
"SPS-12","","0","0","1","0","0","1900","2999","","","null","null","null","","http://radar.tpub.com/TM-11-487C-1/TM-11-487C-11233.htm   ,     http://www.scribd.com/doc/65788019/Naval-Radar  Dwell increases from 4µs at 150pps to 4µs at 300pps, or double the dwell considering all else is equal.","280","72.46","360","-2","28","24","GenericSensor","0.001165","0.1","1","1250000000","1350000000","99","1","1","77.8","64.8","5","0","2.5","-30.8","-39.8","3000000","3.3","30","-30","1","1","1","0"
