DatabaseClass text primary key,NATO_ASCC text,ModelClassId integer,ClassificationId integer,Cost numeric,Weight_kg numeric,Volume_m3 numeric,InitialYear numeric,FinalYear numeric,Country text,Designation text,ImageList text,IconFileName text,ModelFileName text,Description text,Notes text,MaxRange_km numeric,RefRange_km numeric,FieldOfView_deg numeric,MinElevation_deg numeric,MaxElevation_deg numeric,ScanPeriod_s numeric,DamageEffect text,RangeError real,AngleError_deg real,ElevationError_deg real,MinFrequency_Hz numeric,MaxFrequency_Hz numeric,IdThreshold_dB real,CounterMeasureFactor real,IsSurveillance integer,SL numeric,DI numeric,isPassive integer,isActive integer,isTowed integer,maxScope_m numeric,isWakeHoming integer
"MRS 2000 Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 30.5DI","Assumed equivalent to SQS-56","200","1","300","-90","90","10","GenericSensor","0.13","1.8","90","500","10000","10","1","1","0","30.5","1","0","0","0","0"
"MSI-70U Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 35km, Scan Rate: 44.9s, Performance: 210.8dB","","35","1","300","-90","90","44.872","GenericSensor","0.045","6","90","500","10000","99","1","1","191.6363636","19.16363636","0","1","0","0","0"
"MSI-70U Bow Passive","","0","0","0","0","0","1900","2999","","","","","","Bow Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 22.7DI","","200","1","300","-90","90","10","GenericSensor","0.18","3","90","500","10000","10","1","1","0","22.7","1","0","0","0","0"
"MU-90 Torpedo Sonar","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 20km, Scan Rate: 5s, Performance: 240dB","contributed by greengills","20","1","120","-35","35","5","GenericSensor","0.01","0.5","0.5","500","10000","99","1","0","218.1818182","21.81818182","0","1","0","0","0"
"NT37C Seeker","","0","0","0","0","0","1900","2999","","","","","","Active/Passive Sonar, Max Range: 3km, Scan Rate: 5s, Performance: 243dB / 22.1DI","","3","0.5","90","-90","90","5","GenericSensor","0.33","5","90","500","10000","10","1.8","0","220.9090909","22.09090909","1","1","0","0","0"
"NT37E Seeker","","0","0","0","0","0","1900","2999","","","","","","Active/Passive Sonar, Max Range: 5km, Scan Rate: 4s, Performance: 248dB / 22.5DI","","5","0.5","90","-90","90","4","GenericSensor","0.33","5","90","500","10000","10","1.5","0","225.4545455","22.54545455","1","1","0","0","0"
"Oka-2 DS","","0","0","0","0","0","1900","2999","","","","","","Active/Passive Sonar, Max Range: 8km, Scan Rate: 15s, Performance: 220dB / 20DI","Ka-25 dipping sonar","8","1","360","-90","90","15","GenericSensor","0.33","5","90","500","10000","10","2","1","200","20","1","1","0","100","0"
"OQQ-21 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 25km, Scan Rate: 32.1s, Performance: 253dB","","25","1","300","-90","90","32.06","GenericSensor","0","0","90","500","10000","99","1","1","230","23","0","1","0","0","0"
"OQR-2 TA","","0","0","0","0","0","1900","2999","","","","","","Passive Towed Array Sonar, Max Range: 60km, Scan Rate: 10s, Performance: 29DI","Oki OQR-2 towed array sonar (SQR-19A)","20","1","330","-90","90","10","GenericSensor","0.1","3","90","500","10000","10","1","1","0","29","1","0","1","1500","0"
"OQS-102 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 25km, Scan Rate: 32.1s, Performance: 260dB","","25","1","300","-90","90","32.06","GenericSensor","0","0","90","500","10000","99","1","1","236.3636364","23.63636364","0","1","0","0","0"
"OQS-102 Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 50km, Scan Rate: 10s, Performance: 20DI","","50","1","300","-90","90","10","GenericSensor","0.33","5","90","500","10000","10","1","1","0","20","1","0","0","0","0"
"Paltus Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 25km, Scan Rate: 32.1s, Performance: 240dB","","25","1","300","-90","90","32.06","GenericSensor","0","2","90","500","10000","99","1","1","218.1818182","21.81818182","0","1","0","0","0"
"Passive torpedo seeker","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 6km, Scan Rate: 0.5s, Performance: 20DI","","6","1","90","-90","90","0.5","GenericSensor","0","1","90","500","10000","10","1","0","0","20","1","0","0","0","0"
"Passive wake homer","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 50km, Scan Rate: 0.5s, Performance: 20DI","","50","1","90","-90","90","0.5","GenericSensor","0","0","90","500","10000","10","1","0","0","20","1","0","0","0","1"
"Pegas 2M Active Modes","Buck Toe","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 4.5km, Scan Rate: 25s, Performance: 216dB","NATO Buck Toe. Early Russian hull-mounted active/passive sonar. contributed by greengills","4.5","1","270","-90","90","25","GenericSensor","10","3","3","500","10000","99","1","1","196.3636364","19.63636364","0","1","0","0","0"
"Pegas 2M Passive Modes","Buck Toe","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 11km, Scan Rate: 25s, Performance: 13DI","NATO Buck Toe. Early Russian hull-mounted active/passive sonar.  contributed by greengills","11","1","360","-90","90","25","GenericSensor","10","3","3","500","10000","10","1","1","0","13","1","0","0","0","0"
"Pelamida TA","","0","0","0","0","0","1900","2999","","","","","","Passive Towed Array Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 34DI","","200","1","300","-90","90","10","GenericSensor","0.12","0.9","90","500","10000","10","1","1","0","34","1","0","1","1000","0"
"Petrel MOAS 5425","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 1km, Scan Rate: 12s, Performance: 40dB","Mine Avoidance Sonar fitted to Australian ANZAC and Adelaide Class Frigates..  contributed by greengills","1","1","360","-90","90","12","GenericSensor","0","0","0","500","10000","99","1","1","36.36363636","3.636363636","0","1","0","0","0"
"QHBa Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 10km, Scan Rate: 12.8s, Performance: 192.5dB","csi.whoi.edu/sites/default/files/literature/Full%20Text.pdf","10","1","80","-90","70","12.821","GenericSensor","0.06","3.75","10","500","10000","99","1","1","175","17.5","0","1","0","0","0"
"Ros'-K VDS","","0","0","0","0","0","1900","2999","","","","","","Active/Passive Towed Array Sonar, Max Range: 7.3km, Scan Rate: 9.4s, Performance: 200dB / 18.2DI","","7.3","1","330","-90","90","9.359","GenericSensor","0.0125","1.5","90","500","10000","10","1","1","181.8181818","18.18181818","1","1","1","700","0"
"Scylla Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 50km, Scan Rate: 64.1s, Performance: 224.2dB","Bow and Distributed Sonar Array fitted to the Australian Collins Class SSK.  contributed by greengills","50","1","330","-90","90","64.103","GenericSensor","0.0275","3.3","90","500","10000","99","1","1","203.8181818","20.38181818","0","1","0","0","0"
"Scylla Bow Passive","","0","0","0","0","0","1900","2999","","","","","","Bow Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 32DI","contributed by greengills","200","1","330","-90","90","10","GenericSensor","0.11","1.5","90","500","10000","10","1","1","0","32","1","0","0","0","0"
"Scylla Port Flank Passive","","0","0","0","0","0","1900","2999","","","","","","Flank Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 33.5DI","","200","1","120","-90","90","10","GenericSensor","0.011","0.075","90","500","10000","10","1","1","0","33.5","1","0","0","0","0"
"Scylla Stbd Flank Passive","","0","0","0","0","0","1900","2999","","","","","","Flank Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 33.5DI","","200","1","120","-90","90","10","GenericSensor","0.11","0.75","90","500","10000","10","1","1","0","33.5","1","0","0","0","0"
"SET-65 Seeker","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 7.5km, Scan Rate: 3.6s, Performance: 192dB","assumed to be capable of active acquisition at 800m.  Tagged for 800m on 30° aspect vs TS=8 target.  Vs LA with TS of 12 this results in 1270.  broadside this is 5120 to 6390.  a broadside target is almost always prefered.  Maximum range set to permit a TS=16 broadside at 8000m.  Since torpedoes would switch to faster and faster pulse rates as they close with the target, I have chosen to set a scan rate that exceeds the speed of sound in sea water at 8000m range.  scan rate chosen for 2500m range.","7.5","1","60","-90","90","3.59","GenericSensor","0","1","90","500","10000","99","1","1","174.55","17.455","0","1","0","0","0"
"SET-65M Seeker","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 9km, Scan Rate: 4s, Performance: 194.3dB","","9","1","60","-90","90","4.04","GenericSensor","0","1","90","500","10000","99","1","1","176.64","17.664","0","1","0","0","0"
"Sheksna VDS","","0","0","0","0","0","1900","2999","","","","","","Active Towed Array Sonar, Max Range: 9km, Scan Rate: 11.5s, Performance: 195dB","","9","1","300","-90","90","11.538","GenericSensor","0.075","6","90","500","10000","99","1","1","177.2727273","17.72727273","0","1","1","350","0"
"SIASS-Z Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 30km, Scan Rate: 38.5s, Performance: 204dB","Signaal hull mounted sonar for Hai Lung--active mode","30","1","330","-90","90","38.462","GenericSensor","0.0625","6","90","500","10000","99","1","1","185.4545455","18.54545455","0","1","0","0","0"
"SIASS-Z Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 18DI","","200","1","330","-90","90","10","GenericSensor","0.25","3","90","500","10000","10","1","1","0","18","1","0","0","0","0"
"SJD-8/9 Active Modes","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 25km, Scan Rate: 25s, Performance: 197dB","contributed by greengills","25","1","120","-90","90","25","GenericSensor","0","0","90","500","10000","99","1","1","179.0909091","17.90909091","0","1","0","500","0"
"SJD-8/9 Passive Modes","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 60km, Scan Rate: 25s, Performance: 12DI","contributed by greengills","60","1","270","-90","90","25","GenericSensor","0.33","5","90","500","10000","10","1","1","0","12","1","0","0","0","0"
"SOSUS  ARRAY","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 2500km, Scan Rate: 300s, Performance: 179DI          SOSUS ARRAY.  SOSUS tracked SSBN 598 across the atlantic, this requires two facilities, one in the UK, and the other in US to be capable of trackign her at ranges of over 2500km.  SSBN-598 had a SL of about 150dB at the lower end of her speed, I used this as the relative value.  to track 150dB at 2500km requires a directivity in GCB of 185dB.","","2500","1","360","-90","90","300","GenericSensor","1","2.5","90","50","500","30","1","1","0","179","1","0","0","0","0"
"Spherion B Mod 5","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 24km, Scan Rate: 15s, Performance: 253dB","contributed by greengills","24","1","300","-90","90","15","GenericSensor","0","0","0","500","10000","99","1","1","230","23","0","1","0","0","0"
"SQA-8 VDS","","0","0","0","0","0","1900","2999","","","","","","Passive Towed Array Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 15DI","just kind of guessing.","200","1","300","-90","70","10","GenericSensor","0.3","2","90","500","14000","10","1","1","0","15","1","0","1","200","0"
"SQQ-32(V)3 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 10km, Scan Rate: 12.8s, Performance: 241dB","","10","1","270","-90","90","12.821","GenericSensor","0.00313","2","90","500","10000","99","1","1","219.0909091","21.90909091","0","1","0","0","0"
"SQR-19 TA","","0","0","0","0","0","1900","2999","","","","","","Passive Towed Array Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 27.5DI","","200","1","330","-90","90","10","GenericSensor","0.15","1.3","90","500","10000","10","1","1","0","27.5","1","0","1","1500","0"
"SQR-19B TA","","0","0","0","0","0","1900","2999","","","","","","Passive Towed Array Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 33.5DI          1.7 km total cable length","","200","1","330","-90","90","10","GenericSensor","0.11","1","90","500","10000","10","1","1","0","33.5","1","0","1","1500","0"
"SQS-23 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 25km, Scan Rate: 32.1s, Performance: 213dB","","25","1","300","-90","90","32.06","GenericSensor","0.032","4","90","4500","5500","99","1","1","193.6454545","19.36454545","0","1","0","0","0"
"SQS-23 Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 16DI","","200","1","300","-90","90","10","GenericSensor","0.2","3.5","0.11","500","10000","10","1","1","0","16","1","0","0","0","0"
"SQS-26 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 25km, Scan Rate: 32.1s, Performance: 210.1dB","","25","1","300","-90","90","32.06","GenericSensor","0.032","4","90","500","10000","99","1","1","191","19.1","0","1","0","0","0"
"SQS-26 Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 25DI","","200","1","300","-90","90","10","GenericSensor","0.15","2.1","90","500","10000","10","1","1","0","25","1","0","0","0","0"
"SQS-36 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 25km, Scan Rate: 32.1s, Performance: 225dB","","25","1","300","-90","90","32.06","GenericSensor","0.032","4","90","11900","14100","99","1","1","204.5","20.45","0","1","0","0","0"
"SQS-36 Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 19DI","","200","1","300","-90","90","10","GenericSensor","0.2","3.5","0.11","500","10000","10","1","1","0","19","1","0","0","0","0"
"SQS-4 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 15km, Scan Rate: 19.2s, Performance: 218dB","csi.whoi.edu/sites/default/files/literature/Full%20Text.pdf","15","1","80","-90","70","19.232","GenericSensor","0.055","3.25","10","8000","14000","99","1","1","198.1818182","19.81818182","0","1","0","0","0"
"SQS-510 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 50km, Scan Rate: 45s, Performance: 225dB","No data-- just copied 53C","50","1","300","-90","90","45","GenericSensor","0.03","3.2","90","500","10000","99","1","1","204.5454545","20.45454545","0","1","0","0","0"
"SQS-510 Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 32.7DI","No data--Just copied 53C","200","1","300","-90","90","10","GenericSensor","0.12","1.6","90","500","10000","10","1","1","0","32.7","1","0","0","0","0"
"SQS-53B Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 50km, Scan Rate: 64.1s, Performance: 224.1dB","","50","1","300","-90","90","64.103","GenericSensor","0.03125","3.4","90","500","10000","99","1","1","203.7272727","20.37272727","0","1","0","0","0"
"SQS-53B Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 32DI","","200","1","300","-90","90","10","GenericSensor","0.125","1.7","90","500","10000","10","1","1","0","32","1","0","0","0","0"
"SQS-53C Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 50km, Scan Rate: 64.1s, Performance: 225dB","","50","1","300","-90","90","64.103","GenericSensor","0.03","3.2","90","500","10000","99","1","1","204.5454545","20.45454545","0","1","0","0","0"
"SQS-53C Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 32.7DI","","200","1","300","-90","90","10","GenericSensor","0.12","1.6","90","500","10000","10","1","1","0","32.7","1","0","0","0","0"
"SQS-56 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 50km, Scan Rate: 64.1s, Performance: 223dB","","50","1","300","-90","90","64.103","GenericSensor","0.0325","3.6","90","500","10000","99","1","1","202.7272727","20.27272727","0","1","0","0","0"
"SQS-56 Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 30.5DI","","200","1","300","-90","90","10","GenericSensor","0.13","1.8","90","500","10000","10","1","1","0","30.5","1","0","0","0","0"
"SSN-137 VDS","","0","0","0","0","0","1900","2999","","","","","","Passive Towed Array Sonar, Max Range: 20km, Scan Rate: 25.6s, Performance: 240DI","","20","1","300","-90","90","25.641","GenericSensor","0.025","1.2","90","500","10000","10","1","1","0","240","1","0","1","450","0"
"SST-4 M0 SH","","0","0","","","","1900","2999","","","","","","Passive Sonar, Max Range: 2km, Scan Rate: 2s, Performance: 5DI","Marcos Viniegra","2","1","90","-45","45","2","GenericSensor","0","0","90","500","10000","10","1","0","0","5","1","0","0","0","0"
"Tamir 11","Stag Ear","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 3.7km, Scan Rate: 30s, Performance: 200dB","NATO Stag Ear. Early Russian hull-mounted active sonar.  contributed by greengills","3.7","1","270","-50","35","30","GenericSensor","0.1","1","90","500","10000","99","1","1","181.8181818","18.18181818","0","1","0","0","0"
"TAS-3 TA","","0","0","0","0","0","1900","2999","","","","","","Passive Towed Array Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 32.5DI","","200","1","320","-90","90","10","GenericSensor","0.121","1.1","90","500","10000","10","1","1","0","32.53","1","0","1","1000","0"
"TB-16 TA","","0","0","0","0","0","1900","2999","","","","","","Passive Towed Array Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 27.5DI","","200","1","320","-90","90","10","GenericSensor","0.15","1.3","90","500","10000","10","1","1","0","27.5","1","0","1","1000","0"
"TB-23 TA","","0","0","0","0","0","1900","2999","","","","","","Passive Towed Array Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 33.5DI","","200","1","320","-90","90","10","GenericSensor","0.11","1","90","500","10000","10","1","1","0","33.5","1","0","1","1000","0"
"TB-29 TA","","0","0","0","0","0","1900","2999","","","","","","Passive Towed Array Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 38.3DI","3 times as sensitive as TB-23","200","1","320","-90","90","10","GenericSensor","0.09","0.5","90","500","10000","10","1","1","0","38.3","1","0","1","1000","0"
"TEST-71ME Seeker","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 1.5km, Scan Rate: 0.5s, Performance: 200DI","","1.5","1","60","-90","90","0.5","GenericSensor","0","1","90","500","10000","10","1","0","0","200","1","0","0","0","0"
"TEST-71MKE Seeker","","0","0","0","0","0","1900","2999","","","","","","Active/Passive Sonar, Max Range: 1.5km, Scan Rate: 1s, Performance: 200dB / 18.2DI","","1.5","1","60","-90","90","0.98","GenericSensor","0","1","90","500","10000","10","1","0","181.8181818","18.18181818","1","1","0","0","0"
"Thales UMS-4110CL Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 50km, Scan Rate: 64.1s, Performance: 223dB","cannot find much for info on this, especially performance, assuming it to be equivalent to SQS-56.","50","1","300","-90","90","64.103","GenericSensor","0.0325","3.6","90","500","10000","99","1","1","202.7272727","20.27272727","0","1","0","0","0"
"Thales UMS-4110CL Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 400km, Scan Rate: 10s, Performance: 30.5DI","cannot find much for info on this, especially performance, assuming it to be equivalent to SQS-56.","400","1","300","-90","90","10","GenericSensor","0.13","1.8","90","500","10000","10","1","1","0","30.5","1","0","0","0","0"
"Type 177 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 18.29km, Scan Rate: 30s, Performance: 260dB","Due to a shortage of time, im cheating, this is essentially a renamed SQS-53B modified to taste.  Range to a sub hit beam on is best case 18kyds(isothermal water, sea state 2 or less, own speed 12kts or less), 8kyds(negative temperature gradient, sea state 2-3), 3kyds(surface layer, sea state 4-5).  I do not have the time to empirically strike this balance, nor do I know the math to reach these numbers rapidly.  the radar scans an 80° sector and takes 6 minutes to do so(7.5 seconds per ping at 5kyds, 15 seconds per ping at 10kyds, 30 seconds per ping at 20kyds, it pings at 10kyds, then 5kyds in normal sweep, takes 4 minutes to complete a sweep at 10kyds, and 2 minutes to complete the sweep at 5kyds).  Time to cover 10kyds distance at 12kts is 30 minutes, at 18 kts(own ship at 12, target sube closing at 6) it takes 20 minutes.this is rather...unresonable the way GCB currently functions.  THis is 6 minutes to search the entire sector, but updatesd at 20kyds as rapidly as every 30 seconds, going to work with 30 second ping times.","18.29","1","80","-40","0","30","GenericSensor","0","0","90","500","10000","99","1","1","236.3636364","23.63636364","0","1","0","0","0"
"Type 187 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 35km, Scan Rate: 44.9s, Performance: 207.6dB","","35","1","300","-90","90","44.872","GenericSensor","0.0525","4.5","90","500","10000","99","1","1","188.7272727","18.87272727","0","1","0","0","0"
"Type 2007 Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 20.5DI","","200","1","300","-90","90","10","GenericSensor","0.21","2.25","90","500","10000","10","1","1","0","20.5","1","0","0","0","0"
"Type 2016 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 25km, Scan Rate: 32.1s, Performance: 260dB","Due to a shortage of time, im cheating, this is essentially a renamed SQS-53B.","25","1","300","-90","90","32.06","GenericSensor","0","0","90","500","10000","99","1","1","236.3636364","23.63636364","0","1","0","0","0"
"Type 2016 Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 20DI","Due to a shortage of time, im cheating, this is essentially a renamed SQS-53B.","200","1","300","-90","90","10","GenericSensor","0.33","5","90","500","10000","10","1","1","0","20","1","0","0","0","0"
"Type 2031 TA","","0","0","0","0","0","1900","2999","","","","","","Passive Towed Array Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 30DI","just a duplicated Type 19B TA.","200","1","330","-90","90","10","GenericSensor","0.33","3","90","500","10000","10","1","1","0","30","1","0","1","1500","0"
"Type 2046 TA","","0","0","0","0","0","1900","2999","","","","","","Passive Towed Array Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 36.5DI          1.7 km total cable length","im cheating, this is actually a renamed SQS-19B TA.","200","1","330","-90","90","10","GenericSensor","0.1","0.7","90","500","10000","10","1","1","0","36.5","1","0","1","1500","0"
"Type 2050 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 25km, Scan Rate: 32.1s, Performance: 260dB","Due to a shortage of time, im cheating, this is essentially a renamed SQS-53B.","25","1","300","-90","90","32.06","GenericSensor","0","0","90","500","10000","99","1","1","236.3636364","23.63636364","0","1","0","0","0"
"Type 2050 Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 20DI","Due to a shortage of time, im cheating, this is essentially a renamed SQS-53B.","200","1","300","-90","90","10","GenericSensor","0.33","5","90","500","10000","10","1","1","0","20","1","0","0","0","0"
"Type 2074 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 45km, Scan Rate: 57.7s, Performance: 221.3dB","","45","1","300","-90","90","57.692","GenericSensor","0.03125","3.6","90","500","10000","99","1","1","201.1818182","20.11818182","0","1","0","0","0"
"Type 2074 Bow Passive","","0","0","0","0","0","1900","2999","","","","","","Bow Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 30DI","","200","1","300","-90","90","10","GenericSensor","0.125","1.8","90","500","10000","10","1","1","0","30","1","0","0","0","0"
"Type 2074 Port Flank Passive","","0","0","0","0","0","1900","2999","","","","","","Flank Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 31.5DI","","200","1","120","-90","90","10","GenericSensor","0.125","0.9","90","500","10000","10","1","1","0","31.5","1","0","0","0","0"
"Type 2074 Stbd Flank Passive","","0","0","0","0","0","1900","2999","","","","","","Flank Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 31.5DI","","200","1","120","-90","90","10","GenericSensor","0.125","0.9","90","500","10000","10","1","1","0","31.5","1","0","0","0","0"
"Type-184 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 10km, Scan Rate: 12.8s, Performance: 235dB","","10","1","360","-90","90","12.83","GenericSensor","0","3","90","500","10000","99","1","1","213.6363636","21.36363636","0","1","0","0","0"
"Type-184 Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 15DI","","200","1","360","-90","90","10","GenericSensor","0.33","5","90","500","10000","10","1","1","0","15","1","0","0","0","0"
"Type-80 Seeker","","0","0","0","0","0","1900","2999","","","","","","Active/Passive Sonar, Max Range: 3km, Scan Rate: 5s, Performance: 243dB / 22.1DI","","3","0.5","90","-90","90","5","GenericSensor","0.33","5","90","500","10000","10","1.8","1","220.9090909","22.09090909","1","1","0","0","0"
"Type-89 Seeker","","0","0","0","0","0","1900","2999","","","","","","Active/Passive Sonar, Max Range: 3km, Scan Rate: 4s, Performance: 245dB / 22.3DI","","3","0.5","90","-90","90","4","GenericSensor","0.33","5","90","500","10000","10","1.6","1","222.7272727","22.27272727","1","1","0","0","0"
"UMS 4110 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 50km, Scan Rate: 64.1s, Performance: 225dB","just copied SQS-53C","50","1","300","-90","90","64.103","GenericSensor","0.03","3.2","90","500","10000","99","1","1","204.5454545","20.45454545","0","1","0","0","0"
"UMS 4110 Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 32.7DI","just copied SQS-53C","200","1","300","-90","90","10","GenericSensor","0.12","1.6","90","500","10000","10","1","1","0","32.7","1","0","0","0","0"
"Vinyetka EM TA Active","","0","0","0","0","0","1900","2999","","","","","","Active Towed Array Sonar, Max Range: 60km, Scan Rate: 76923s, Performance: 234dB","","60","1","330","-90","90","76923","GenericSensor","0.0375","8","90","500","10000","99","1","1","212.7272727","21.27272727","0","1","1","1000","0"
"Vinyetka EM TA Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Towed Array Sonar, Max Range: 200km, Scan Rate: 76923s, Performance: 34DI","","200","1","330","-90","90","76923","GenericSensor","0.15","4","90","500","10000","10","1","1","0","34","1","0","1","1000","0"
"Yu-6 Torpedo Sonar","","0","0","0","0","0","1900","2999","","","","","","Active/Passive Sonar, Max Range: 3km, Scan Rate: 5s, Performance: 220dB / 20DI","contributed by greengills","3","1","90","-90","90","5","GenericSensor","0","0","90","500","10000","10","1","0","200","20","1","1","0","0","0"
"Yu-7 Torpedo Sonar","","0","0","0","0","0","1900","2999","","","","","","Active/Passive Sonar, Max Range: 2.5km, Scan Rate: 5s, Performance: 220dB / 20DI","contributed by greengills","2.5","1","90","-45","45","5","GenericSensor","0","0","90","500","10000","10","1","0","200","20","1","1","0","0","0"
"ZQQ-4 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 45km, Scan Rate: 57.7s, Performance: 220.6dB","ZQQ-4 Hughes/Oki sonar active mode","45","1","300","-90","90","57.692","GenericSensor","0.0325","3.6","90","500","10000","99","1","1","200.5454545","20.05454545","0","1","0","0","0"
"ZQQ-4 Bow Passive","","0","0","0","0","0","1900","2999","","","","","","Bow Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 29.5DI","","200","1","300","-90","90","10","GenericSensor","0.13","1.8","90","500","10000","10","1","1","0","29.5","1","0","0","0","0"
"ZQQ-5 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 50km, Scan Rate: 64.1s, Performance: 224.3dB","ZQQ-5 Hughes/Oki sonar active mode","50","1","300","-90","90","64.103","GenericSensor","0.02375","3.3","90","500","10000","99","1","1","203.9090909","20.39090909","0","1","0","0","0"
"ZQQ-5 Bow Passive","","0","0","0","0","0","1900","2999","","","","","","Bow Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 32.1DI","","200","1","300","-90","90","10","GenericSensor","0.095","1.65","90","500","10000","10","1","1","0","32.1","1","0","0","0","0"
