DatabaseClass text,MagazineId numeric,Item text,Quantity numeric
"CV-62 (Forrestal) USS Independence(SLEP) 1996.000-M","1","Mk-60 CAPTOR","14"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.000-M","1","Mk-81","294"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.000-M","1","Mk-82","340"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.000-M","1","Mk-83","163"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.000-M","1","Mk-84","64"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.000-M","1","RIM-7P(v1)","72"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","0","Fuel","43305750"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","120 gallon tank","12"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","1400 liter tank","24"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","20mm Mark 149-4","1350"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","20mm PGU","1992"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","300 gallon tank","60"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","300 gallon wing tank","40"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","AGM-65B","120"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","AGM-65D","120"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","AGM-65E","120"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","AGM-65F","132"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","AGM-65G","116"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","AGM-84D Harpoon","49"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","AGM-84E SLAM","22"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","AGM-84F Harpoon","47"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","AGM-84H SLAM-ER","6"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","AGM-88B","123"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","AGM-88C","98"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","AIM-120B","197"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","AIM-120C","96"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","AIM-54C ECCM","54"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","AIM-54C","56"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","AIM-7P","403"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","AIM-9M","407"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","B-53 1MT","7"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","B-53 2.5MT","7"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","B-53 5MT","7"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","B-53 9MT","7"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","B-61 10kT","15"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","B-61 170kT","15"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","B-61 1kT","15"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","B-61 340kT","15"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","B-61 5kT","15"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","B-61 60kT","15"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","B-61 80kT","15"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","B-83 100kT","10"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","B-83 1200kT","10"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","B-83 200kT","10"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","B-83 25kT","10"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","B-83 400kT","10"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","B-83 50kT","10"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","B-83 800kT","10"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","Chaff-1","4377"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","DICASS (85) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","DICASS (90) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","DICASS (95) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","DIFAR (85) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","DIFAR (90) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","DIFAR (95) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","FPU-6","72"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","FPU-8","72"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","Flare-1","4377"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","GBU-1/B","22"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","GBU-10/B","37"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","GBU-12/B","79"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","GBU-15/B","22"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","GBU-16/B","67"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","GBU-24/B","32"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","GBU-24B/B","32"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","GBU-27","32"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","GBU-28B/B","36"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","LOFAR (85) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","LOFAR (90) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","LOFAR (95) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","M117","37"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","M118","18"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","Mk 16 Zuni FFAR","603"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","Mk 71 Zuni WAFAR","603"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","Mk-25 Mine","6"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","Mk-36 DST","14"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","Mk-36 Mod1 Mine","6"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","Mk-36 Mod2 Mine","6"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","Mk-39 Mine","6"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","Mk-40 DST","14"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","Mk-40 FFAR","2868"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","Mk-41 DST","4"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","Mk-46 Mod5","94"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","Mk-50","90"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","Mk-56 Mine","6"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","Mk-57 Mine","15"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","Mk-59 DST","9"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","Mk-60 CAPTOR","15"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","Mk-81","309"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","Mk-82","358"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","Mk-83","172"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","Mk-84","67"
"CV-62 (Forrestal) USS Independence(SLEP) 1996.107-M","1","RIM-7P(v1)","72"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","0","Fuel","43305750"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","120 gallon tank","12"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","1400 liter tank","24"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","20mm Mark 149-4","1350"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","20mm PGU","1982"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","300 gallon tank","60"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","300 gallon wing tank","40"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","AGM-65B","120"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","AGM-65D","120"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","AGM-65E","92"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","AGM-65F","132"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","AGM-65G","116"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","AGM-84D Harpoon","37"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","AGM-84E SLAM","22"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","AGM-84F Harpoon","47"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","AGM-84H SLAM-ER","10"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","AGM-88B","124"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","AGM-88C","118"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","AIM-120B","223"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","AIM-120C","146"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","AIM-54C ECCM","54"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","AIM-54C","43"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","AIM-7P","405"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","AIM-9M","405"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","B-53 1MT","7"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","B-53 2.5MT","7"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","B-53 5MT","7"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","B-53 9MT","7"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","B-61 10kT","15"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","B-61 170kT","15"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","B-61 1kT","15"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","B-61 340kT","15"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","B-61 5kT","15"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","B-61 60kT","15"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","B-61 80kT","15"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","B-83 100kT","10"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","B-83 1200kT","10"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","B-83 200kT","10"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","B-83 25kT","10"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","B-83 400kT","10"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","B-83 50kT","10"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","B-83 800kT","10"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","Chaff-1","4355"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","DICASS (85) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","DICASS (90) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","DICASS (95) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","DIFAR (85) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","DIFAR (90) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","DIFAR (95) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","FPU-6","72"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","FPU-8","72"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","Flare-1","4355"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","GBU-1/B","22"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","GBU-10/B","37"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","GBU-12/B","78"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","GBU-15/B","22"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","GBU-16/B","67"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","GBU-24/B","32"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","GBU-24B/B","32"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","GBU-27","32"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","GBU-28B/B","36"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","LOFAR (85) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","LOFAR (90) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","LOFAR (95) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","M117","37"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","M118","18"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","Mk 16 Zuni FFAR","600"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","Mk 71 Zuni WAFAR","600"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","Mk-25 Mine","6"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","Mk-36 DST","14"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","Mk-36 Mod1 Mine","6"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","Mk-36 Mod2 Mine","6"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","Mk-39 Mine","6"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","Mk-40 DST","14"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","Mk-40 FFAR","2853"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","Mk-41 DST","4"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","Mk-46 Mod5","93"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","Mk-50","90"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","Mk-56 Mine","6"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","Mk-57 Mine","15"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","Mk-59 DST","9"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","Mk-60 CAPTOR","15"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","Mk-81","307"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","Mk-82","356"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","Mk-83","171"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","Mk-84","67"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.000-M","1","RIM-7P(v1)","72"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","0","Fuel","43305750"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","120 gallon tank","12"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","1400 liter tank","36"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","20mm Mark 149-4","1350"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","20mm PGU","2647"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","300 gallon tank","20"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","AGM-65B","133"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","AGM-65D","133"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","AGM-65E","103"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","AGM-65F","146"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","AGM-65G","130"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","AGM-84D Harpoon","39"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","AGM-84E SLAM","33"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","AGM-84F Harpoon","48"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","AGM-84H SLAM-ER","15"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","AGM-88B","140"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","AGM-88C","133"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","AIM-120B","332"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","AIM-120C","217"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","AIM-54C ECCM","54"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","AIM-54C","43"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","AIM-7P","535"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","AIM-9M","505"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","B-53 1MT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","B-53 2.5MT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","B-53 5MT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","B-53 9MT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","B-61 10kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","B-61 170kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","B-61 1kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","B-61 340kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","B-61 5kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","B-61 60kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","B-61 80kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","B-83 100kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","B-83 1200kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","B-83 200kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","B-83 25kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","B-83 400kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","B-83 50kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","B-83 800kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","Chaff-1","4685"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","DICASS (90) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","DICASS (95) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","DIFAR (90) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","DIFAR (95) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","FPU-6","108"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","FPU-8","108"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","Flare-1","4685"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","GBU-10/B","33"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","GBU-12/B","83"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","GBU-16/B","66"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","GBU-24/B","33"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","GBU-24B/B","33"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","GBU-27","33"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","GBU-28B/B","53"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","LOFAR (90) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","LOFAR (95) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","Mk-36 DST","1"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","Mk-40 DST","1"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","Mk-41 DST","1"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","Mk-46 Mod5","92"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","Mk-50","89"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","Mk-57 Mine","14"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","Mk-59 DST","1"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","Mk-60 CAPTOR","14"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","Mk-81","301"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","Mk-82","321"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","Mk-83","167"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","Mk-84","72"
"CV-62 (Forrestal) USS Independence(SLEP) 1997.123-M","1","RIM-7P(v1)","72"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","0","Fuel","43305750"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","120 gallon tank","12"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","1400 liter tank","36"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","20mm Mark 149-4","1350"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","20mm PGU","2759"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","300 gallon tank","20"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","AGM-65B","139"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","AGM-65D","139"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","AGM-65E","76"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","AGM-65F","153"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","AGM-65G","136"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","AGM-84D Harpoon","28"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","AGM-84E SLAM","34"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","AGM-84F Harpoon","51"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","AGM-84H SLAM-ER","21"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","AGM-88B","13"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","AGM-88C","140"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","AIM-120B","239"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","AIM-120C","304"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","AIM-54C ECCM","57"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","AIM-54C","31"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","AIM-7P","558"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","AIM-9M","527"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","B-53 1MT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","B-53 2.5MT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","B-53 5MT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","B-53 9MT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","B-61 10kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","B-61 170kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","B-61 1kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","B-61 340kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","B-61 5kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","B-61 60kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","B-61 80kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","B-83 100kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","B-83 1200kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","B-83 200kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","B-83 25kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","B-83 400kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","B-83 50kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","B-83 800kT","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","Chaff-1","4883"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","DICASS (90) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","DICASS (95) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","DIFAR (90) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","DIFAR (95) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","FPU-6","108"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","FPU-8","108"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","Flare-1","4883"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","GBU-10/B","34"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","GBU-12/B","87"
