DatabaseClass text primary key,MaxRange_m real,ProbDetonate real,IsPenetration integer,BlastCharge_kg real,FragCharge_kg real,RadCharge_kg real,FragMetal_kg real,FragFragment_kg real,FragSpread real
"BlastFragAir0.7kg","384.2014081","0.85","0","0.252","0.217","0.0252","0.231","0.000742765","0.3"
"BlastFragAir0.8kg","421.7405123","0.85","0","0.288","0.248","0.0288","0.264","0.000846154","0.3"
"BlastFragAir0.9kg","455.8620609","0.85","0","0.324","0.279","0.0324","0.297","0.00094586","0.3"
"BlastFragAir1kg","487.8470117","0.85","0","0.36","0.31","0.036","0.33","0.001044304","0.3"
"BlastFragAir1.1kg","520.2197861","0.85","0","0.393414298","0.342723801","0.03934143","0.363861901","0.001147829","0.3"
"BlastFragAir1.2kg","549.90629","0.85","0","0.426604077","0.375597282","0.042660408","0.397798641","0.001247018","0.3"
"BlastFragAir1.3kg","579.3176999","0.85","0","0.459588091","0.408607939","0.045958809","0.43180397","0.001349387","0.3"
"BlastFragAir1.4kg","606.2923496","0.85","0","0.492382203","0.441745198","0.04923822","0.465872599","0.001446809","0.3"
"BlastFragAir1.5kg","632.0958238","0.85","0","0.525","0.475","0.0525","0.5","0.00154321","0.3"
"BlastFragAir1.6kg","658.1111863","0.85","0","0.557453255","0.508364497","0.055745325","0.534182248","0.001643638","0.3"
"BlastFragAir1.7kg","681.9080061","0.85","0","0.589752265","0.541831823","0.058975227","0.568415912","0.001738275","0.3"
"BlastFragAir1.8kg","706.1462351","0.85","0","0.621906115","0.575395923","0.062190611","0.602697962","0.001837494","0.3"
"BlastFragAir1.9kg","728.2500907","0.85","0","0.653922877","0.609051415","0.065392288","0.637025708","0.001930381","0.3"
"BlastFragAir2kg","749.5892161","0.85","0","0.685809774","0.642793484","0.068580977","0.671396742","0.002022279","0.3"
"BlastFragAir2.1kg","771.6271735","0.85","0","0.717573305","0.676617797","0.07175733","0.705808898","0.002119546","0.3"
"BlastFragAir2.2kg","791.6124432","0.85","0","0.749219347","0.710520435","0.074921935","0.740260218","0.002209732","0.3"
"BlastFragAir2.3kg","812.4316308","0.85","0","0.780753247","0.744497835","0.078075325","0.774748918","0.0023058","0.3"
"BlastFragAir2.4kg","831.2299402","0.85","0","0.812179882","0.778546745","0.081217988","0.809273373","0.0023943","0.3"
"BlastFragAir2.5kg","849.4785438","0.85","0","0.843503725","0.812664183","0.084350372","0.843832092","0.002481859","0.3"
"BlastFragAir2.6kg","868.7222461","0.85","0","0.874728889","0.846847407","0.087472889","0.878423704","0.002576023","0.3"
"BlastFragAir2.7kg","885.9781509","0.85","0","0.905859172","0.881093885","0.090585917","0.913046943","0.002661944","0.3"
"BlastFragAir2.8kg","904.319197","0.85","0","0.93689809","0.915401273","0.093689809","0.947700637","0.002754944","0.3"
"BlastFragAir2.9kg","920.6838839","0.85","0","0.967848906","0.949767396","0.096784891","0.982383698","0.002839259","0.3"
"BlastFragAir3kg","936.629439","0.85","0","0.998714661","0.984190226","0.099871466","1.017095113","0.002922687","0.3"
"BlastFragAir3.1kg","953.7708892","0.85","0","1.029498191","1.018667873","0.102949819","1.051833936","0.003013851","0.3"
"BlastFragAir3.2kg","968.9490812","0.85","0","1.060202148","1.053198568","0.106020215","1.086599284","0.003095724","0.3"
"BlastFragAir3.3kg","985.3877118","0.85","0","1.090829021","1.087780653","0.109082902","1.121390326","0.003185768","0.3"
"BlastFragAir3.4kg","999.8658298","0.85","0","1.121381146","1.122412569","0.112138115","1.156206285","0.003266119","0.3"
"BlastFragAir3.5kg","1014.011417","0.85","0","1.151860722","1.157092852","0.115186072","1.191046426","0.003345636","0.3"
"BlastFragAir3.6kg","1029.497886","0.85","0","1.182269823","1.191820118","0.118226982","1.225910059","0.003433922","0.3"
"BlastFragAir3.7kg","1043.028277","0.85","0","1.212610407","1.226593062","0.121261041","1.260796531","0.003511968","0.3"
"BlastFragAir3.8kg","1057.947966","0.85","0","1.242884325","1.26141045","0.124288433","1.295705225","0.003599181","0.3"
"BlastFragAir3.9kg","1070.910569","0.85","0","1.273093334","1.296271111","0.127309333","1.330635555","0.003675789","0.3"
"BlastFragAir4kg","1083.601705","0.85","0","1.303239097","1.331173936","0.13032391","1.365586968","0.003751613","0.3"
"BlastFragAir4.1kg","1097.742618","0.85","0","1.333323196","1.36611787","0.13333232","1.400558935","0.003837148","0.3"
"BlastFragAir4.2kg","1109.927234","0.85","0","1.363347135","1.40110191","0.136334713","1.435550955","0.003911583","0.3"
"BlastFragAir4.3kg","1123.599032","0.85","0","1.393312347","1.436125102","0.139331235","1.470562551","0.003996094","0.3"
"BlastFragAir4.4kg","1135.312059","0.85","0","1.423220198","1.471186535","0.14232202","1.505593267","0.004069171","0.3"
"BlastFragAir4.5kg","1146.798652","0.85","0","1.453071992","1.506285339","0.145307199","1.540642669","0.004141513","0.3"
"BlastFragAir4.6kg","1159.818892","0.85","0","1.482868975","1.541420684","0.148286897","1.575710342","0.004224425","0.3"
"BlastFragAir4.7kg","1170.879883","0.85","0","1.512612338","1.576591775","0.151261234","1.610795887","0.004295456","0.3"
"BlastFragAir4.8kg","1183.503988","0.85","0","1.542303222","1.611797852","0.154230322","1.645898926","0.004377391","0.3"
"BlastFragAir4.9kg","1194.166015","0.85","0","1.571942722","1.647038185","0.157194272","1.681019093","0.00444714","0.3"
"BlastFragAir5kg","1204.63598","0.85","0","1.601531885","1.682312077","0.160153189","1.716156038","0.0045162","0.3"
"BlastFragAir5.2kg","1226.811799","0.85","0","1.660563191","1.752957873","0.166056319","1.786478936","0.004664436","0.3"
"BlastFragAir5.4kg","1248.305242","0.85","0","1.719404735","1.823730177","0.171940473","1.856865088","0.004810531","0.3"
"BlastFragAir5.6kg","1269.154263","0.85","0","1.778063547","1.894624302","0.177806355","1.927312151","0.00495453","0.3"
"BlastFragAir5.8kg","1289.393594","0.85","0","1.836546158","1.965635895","0.183654616","1.997817947","0.005096474","0.3"
"BlastFragAir6kg","1307.224264","0.85","0","1.894858645","2.036760903","0.189485865","2.068380452","0.005223183","0.3"
"BlastFragAir6.2kg","1326.328828","0.85","0","1.953006681","2.107995546","0.195300668","2.138997773","0.005360897","0.3"
"BlastFragAir6.4kg","1344.912756","0.85","0","2.010995574","2.179336284","0.201099557","2.209668142","0.005496687","0.3"
"BlastFragAir6.6kg","1363.001057","0.85","0","2.068830297","2.250779802","0.20688303","2.280389901","0.005630592","0.3"
"BlastFragAir6.8kg","1380.616928","0.85","0","2.126515524","2.322322984","0.212651552","2.351161492","0.005762651","0.3"
"BlastFragAir7kg","1395.922345","0.85","0","2.184055654","2.393962897","0.218405565","2.421981449","0.005878596","0.3"
"BlastFragAir7.2kg","1412.651355","0.85","0","2.241454833","2.465696778","0.224145483","2.492848389","0.006006864","0.3"
"BlastFragAir7.4kg","1428.968861","0.85","0","2.298716978","2.537522015","0.229871698","2.563761007","0.0061334","0.3"
"BlastFragAir7.6kg","1444.892349","0.85","0","2.355845793","2.609436138","0.235584579","2.634718069","0.006258238","0.3"
"BlastFragAir7.8kg","1460.438197","0.85","0","2.412844787","2.681436809","0.241284479","2.705718404","0.006381411","0.3"
"BlastFragAir8kg","1473.747735","0.85","0","2.46971729","2.753521807","0.246971729","2.776760903","0.006487759","0.3"
"BlastFragAir8.2kg","1488.580646","0.85","0","2.526466465","2.825689023","0.252646647","2.847844512","0.006607528","0.3"
"BlastFragAir8.4kg","1503.079694","0.85","0","2.583095321","2.897936453","0.258309532","2.918968226","0.006725733","0.3"
"BlastFragAir8.6kg","1517.257653","0.85","0","2.639606723","2.970262185","0.263960672","2.990131092","0.006842405","0.3"
"BlastFragAir8.8kg","1531.12657","0.85","0","2.696003402","3.042664398","0.26960034","3.061332199","0.006957573","0.3"
"BlastFragAir9kg","1542.81975","0.85","0","2.752287968","3.115141355","0.275228797","3.132570677","0.007055339","0.3"
"BlastFragAir9.2kg","1556.103068","0.85","0","2.80846291","3.187691393","0.280846291","3.203845697","0.00716744","0.3"
"BlastFragAir9.4kg","1569.109988","0.85","0","2.864530614","3.260312924","0.286453061","3.275156462","0.007278125","0.3"
"BlastFragAir9.59999999999999kg","1581.850153","0.85","0","2.920493361","3.333004426","0.292049336","3.346502213","0.007387422","0.3"
"BlastFragAir9.79999999999999kg","1594.332715","0.85","0","2.976353337","3.405764442","0.297635334","3.417882221","0.007495356","0.3"
"BlastFragAir9.99999999999999kg","1604.691914","0.85","0","3.032112641","3.478591572","0.303211264","3.489295786","0.007585426","0.3"
"BlastFragAir10.5kg","1633.306975","0.85","0","3.171083482","3.660944346","0.317108348","3.667972173","0.007837547","0.3"
"BlastFragAir11kg","1660.540764","0.85","0","3.309466884","3.843688744","0.330946688","3.846844372","0.008081606","0.3"
"BlastFragAir11.5kg","1686.500196","0.85","0","3.447289571","4.026806953","0.344728957","4.025903476","0.008317982","0.3"
"BlastFragAir12kg","1711.280562","0.85","0","3.584575935","4.21028271","0.358457594","4.205141355","0.008547035","0.3"
"BlastFragAir12.5kg","1734.967173","0.85","0","3.721348337","4.394101108","0.372134834","4.384550554","0.008769101","0.3"
"BlastFragAir13kg","1757.636717","0.85","0","3.857627347","4.578248435","0.385762735","4.564124218","0.008984496","0.3"
"BlastFragAir13.5kg","1779.358383","0.85","0","3.993431951","4.762712032","0.399343195","4.743856016","0.009193519","0.3"
"BlastFragAir14kg","1800.194814","0.85","0","4.128779728","4.947480181","0.412877973","4.923740091","0.009396451","0.3"
"BlastFragAir14.5kg","1820.202907","0.85","0","4.263686999","5.132542","0.4263687","5.103771","0.009593555","0.3"
"BlastFragAir15kg","1839.434489","0.85","0","4.398168962","5.317887359","0.439816896","5.283943679","0.009785081","0.3"
"BlastFragAir15.5kg","1857.936904","0.85","0","4.532239798","5.503506802","0.45322398","5.464253401","0.009971265","0.3"
"BlastFragAir16kg","1875.75351","0.85","0","4.665912774","5.689391484","0.466591277","5.644695742","0.01015233","0.3"
"BlastFragAir16.5kg","1892.924109","0.85","0","4.799200327","5.875533116","0.479920033","5.825266558","0.010328487","0.3"
"BlastFragAir17kg","1909.485326","0.85","0","4.93211414","6.061923906","0.493211414","6.005961953","0.010499933","0.3"
"BlastFragAir17.5kg","1925.470929","0.85","0","5.06466521","6.248556527","0.506466521","6.186778263","0.010666859","0.3"
"BlastFragAir18kg","1940.91212","0.85","0","5.196863903","6.435424065","0.51968639","6.367712032","0.010829442","0.3"
"BlastFragAir18.5kg","1955.837779","0.85","0","5.328720009","6.622519994","0.532872001","6.548759997","0.010987852","0.3"
"BlastFragAir19kg","1970.274691","0.85","0","5.460242791","6.80983814","0.546024279","6.72991907","0.01114225","0.3"
"BlastFragAir19.5kg","1984.247734","0.85","0","5.591441021","6.997372653","0.559144102","6.911186326","0.011292788","0.3"
"BlastFragAir20kg","1997.780059","0.85","0","5.722323024","7.185117984","0.572232302","7.092558992","0.011439611","0.3"
"BlastFragAir20.5kg","2010.893237","0.85","0","5.852896707","7.373068862","0.585289671","7.274034431","0.011582857","0.3"
"BlastFragAir21kg","2023.607401","0.85","0","5.983169592","7.561220272","0.598316959","7.455610136","0.011722657","0.3"
"BlastFragAir21.5kg","2035.941363","0.85","0","6.113148841","7.749567439","0.611314884","7.63728372","0.011859136","0.3"
"BlastFragAir22kg","2047.912731","0.85","0","6.242841285","7.93810581","0.624284128","7.819052905","0.011992412","0.3"
"BlastFragAir22.5kg","2059.538001","0.85","0","6.372253443","8.126831038","0.637225344","8.000915519","0.012122599","0.3"
"BlastFragAir23kg","2070.83265","0.85","0","6.501391545","8.31573897","0.650139154","8.182869485","0.012249805","0.3"
"BlastFragAir23.5kg","2081.811213","0.85","0","6.630261549","8.504825634","0.663026155","8.364912817","0.012374131","0.3"
"BlastFragAir24kg","2092.48736","0.85","0","6.75886916","8.694087226","0.675886916","8.547043613","0.012495678","0.3"
"BlastFragAir24.5kg","2102.873957","0.85","0","6.887219847","8.883520102","0.688721985","8.729260051","0.012614538","0.3"
"BlastFragAir25kg","2112.983128","0.85","0","7.015318852","9.073120765","0.701531885","8.911560383","0.012730801","0.3"
"BlastFragAir25.5kg","2122.826309","0.85","0","7.143171211","9.26288586","0.714317121","9.09394293","0.012844552","0.3"
"BlastFragAir26kg","2132.414297","0.85","0","7.270781759","9.452812161","0.727078176","9.27640608","0.012955874","0.3"
"BlastFragAir26.5kg","2141.757296","0.85","0","7.398155149","9.642896568","0.739815515","9.458948284","0.013064846","0.3"
"BlastFragAir27kg","2150.864958","0.85","0","7.525295854","9.833136097","0.752529585","9.641568049","0.013171541","0.3"
"BlastFragAir27.5kg","2159.74642","0.85","0","7.652208185","10.02352788","0.765220818","9.824263938","0.013276032","0.3"
"BlastFragAir28kg","2168.410339","0.85","0","7.778896294","10.21406914","0.777889629","10.00703457","0.013378388","0.3"
"BlastFragAir28.5kg","2176.864926","0.85","0","7.905364186","10.40475721","0.790536419","10.1898786","0.013478675","0.3"
"BlastFragAir29kg","2185.117972","0.85","0","8.031615724","10.59558952","0.803161572","10.37279476","0.013576956","0.3"
"BlastFragAir29.5kg","2193.176875","0.85","0","8.15765464","10.78656357","0.815765464","10.55578179","0.013673292","0.3"
"BlastFragAir30kg","2201.048669","0.85","0","8.283484536","10.97767698","0.828348454","10.73883849","0.013767742","0.3"
"BlastFragAir31kg","2216.257359","0.85","0","8.534531095","11.3603126","0.85345311","11.1051563","0.013951201","0.3"
"BlastFragAir32kg","2230.793798","0.85","0","8.784781934","11.74347871","0.878478193","11.47173936","0.014127758","0.3"
"BlastFragAir33kg","2244.70317","0.85","0","9.034261927","12.12715872","0.903426193","11.83857936","0.014297801","0.3"
"BlastFragAir34kg","2258.026617","0.85","0","9.282994442","12.51133704","0.928299444","12.20566852","0.014461693","0.3"
"BlastFragAir35kg","2270.801682","0.85","0","9.531001468","12.89599902","0.953100147","12.57299951","0.014619767","0.3"
"BlastFragAir36kg","2283.062708","0.85","0","9.77830374","13.28113084","0.977830374","12.94056542","0.014772335","0.3"
"BlastFragAir37kg","2294.841172","0.85","0","10.02492084","13.66671944","1.002492084","13.30835972","0.014919686","0.3"
"BlastFragAir38kg","2306.165984","0.85","0","10.27087129","14.05275247","1.027087129","13.67637624","0.015062088","0.3"
"BlastFragAir39kg","2317.063748","0.85","0","10.51617264","14.43921824","1.051617264","14.04460912","0.015199793","0.3"
"BlastFragAir40kg","2327.558993","0.85","0","10.76084153","14.82610565","1.076084153","14.41305282","0.015333035","0.3"
"BlastFragAir41kg","2337.674368","0.85","0","11.00489379","15.21340414","1.100489379","14.78170207","0.015462031","0.3"
"BlastFragAir42kg","2347.430829","0.85","0","11.24834444","15.60110371","1.124834444","15.15055185","0.015586988","0.3"
"BlastFragAir43kg","2356.84779","0.85","0","11.49120783","15.98919478","1.149120783","15.51959739","0.015708095","0.3"
"BlastFragAir44kg","2365.943268","0.85","0","11.7334976","16.37766827","1.17334976","15.88883413","0.015825532","0.3"
"BlastFragAir45kg","2374.734005","0.85","0","11.9752268","16.76651546","1.19752268","16.25825773","0.015939468","0.3"
"BlastFragAir46kg","2383.235585","0.85","0","12.2164079","17.15572807","1.22164079","16.62786403","0.016050062","0.3"
"BlastFragAir47kg","2391.462528","0.85","0","12.45705279","17.54529814","1.245705279","16.99764907","0.016157461","0.3"
"BlastFragAir48kg","2399.428383","0.85","0","12.6971729","17.93521807","1.26971729","17.36760903","0.016261806","0.3"
"BlastFragAir49kg","2407.145811","0.85","0","12.93677916","18.32548056","1.293677916","17.73774028","0.016363229","0.3"
"BlastFragAir50kg","2414.626652","0.85","0","13.17588206","18.71607863","1.317588206","18.10803931","0.016461854","0.3"
"BlastFragAir52.5kg","2442.167741","0.85","0","13.7715022","19.69399853","1.37715022","19.03449927","0.016829796","0.3"
"BlastFragAir55kg","2471.238434","0.85","0","14.36418516","20.67387656","1.436418516","19.96193828","0.017223415","0.3"
"BlastFragAir57.5kg","2499.727094","0.85","0","14.95406453","21.65562364","1.495406453","20.89031182","0.017614091","0.3"
"BlastFragAir60kg","2525.62959","0.85","0","15.5412623","22.63915847","1.55412623","21.81957923","0.017973294","0.3"
"BlastFragAir62.5kg","2551.189637","0.85","0","16.12589025","23.6244065","1.612589025","22.74970325","0.018331751","0.3"
"BlastFragAir65kg","2574.430439","0.85","0","16.70805124","24.61129917","1.670805124","23.68064959","0.018660874","0.3"
"BlastFragAir67.5kg","2597.512436","0.85","0","17.28784021","25.5997732","1.728784021","24.6123866","0.018991039","0.3"
"BlastFragAir70kg","2618.492874","0.85","0","17.86534503","26.58976998","1.786534503","25.54488499","0.01929372","0.3"
"BlastFragAir72.5kg","2639.456876","0.85","0","18.44064733","27.58123511","1.844064733","26.47811756","0.019598903","0.3"
"BlastFragAir75kg","2658.499651","0.85","0","19.01382309","28.57411794","1.901382309","27.41205897","0.019878215","0.3"
"BlastFragAir77.5kg","2668.128586","0.85","0","19.58494321","29.56837119","1.958494321","28.3466856","0.020018846","0.3"
"BlastFragAir80kg","2676.343634","0.85","0","20.15407403","30.56395065","2.015407403","29.28197532","0.02013891","0.3"
"BlastFragAir82.5kg","2685.051571","0.85","0","20.72127774","31.56081484","2.072127774","30.21790742","0.020266873","0.3"
"BlastFragAir85kg","2692.457389","0.85","0","21.28661275","32.55892483","2.128661275","31.15446242","0.020375711","0.3"
"BlastFragAir87.5kg","2700.377571","0.85","0","21.85013404","33.55824397","2.185013404","32.09162199","0.020492734","0.3"
"BlastFragAir90kg","2707.090619","0.85","0","22.41189345","34.5587377","2.241189345","33.02936885","0.020591876","0.3"
"BlastFragAir92.5kg","2714.33137","0.85","0","22.97193992","35.56037339","2.297193992","33.96768669","0.020699383","0.3"
"BlastFragAir95kg","2720.44663","0.85","0","23.53031977","36.56312015","2.353031977","34.90656008","0.020790089","0.3"
"BlastFragAir97.5kg","2727.096962","0.85","0","24.08707687","37.56694876","2.408707687","35.84597438","0.020889262","0.3"
"BlastFragAir100kg","2732.692687","0.85","0","24.64225283","38.57183145","2.464225283","36.78591572","0.020972586","0.3"
"BlastFragAir105kg","2762.923384","0.85","0","25.74801755","40.58465497","2.574801755","38.66732748","0.021434217","0.3"
"BlastFragAir110kg","2791.267944","0.85","0","26.8479079","42.60139473","2.68479079","40.55069737","0.021872005","0.3"
"BlastFragAir115kg","2817.903982","0.85","0","27.94219108","44.62187261","2.794219108","42.43593631","0.022287782","0.3"
"BlastFragAir120kg","2842.986957","0.85","0","29.03111105","46.64592597","2.903111105","44.32296298","0.022683195","0.3"
"BlastFragAir125kg","2866.653589","0.85","0","30.11489139","48.67340574","3.011489139","46.21170287","0.023059732","0.3"
"BlastFragAir130kg","2889.024659","0.85","0","31.19373781","50.70417479","3.119373781","48.1020874","0.023418738","0.3"
"BlastFragAir135kg","2910.207307","0.85","0","32.26784017","52.73810655","3.226784017","49.99405328","0.023761432","0.3"
"BlastFragAir140kg","2930.29694","0.85","0","33.33737426","54.77508383","3.333737426","51.88754191","0.024088924","0.3"
"BlastFragAir145kg","2949.37882","0.85","0","34.40250329","56.8149978","3.440250329","53.7824989","0.024402223","0.3"
"BlastFragAir150kg","2967.529402","0.85","0","35.46337924","58.85774717","3.546337924","55.67887359","0.024702251","0.3"
"BlastFragAir155kg","2984.817458","0.85","0","36.52014392","60.90323739","3.652014392","57.57661869","0.024989852","0.3"
"BlastFragAir160kg","3001.305033","0.85","0","37.57293","62.95138","3.757293","59.47569","0.025265799","0.3"
"BlastFragAir165kg","3017.048261","0.85","0","38.62186185","65.0020921","3.862186185","61.37604605","0.025530801","0.3"
"BlastFragAir170kg","3032.098059","0.85","0","39.66705631","67.0552958","3.966705631","63.2776479","0.025785513","0.3"
"BlastFragAir175kg","3046.500729","0.85","0","40.70862332","69.11091778","4.070862332","65.18045889","0.026030535","0.3"
"BlastFragAir180kg","3060.298475","0.85","0","41.74666657","71.16888895","4.174666657","67.08444448","0.026266423","0.3"
"BlastFragAir185kg","3073.529856","0.85","0","42.78128395","73.22914403","4.278128395","68.98957202","0.026493691","0.3"
"BlastFragAir190kg","3086.230168","0.85","0","43.81256809","75.29162127","4.381256809","70.89581064","0.026712815","0.3"
"BlastFragAir195kg","3098.431793","0.85","0","44.84060672","77.35626219","4.484060672","72.80313109","0.026924235","0.3"
"BlastFragAir200kg","3110.164494","0.85","0","45.86548307","79.42301129","4.586548307","74.71150564","0.027128361","0.3"
"BlastFragAir205kg","3121.455679","0.85","0","46.88727622","81.49181585","4.688727622","76.62090793","0.027325573","0.3"
"BlastFragAir210kg","3132.330627","0.85","0","47.90606138","83.56262574","4.790606138","78.53131287","0.027516227","0.3"
"BlastFragAir215kg","3142.8127","0.85","0","48.9219102","85.6353932","4.89219102","80.4426966","0.027700653","0.3"
"BlastFragAir220kg","3152.923517","0.85","0","49.93489096","87.7100727","4.993489096","82.35503635","0.027879159","0.3"
"BlastFragAir225kg","3162.683121","0.85","0","50.94506886","89.78662076","5.094506886","84.26831038","0.028052034","0.3"
"BlastFragAir230kg","3172.110114","0.85","0","51.95250619","91.86499587","5.195250619","86.18249794","0.028219547","0.3"
"BlastFragAir235kg","3181.221793","0.85","0","52.95726256","93.9451583","5.295726256","88.09757915","0.028381952","0.3"
"BlastFragAir240kg","3190.034259","0.85","0","53.95939499","96.02707","5.395939499","90.013535","0.028539485","0.3"
"BlastFragAir245kg","3198.562519","0.85","0","54.95895818","98.11069455","5.495895818","91.93034727","0.028692368","0.3"
"BlastFragAir250kg","3206.820582","0.85","0","55.95600455","100.195997","5.595600455","93.84799848","0.028840811","0.3"
"BlastFragAir255kg","3226.848233","0.85","0","56.95058446","102.2829437","5.695058446","95.76647185","0.029205999","0.3"
"BlastFragAir260kg","3246.450621","0.85","0","57.94274626","104.3715025","5.794274626","97.68575125","0.029565905","0.3"
"BlastFragAir265kg","3265.642308","0.85","0","58.93253648","106.4616423","5.893253648","99.60582117","0.029920643","0.3"
"BlastFragAir270kg","3284.437149","0.85","0","59.91999985","108.5533334","5.991999985","101.5266667","0.030270324","0.3"
"BlastFragAir275kg","3302.848339","0.85","0","60.90517948","110.646547","6.090517948","103.4482735","0.030615056","0.3"
"BlastFragAir280kg","3320.888451","0.85","0","61.8881169","112.7412554","6.18881169","105.3706277","0.030954944","0.3"
"BlastFragAir285kg","3338.569474","0.85","0","62.86885214","114.8374319","6.286885214","107.293716","0.031290089","0.3"
"BlastFragAir290kg","3355.902855","0.85","0","63.84742384","116.9350508","6.384742384","109.2175254","0.031620592","0.3"
"BlastFragAir295kg","3372.899522","0.85","0","64.82386932","119.0340871","6.482386932","111.1420436","0.031946549","0.3"
"BlastFragAir300kg","3389.569923","0.85","0","65.7982246","121.1345169","6.57982246","113.0672585","0.032268053","0.3"
"BlastFragAir305kg","3405.924049","0.85","0","66.77052454","123.236317","6.677052454","114.9931585","0.032585197","0.3"
"BlastFragAir310kg","3421.97146","0.85","0","67.74080283","125.3394648","6.774080283","116.9197324","0.032898068","0.3"
"BlastFragAir315kg","3437.721313","0.85","0","68.70909208","127.4439386","6.870909208","118.8469693","0.033206753","0.3"
"BlastFragAir320kg","3453.18238","0.85","0","69.67542386","129.5497174","6.967542386","120.7748587","0.033511337","0.3"
"BlastFragAir325kg","3468.363071","0.85","0","70.63982876","131.6567808","7.063982876","122.7033904","0.033811901","0.3"
"BlastFragAir330kg","3483.271455","0.85","0","71.60233644","133.765109","7.160233644","124.6325545","0.034108526","0.3"
"BlastFragAir335kg","3497.915274","0.85","0","72.56297562","135.8746829","7.256297562","126.5623415","0.034401289","0.3"
"BlastFragAir340kg","3512.301966","0.85","0","73.52177422","137.9854839","7.352177422","128.4927419","0.034690265","0.3"
"BlastFragAir345kg","3526.438674","0.85","0","74.47875929","140.0974938","7.447875929","130.4237469","0.034975529","0.3"
"BlastFragAir350kg","3540.332266","0.85","0","75.43395713","142.2106952","7.543395713","132.3553476","0.035257152","0.3"
"BlastFragAir355kg","3553.989348","0.85","0","76.38739325","144.3250712","7.638739325","134.2875356","0.035535204","0.3"
"BlastFragAir360kg","3567.416275","0.85","0","77.33909249","146.440605","7.733909249","136.2203025","0.035809754","0.3"
"BlastFragAir365kg","3580.619164","0.85","0","78.28907896","148.5572807","7.828907896","138.1536403","0.036080867","0.3"
"BlastFragAir370kg","3593.603909","0.85","0","79.23737613","150.6750826","7.923737613","140.0875413","0.03634861","0.3"
"BlastFragAir375kg","3606.376185","0.85","0","80.18400683","152.7939954","8.018400683","142.0219977","0.036613044","0.3"
"BlastFragAir380kg","3618.941466","0.85","0","81.12899327","154.9140045","8.112899327","143.9570022","0.036874232","0.3"
"BlastFragAir385kg","3631.305027","0.85","0","82.07235711","157.0350953","8.207235711","145.8925476","0.037132234","0.3"
"BlastFragAir390kg","3643.47196","0.85","0","83.0141194","159.1572537","8.30141194","147.8286269","0.037387108","0.3"
"BlastFragAir395kg","3655.447176","0.85","0","83.95430068","161.2804662","8.395430068","149.7652331","0.037638913","0.3"
"BlastFragAir400kg","3667.235418","0.85","0","84.89292097","163.4047194","8.489292097","151.7023597","0.037887702","0.3"
"BlastFragAir420kg","3712.60798","0.85","0","88.63217535","171.9118831","8.863217535","159.4559416","0.038853787","0.3"
"BlastFragAir440kg","3755.32906","0.85","0","92.34793223","180.4347118","9.234793223","167.2173559","0.039775774","0.3"
"BlastFragAir450kg","3775.770335","0.85","0","94.1973369","184.7017754","9.41973369","171.1008877","0.040221177","0.3"
"BlastFragAir460kg","3795.635081","0.85","0","96.04126045","188.972493","9.604126045","174.9862465","0.040656656","0.3"
"BlastFragAir480kg","3833.734188","0.85","0","99.71313579","197.5245761","9.971313579","182.7622881","0.041499157","0.3"
"BlastFragAir500kg","3869.810481","0.85","0","103.3644526","206.0903649","10.33644526","190.5451825","0.042305769","0.3"
"BlastFragAir520kg","3924.629847","0.85","0","106.9960338","214.6693108","10.69960338","198.3346554","0.043551747","0.3"
"BlastFragAir540kg","3977.47173","0.85","0","110.6086387","223.2609075","11.06086387","206.1304538","0.044772036","0.3"
"BlastFragAir550kg","4003.189013","0.85","0","112.4080469","227.5613021","11.24080469","210.030651","0.045372791","0.3"
"BlastFragAir560kg","4028.45603","0.85","0","114.2029706","231.8646863","11.42029706","213.9323431","0.045967414","0.3"
"BlastFragAir580kg","4077.692048","0.85","0","117.7796822","240.4802119","11.77796822","221.7401059","0.047138628","0.3"
"BlastFragAir600kg","4125.279728","0.85","0","121.3393815","249.107079","12.13393815","229.5535395","0.048286399","0.3"
"BlastFragAir620kg","4171.310725","0.85","0","124.8826357","257.7449096","12.48826357","237.3724548","0.049411419","0.3"
"BlastFragAir640kg","4215.869316","0.85","0","128.4099755","266.3933497","12.84099755","245.1966748","0.050514354","0.3"
"BlastFragAir650kg","4237.620975","0.85","0","130.1678341","270.7214439","13.01678341","249.110722","0.051057742","0.3"
"BlastFragAir660kg","4259.033189","0.85","0","131.9218983","275.0520678","13.19218983","253.0260339","0.051595847","0.3"
"BlastFragAir680kg","4300.874124","0.85","0","135.4188717","283.7207522","13.54188717","260.8603761","0.052656515","0.3"
"BlastFragAir700kg","4341.458592","0.85","0","138.9013352","292.3991099","13.89013352","268.6995549","0.053696953","0.3"
"BlastFragAir720kg","4380.848272","0.85","0","142.3697037","301.0868642","14.23697037","276.5434321","0.054717735","0.3"
"BlastFragAir740kg","4419.100506","0.85","0","145.8243687","309.7837542","14.58243687","284.3918771","0.055719412","0.3"
"BlastFragAir750kg","4437.816916","0.85","0","147.546679","314.1355474","14.7546679","288.3177737","0.056213253","0.3"
"BlastFragAir760kg","4456.268707","0.85","0","149.2657007","318.4895328","14.92657007","292.2447664","0.056702516","0.3"
"BlastFragAir780kg","4492.402709","0.85","0","152.6940507","327.2039662","15.26940507","300.1019831","0.05766756","0.3"
"BlastFragAir800kg","4527.549085","0.85","0","156.1097516","335.9268323","15.61097516","307.9634161","0.058615039","0.3"
