DatabaseClass text,LauncherId numeric,Item text,Quantity numeric
"F1615ocu IB3E 2002-L","4","Mk-82","1"
"F1615ocu IB3E 2002-L","5","Flare-1","30"
"F1615ocu IB3E 2002-L","6","Chaff-1","30"
"F1615ocu IB3E 2002-L","7","20mm PGU","46"
"F1615ocu IB3E 2004-L","0","AIM-9X","2"
"F1615ocu IB3E 2004-L","1","AIM-120C5","2"
"F1615ocu IB3E 2004-L","2","Mk-82","8"
"F1615ocu IB3E 2004-L","3","370 gallon wing tank","2"
"F1615ocu IB3E 2004-L","4","Mk-82","1"
"F1615ocu IB3E 2004-L","5","Flare-1","30"
"F1615ocu IB3E 2004-L","6","Chaff-1","30"
"F1615ocu IB3E 2004-L","7","20mm PGU","46"
"F1615ocu IB3E 2006-L","0","AIM-9X","2"
"F1615ocu IB3E 2006-L","1","AIM-120C7","2"
"F1615ocu IB3E 2006-L","2","Mk-82","8"
"F1615ocu IB3E 2006-L","3","370 gallon wing tank","2"
"F1615ocu IB3E 2006-L","4","Mk-82","1"
"F1615ocu IB3E 2006-L","5","Flare-1","30"
"F1615ocu IB3E 2006-L","6","Chaff-1","30"
"F1615ocu IB3E 2006-L","7","20mm PGU","46"
"F1615ocu IB3E 2010-L","0","AIM-9X","2"
"F1615ocu IB3E 2010-L","1","AIM-120D","2"
"F1615ocu IB3E 2010-L","2","Mk-82","8"
"F1615ocu IB3E 2010-L","3","370 gallon wing tank","2"
"F1615ocu IB3E 2010-L","4","Mk-82","1"
"F1615ocu IB3E 2010-L","5","Flare-1","30"
"F1615ocu IB3E 2010-L","6","Chaff-1","30"
"F1615ocu IB3E 2010-L","7","20mm PGU","46"
"F1620 SM1 1996-L","0","AIM-9M","2"
"F1620 SM1 1996-L","1","AIM-120B","2"
"F1620 SM1 1996-L","2","AGM-84D Harpoon","2"
"F1620 SM1 1996-L","3","AGM-65G","2"
"F1620 SM1 1996-L","4","300 gallon wing tank","1"
"F1620 SM1 1996-L","5","Flare-1","30"
"F1620 SM1 1996-L","6","Chaff-1","30"
"F1620 SM1 1996-L","7","20mm PGU","46"
"F1620 SM1 1998-L","0","AIM-9M","2"
"F1620 SM1 1998-L","1","AIM-120C","2"
"F1620 SM1 1998-L","2","AGM-84D Harpoon","2"
"F1620 SM1 1998-L","3","AGM-65G","2"
"F1620 SM1 1998-L","4","300 gallon wing tank","1"
"F1620 SM1 1998-L","5","Flare-1","30"
"F1620 SM1 1998-L","6","Chaff-1","30"
"F1620 SM1 1998-L","7","20mm PGU","46"
"F1620 SM1 2002-L","0","AIM-9M","2"
"F1620 SM1 2002-L","1","AIM-120C5","2"
"F1620 SM1 2002-L","2","AGM-84D Harpoon","2"
"F1620 SM1 2002-L","3","AGM-65G","2"
"F1620 SM1 2002-L","4","300 gallon wing tank","1"
"F1620 SM1 2002-L","5","Flare-1","30"
"F1620 SM1 2002-L","6","Chaff-1","30"
"F1620 SM1 2002-L","7","20mm PGU","46"
"F1620 SM1 2004-L","0","AIM-9X","2"
"F1620 SM1 2004-L","1","AIM-120C5","2"
"F1620 SM1 2004-L","2","AGM-84D Harpoon","2"
"F1620 SM1 2004-L","3","AGM-65G","2"
"F1620 SM1 2004-L","4","300 gallon wing tank","1"
"F1620 SM1 2004-L","5","Flare-1","30"
"F1620 SM1 2004-L","6","Chaff-1","30"
"F1620 SM1 2004-L","7","20mm PGU","46"
"F1620 SM1 2006-L","0","AIM-9X","2"
"F1620 SM1 2006-L","1","AIM-120C7","2"
"F1620 SM1 2006-L","2","AGM-84D Harpoon","2"
"F1620 SM1 2006-L","3","AGM-65G","2"
"F1620 SM1 2006-L","4","300 gallon wing tank","1"
"F1620 SM1 2006-L","5","Flare-1","30"
"F1620 SM1 2006-L","6","Chaff-1","30"
"F1620 SM1 2006-L","7","20mm PGU","46"
"F1620 SM1 2010-L","0","AIM-9X","2"
"F1620 SM1 2010-L","1","AIM-120D","2"
"F1620 SM1 2010-L","2","AGM-84D Harpoon","2"
"F1620 SM1 2010-L","3","AGM-65G","2"
"F1620 SM1 2010-L","4","300 gallon wing tank","1"
"F1620 SM1 2010-L","5","Flare-1","30"
"F1620 SM1 2010-L","6","Chaff-1","30"
"F1620 SM1 2010-L","7","20mm PGU","46"
"F1630b AW1 1991-L","0","AIM-9M","2"
"F1630b AW1 1991-L","1","AIM-120A","2"
"F1630b AW1 1991-L","2","AIM-120A","2"
"F1630b AW1 1991-L","3","",""
"F1630b AW1 1991-L","4","300 gallon wing tank","1"
"F1630b AW1 1991-L","5","Flare-1","30"
"F1630b AW1 1991-L","6","Chaff-1","30"
"F1630b AW1 1991-L","7","20mm PGU","46"
"F1630b AW1 1995-L","0","AIM-9M","2"
"F1630b AW1 1995-L","1","AIM-120B","2"
"F1630b AW1 1995-L","2","AIM-120B","2"
"F1630b AW1 1995-L","3","",""
"F1630b AW1 1995-L","4","300 gallon wing tank","1"
"F1630b AW1 1995-L","5","Flare-1","30"
"F1630b AW1 1995-L","6","Chaff-1","30"
"F1630b AW1 1995-L","7","20mm PGU","46"
"F1630b AW1 1998-L","0","AIM-9M","2"
"F1630b AW1 1998-L","1","AIM-120C","2"
"F1630b AW1 1998-L","2","AIM-120C","2"
"F1630b AW1 1998-L","3","",""
"F1630b AW1 1998-L","4","300 gallon wing tank","1"
"F1630b AW1 1998-L","5","Flare-1","30"
"F1630b AW1 1998-L","6","Chaff-1","30"
"F1630b AW1 1998-L","7","20mm PGU","46"
"F1630b AW1 2002-L","0","AIM-9M","2"
"F1630b AW1 2002-L","1","AIM-120C5","2"
"F1630b AW1 2002-L","2","AIM-120C5","2"
"F1630b AW1 2002-L","3","",""
"F1630b AW1 2002-L","4","300 gallon wing tank","1"
"F1630b AW1 2002-L","5","Flare-1","30"
"F1630b AW1 2002-L","6","Chaff-1","30"
"F1630b AW1 2002-L","7","20mm PGU","46"
"F1630b AW1 2004-L","0","AIM-9X","2"
"F1630b AW1 2004-L","1","AIM-120C5","2"
"F1630b AW1 2004-L","2","AIM-120C5","2"
"F1630b AW1 2004-L","3","",""
"F1630b AW1 2004-L","4","300 gallon wing tank","1"
"F1630b AW1 2004-L","5","Flare-1","30"
"F1630b AW1 2004-L","6","Chaff-1","30"
"F1630b AW1 2004-L","7","20mm PGU","46"
"F1630b AW1 2006-L","0","AIM-9X","2"
"F1630b AW1 2006-L","1","AIM-120C7","2"
"F1630b AW1 2006-L","2","AIM-120C7","2"
"F1630b AW1 2006-L","3","",""
"F1630b AW1 2006-L","4","300 gallon wing tank","1"
"F1630b AW1 2006-L","5","Flare-1","30"
"F1630b AW1 2006-L","6","Chaff-1","30"
"F1630b AW1 2006-L","7","20mm PGU","46"
"F1630b AW1 2010-L","0","AIM-9X","2"
"F1630b AW1 2010-L","1","AIM-120D","2"
"F1630b AW1 2010-L","2","AIM-120D","2"
"F1630b AW1 2010-L","3","",""
"F1630b AW1 2010-L","4","300 gallon wing tank","1"
"F1630b AW1 2010-L","5","Flare-1","30"
"F1630b AW1 2010-L","6","Chaff-1","30"
"F1630b AW1 2010-L","7","20mm PGU","46"
"F1630b AW1E 1991-L","0","AIM-9M","2"
"F1630b AW1E 1991-L","1","AIM-120A","2"
"F1630b AW1E 1991-L","2","AIM-120A","2"
"F1630b AW1E 1991-L","3","370 gallon wing tank","2"
"F1630b AW1E 1991-L","4","300 gallon wing tank","1"
"F1630b AW1E 1991-L","5","Flare-1","30"
"F1630b AW1E 1991-L","6","Chaff-1","30"
"F1630b AW1E 1991-L","7","20mm PGU","46"
"F1630b AW1E 1995-L","0","AIM-9M","2"
"F1630b AW1E 1995-L","1","AIM-120B","2"
"F1630b AW1E 1995-L","2","AIM-120B","2"
"F1630b AW1E 1995-L","3","370 gallon wing tank","2"
"F1630b AW1E 1995-L","4","300 gallon wing tank","1"
"F1630b AW1E 1995-L","5","Flare-1","30"
"F1630b AW1E 1995-L","6","Chaff-1","30"
"F1630b AW1E 1995-L","7","20mm PGU","46"
"F1630b AW1E 1998-L","0","AIM-9M","2"
"F1630b AW1E 1998-L","1","AIM-120C","2"
"F1630b AW1E 1998-L","2","AIM-120C","2"
"F1630b AW1E 1998-L","3","370 gallon wing tank","2"
"F1630b AW1E 1998-L","4","300 gallon wing tank","1"
"F1630b AW1E 1998-L","5","Flare-1","30"
"F1630b AW1E 1998-L","6","Chaff-1","30"
"F1630b AW1E 1998-L","7","20mm PGU","46"
"F1630b AW1E 2002-L","0","AIM-9M","2"
"F1630b AW1E 2002-L","1","AIM-120C5","2"
"F1630b AW1E 2002-L","2","AIM-120C5","2"
"F1630b AW1E 2002-L","3","370 gallon wing tank","2"
"F1630b AW1E 2002-L","4","300 gallon wing tank","1"
"F1630b AW1E 2002-L","5","Flare-1","30"
"F1630b AW1E 2002-L","6","Chaff-1","30"
"F1630b AW1E 2002-L","7","20mm PGU","46"
"F1630b AW1E 2004-L","0","AIM-9X","2"
"F1630b AW1E 2004-L","1","AIM-120C5","2"
"F1630b AW1E 2004-L","2","AIM-120C5","2"
"F1630b AW1E 2004-L","3","370 gallon wing tank","2"
"F1630b AW1E 2004-L","4","300 gallon wing tank","1"
"F1630b AW1E 2004-L","5","Flare-1","30"
"F1630b AW1E 2004-L","6","Chaff-1","30"
"F1630b AW1E 2004-L","7","20mm PGU","46"
"F1630b AW1E 2006-L","0","AIM-9X","2"
"F1630b AW1E 2006-L","1","AIM-120C7","2"
"F1630b AW1E 2006-L","2","AIM-120C7","2"
"F1630b AW1E 2006-L","3","370 gallon wing tank","2"
"F1630b AW1E 2006-L","4","300 gallon wing tank","1"
"F1630b AW1E 2006-L","5","Flare-1","30"
"F1630b AW1E 2006-L","6","Chaff-1","30"
"F1630b AW1E 2006-L","7","20mm PGU","46"
"F1630b AW1E 2010-L","0","AIM-9X","2"
"F1630b AW1E 2010-L","1","AIM-120D","2"
"F1630b AW1E 2010-L","2","AIM-120D","2"
"F1630b AW1E 2010-L","3","370 gallon wing tank","2"
"F1630b AW1E 2010-L","4","300 gallon wing tank","1"
"F1630b AW1E 2010-L","5","Flare-1","30"
"F1630b AW1E 2010-L","6","Chaff-1","30"
"F1630b AW1E 2010-L","7","20mm PGU","46"
"F1630b IB1 1991-L","0","AIM-9M","2"
"F1630b IB1 1991-L","1","AIM-120A","2"
"F1630b IB1 1991-L","2","Mk-84","2"
"F1630b IB1 1991-L","3","Mk-84","2"
"F1630b IB1 1991-L","4","Mk-83","1"
"F1630b IB1 1991-L","5","Flare-1","30"
"F1630b IB1 1991-L","6","Chaff-1","30"
"F1630b IB1 1991-L","7","20mm PGU","46"
"F1630b IB1 1995-L","0","AIM-9M","2"
"F1630b IB1 1995-L","1","AIM-120B","2"
"F1630b IB1 1995-L","2","Mk-84","2"
"F1630b IB1 1995-L","3","Mk-84","2"
"F1630b IB1 1995-L","4","Mk-83","1"
"F1630b IB1 1995-L","5","Flare-1","30"
"F1630b IB1 1995-L","6","Chaff-1","30"
"F1630b IB1 1995-L","7","20mm PGU","46"
"F1630b IB1 1998-L","0","AIM-9M","2"
"F1630b IB1 1998-L","1","AIM-120C","2"
"F1630b IB1 1998-L","2","Mk-84","2"
"F1630b IB1 1998-L","3","Mk-84","2"
"F1630b IB1 1998-L","4","Mk-83","1"
"F1630b IB1 1998-L","5","Flare-1","30"
"F1630b IB1 1998-L","6","Chaff-1","30"
"F1630b IB1 1998-L","7","20mm PGU","46"
"F1630b IB1 2002-L","0","AIM-9M","2"
"F1630b IB1 2002-L","1","AIM-120C5","2"
"F1630b IB1 2002-L","2","Mk-84","2"
"F1630b IB1 2002-L","3","Mk-84","2"
"F1630b IB1 2002-L","4","Mk-83","1"
"F1630b IB1 2002-L","5","Flare-1","30"
"F1630b IB1 2002-L","6","Chaff-1","30"
"F1630b IB1 2002-L","7","20mm PGU","46"
"F1630b IB1 2004-L","0","AIM-9X","2"
"F1630b IB1 2004-L","1","AIM-120C5","2"
"F1630b IB1 2004-L","2","Mk-84","2"
"F1630b IB1 2004-L","3","Mk-84","2"
"F1630b IB1 2004-L","4","Mk-83","1"
"F1630b IB1 2004-L","5","Flare-1","30"
"F1630b IB1 2004-L","6","Chaff-1","30"
"F1630b IB1 2004-L","7","20mm PGU","46"
"F1630b IB1 2006-L","0","AIM-9X","2"
"F1630b IB1 2006-L","1","AIM-120C7","2"
"F1630b IB1 2006-L","2","Mk-84","2"
"F1630b IB1 2006-L","3","Mk-84","2"
"F1630b IB1 2006-L","4","Mk-83","1"
"F1630b IB1 2006-L","5","Flare-1","30"
"F1630b IB1 2006-L","6","Chaff-1","30"
"F1630b IB1 2006-L","7","20mm PGU","46"
"F1630b IB1 2010-L","0","AIM-9X","2"
"F1630b IB1 2010-L","1","AIM-120D","2"
"F1630b IB1 2010-L","2","Mk-84","2"
"F1630b IB1 2010-L","3","Mk-84","2"
"F1630b IB1 2010-L","4","Mk-83","1"
"F1630b IB1 2010-L","5","Flare-1","30"
"F1630b IB1 2010-L","6","Chaff-1","30"
"F1630b IB1 2010-L","7","20mm PGU","46"
"F1630b IB1E 1991-L","0","AIM-9M","2"
"F1630b IB1E 1991-L","1","AIM-120A","2"
"F1630b IB1E 1991-L","2","Mk-84","2"
"F1630b IB1E 1991-L","3","370 gallon wing tank","2"
"F1630b IB1E 1991-L","4","Mk-83","1"
"F1630b IB1E 1991-L","5","Flare-1","30"
"F1630b IB1E 1991-L","6","Chaff-1","30"
"F1630b IB1E 1991-L","7","20mm PGU","46"
"F1630b IB1E 1995-L","0","AIM-9M","2"
"F1630b IB1E 1995-L","1","AIM-120B","2"
"F1630b IB1E 1995-L","2","Mk-84","2"
"F1630b IB1E 1995-L","3","370 gallon wing tank","2"
"F1630b IB1E 1995-L","4","Mk-83","1"
"F1630b IB1E 1995-L","5","Flare-1","30"
"F1630b IB1E 1995-L","6","Chaff-1","30"
"F1630b IB1E 1995-L","7","20mm PGU","46"
"F1630b IB1E 1998-L","0","AIM-9M","2"
"F1630b IB1E 1998-L","1","AIM-120C","2"
"F1630b IB1E 1998-L","2","Mk-84","2"
"F1630b IB1E 1998-L","3","370 gallon wing tank","2"
"F1630b IB1E 1998-L","4","Mk-83","1"
"F1630b IB1E 1998-L","5","Flare-1","30"
"F1630b IB1E 1998-L","6","Chaff-1","30"
"F1630b IB1E 1998-L","7","20mm PGU","46"
"F1630b IB1E 2002-L","0","AIM-9M","2"
"F1630b IB1E 2002-L","1","AIM-120C5","2"
"F1630b IB1E 2002-L","2","Mk-84","2"
"F1630b IB1E 2002-L","3","370 gallon wing tank","2"
"F1630b IB1E 2002-L","4","Mk-83","1"
"F1630b IB1E 2002-L","5","Flare-1","30"
"F1630b IB1E 2002-L","6","Chaff-1","30"
"F1630b IB1E 2002-L","7","20mm PGU","46"
"F1630b IB1E 2004-L","0","AIM-9X","2"
"F1630b IB1E 2004-L","1","AIM-120C5","2"
"F1630b IB1E 2004-L","2","Mk-84","2"
"F1630b IB1E 2004-L","3","370 gallon wing tank","2"
"F1630b IB1E 2004-L","4","Mk-83","1"
"F1630b IB1E 2004-L","5","Flare-1","30"
"F1630b IB1E 2004-L","6","Chaff-1","30"
"F1630b IB1E 2004-L","7","20mm PGU","46"
"F1630b IB1E 2006-L","0","AIM-9X","2"
"F1630b IB1E 2006-L","1","AIM-120C7","2"
"F1630b IB1E 2006-L","2","Mk-84","2"
"F1630b IB1E 2006-L","3","370 gallon wing tank","2"
"F1630b IB1E 2006-L","4","Mk-83","1"
"F1630b IB1E 2006-L","5","Flare-1","30"
"F1630b IB1E 2006-L","6","Chaff-1","30"
"F1630b IB1E 2006-L","7","20mm PGU","46"
"F1630b IB1E 2010-L","0","AIM-9X","2"
"F1630b IB1E 2010-L","1","AIM-120D","2"
"F1630b IB1E 2010-L","2","Mk-84","2"
"F1630b IB1E 2010-L","3","370 gallon wing tank","2"
"F1630b IB1E 2010-L","4","Mk-83","1"
"F1630b IB1E 2010-L","5","Flare-1","30"
"F1630b IB1E 2010-L","6","Chaff-1","30"
"F1630b IB1E 2010-L","7","20mm PGU","46"
"F1630b IB2 1991-L","0","AIM-9M","2"
"F1630b IB2 1991-L","1","AIM-120A","2"
"F1630b IB2 1991-L","2","Mk-83","4"
"F1630b IB2 1991-L","3","Mk-83","4"
"F1630b IB2 1991-L","4","Mk-83","1"
"F1630b IB2 1991-L","5","Flare-1","30"
"F1630b IB2 1991-L","6","Chaff-1","30"
"F1630b IB2 1991-L","7","20mm PGU","46"
"F1630b IB2 1995-L","0","AIM-9M","2"
"F1630b IB2 1995-L","1","AIM-120B","2"
"F1630b IB2 1995-L","2","Mk-83","4"
"F1630b IB2 1995-L","3","Mk-83","4"
"F1630b IB2 1995-L","4","Mk-83","1"
"F1630b IB2 1995-L","5","Flare-1","30"
"F1630b IB2 1995-L","6","Chaff-1","30"
"F1630b IB2 1995-L","7","20mm PGU","46"
"F1630b IB2 1998-L","0","AIM-9M","2"
"F1630b IB2 1998-L","1","AIM-120C","2"
"F1630b IB2 1998-L","2","Mk-83","4"
"F1630b IB2 1998-L","3","Mk-83","4"
"F1630b IB2 1998-L","4","Mk-83","1"
"F1630b IB2 1998-L","5","Flare-1","30"
"F1630b IB2 1998-L","6","Chaff-1","30"
"F1630b IB2 1998-L","7","20mm PGU","46"
"F1630b IB2 2002-L","0","AIM-9M","2"
"F1630b IB2 2002-L","1","AIM-120C5","2"
"F1630b IB2 2002-L","2","Mk-83","4"
"F1630b IB2 2002-L","3","Mk-83","4"
"F1630b IB2 2002-L","4","Mk-83","1"
"F1630b IB2 2002-L","5","Flare-1","30"
"F1630b IB2 2002-L","6","Chaff-1","30"
"F1630b IB2 2002-L","7","20mm PGU","46"
"F1630b IB2 2004-L","0","AIM-9X","2"
"F1630b IB2 2004-L","1","AIM-120C5","2"
"F1630b IB2 2004-L","2","Mk-83","4"
"F1630b IB2 2004-L","3","Mk-83","4"
"F1630b IB2 2004-L","4","Mk-83","1"
"F1630b IB2 2004-L","5","Flare-1","30"
"F1630b IB2 2004-L","6","Chaff-1","30"
"F1630b IB2 2004-L","7","20mm PGU","46"
"F1630b IB2 2006-L","0","AIM-9X","2"
"F1630b IB2 2006-L","1","AIM-120C7","2"
"F1630b IB2 2006-L","2","Mk-83","4"
"F1630b IB2 2006-L","3","Mk-83","4"
"F1630b IB2 2006-L","4","Mk-83","1"
"F1630b IB2 2006-L","5","Flare-1","30"
"F1630b IB2 2006-L","6","Chaff-1","30"
"F1630b IB2 2006-L","7","20mm PGU","46"
"F1630b IB2 2010-L","0","AIM-9X","2"
"F1630b IB2 2010-L","1","AIM-120D","2"
"F1630b IB2 2010-L","2","Mk-83","4"
"F1630b IB2 2010-L","3","Mk-83","4"
"F1630b IB2 2010-L","4","Mk-83","1"
"F1630b IB2 2010-L","5","Flare-1","30"
"F1630b IB2 2010-L","6","Chaff-1","30"
"F1630b IB2 2010-L","7","20mm PGU","46"
"F1630b IB2E 1991-L","0","AIM-9M","2"
"F1630b IB2E 1991-L","1","AIM-120A","2"
"F1630b IB2E 1991-L","2","Mk-83","4"
"F1630b IB2E 1991-L","3","370 gallon wing tank","2"
"F1630b IB2E 1991-L","4","Mk-83","1"
"F1630b IB2E 1991-L","5","Flare-1","30"
"F1630b IB2E 1991-L","6","Chaff-1","30"
"F1630b IB2E 1991-L","7","20mm PGU","46"
"F1630b IB2E 1995-L","0","AIM-9M","2"
"F1630b IB2E 1995-L","1","AIM-120B","2"
"F1630b IB2E 1995-L","2","Mk-83","4"
"F1630b IB2E 1995-L","3","370 gallon wing tank","2"
"F1630b IB2E 1995-L","4","Mk-83","1"
"F1630b IB2E 1995-L","5","Flare-1","30"
"F1630b IB2E 1995-L","6","Chaff-1","30"
"F1630b IB2E 1995-L","7","20mm PGU","46"
"F1630b IB2E 1998-L","0","AIM-9M","2"
"F1630b IB2E 1998-L","1","AIM-120C","2"
"F1630b IB2E 1998-L","2","Mk-83","4"
"F1630b IB2E 1998-L","3","370 gallon wing tank","2"
"F1630b IB2E 1998-L","4","Mk-83","1"
"F1630b IB2E 1998-L","5","Flare-1","30"
"F1630b IB2E 1998-L","6","Chaff-1","30"
"F1630b IB2E 1998-L","7","20mm PGU","46"
"F1630b IB2E 2002-L","0","AIM-9M","2"
"F1630b IB2E 2002-L","1","AIM-120C5","2"
"F1630b IB2E 2002-L","2","Mk-83","4"
"F1630b IB2E 2002-L","3","370 gallon wing tank","2"
"F1630b IB2E 2002-L","4","Mk-83","1"
"F1630b IB2E 2002-L","5","Flare-1","30"
"F1630b IB2E 2002-L","6","Chaff-1","30"
"F1630b IB2E 2002-L","7","20mm PGU","46"
"F1630b IB2E 2004-L","0","AIM-9X","2"
"F1630b IB2E 2004-L","1","AIM-120C5","2"
"F1630b IB2E 2004-L","2","Mk-83","4"
"F1630b IB2E 2004-L","3","370 gallon wing tank","2"
"F1630b IB2E 2004-L","4","Mk-83","1"
"F1630b IB2E 2004-L","5","Flare-1","30"
"F1630b IB2E 2004-L","6","Chaff-1","30"
"F1630b IB2E 2004-L","7","20mm PGU","46"
"F1630b IB2E 2006-L","0","AIM-9X","2"
"F1630b IB2E 2006-L","1","AIM-120C7","2"
"F1630b IB2E 2006-L","2","Mk-83","4"
"F1630b IB2E 2006-L","3","370 gallon wing tank","2"
"F1630b IB2E 2006-L","4","Mk-83","1"
"F1630b IB2E 2006-L","5","Flare-1","30"
"F1630b IB2E 2006-L","6","Chaff-1","30"
"F1630b IB2E 2006-L","7","20mm PGU","46"
"F1630b IB2E 2010-L","0","AIM-9X","2"
"F1630b IB2E 2010-L","1","AIM-120D","2"
"F1630b IB2E 2010-L","2","Mk-83","4"
"F1630b IB2E 2010-L","3","370 gallon wing tank","2"
"F1630b IB2E 2010-L","4","Mk-83","1"
"F1630b IB2E 2010-L","5","Flare-1","30"
"F1630b IB2E 2010-L","6","Chaff-1","30"
"F1630b IB2E 2010-L","7","20mm PGU","46"
"F1630b IB3 1991-L","0","AIM-9M","2"
"F1630b IB3 1991-L","1","AIM-120A","2"
"F1630b IB3 1991-L","2","Mk-82","8"
"F1630b IB3 1991-L","3","Mk-82","12"
"F1630b IB3 1991-L","4","Mk-83","1"
"F1630b IB3 1991-L","5","Flare-1","30"
"F1630b IB3 1991-L","6","Chaff-1","30"
"F1630b IB3 1991-L","7","20mm PGU","46"
"F1630b IB3 1995-L","0","AIM-9M","2"
"F1630b IB3 1995-L","1","AIM-120B","2"
"F1630b IB3 1995-L","2","Mk-82","8"
"F1630b IB3 1995-L","3","Mk-82","12"
"F1630b IB3 1995-L","4","Mk-83","1"
"F1630b IB3 1995-L","5","Flare-1","30"
"F1630b IB3 1995-L","6","Chaff-1","30"
"F1630b IB3 1995-L","7","20mm PGU","46"
"F1630b IB3 1998-L","0","AIM-9M","2"
"F1630b IB3 1998-L","1","AIM-120C","2"
"F1630b IB3 1998-L","2","Mk-82","8"
"F1630b IB3 1998-L","3","Mk-82","12"
"F1630b IB3 1998-L","4","Mk-83","1"
"F1630b IB3 1998-L","5","Flare-1","30"
"F1630b IB3 1998-L","6","Chaff-1","30"
"F1630b IB3 1998-L","7","20mm PGU","46"
"F1630b IB3 2002-L","0","AIM-9M","2"
"F1630b IB3 2002-L","1","AIM-120C5","2"
"F1630b IB3 2002-L","2","Mk-82","8"
"F1630b IB3 2002-L","3","Mk-82","12"
"F1630b IB3 2002-L","4","Mk-83","1"
"F1630b IB3 2002-L","5","Flare-1","30"
"F1630b IB3 2002-L","6","Chaff-1","30"
"F1630b IB3 2002-L","7","20mm PGU","46"
"F1630b IB3 2004-L","0","AIM-9X","2"
"F1630b IB3 2004-L","1","AIM-120C5","2"
"F1630b IB3 2004-L","2","Mk-82","8"
"F1630b IB3 2004-L","3","Mk-82","12"
"F1630b IB3 2004-L","4","Mk-83","1"
"F1630b IB3 2004-L","5","Flare-1","30"
"F1630b IB3 2004-L","6","Chaff-1","30"
"F1630b IB3 2004-L","7","20mm PGU","46"
"F1630b IB3 2006-L","0","AIM-9X","2"
"F1630b IB3 2006-L","1","AIM-120C7","2"
"F1630b IB3 2006-L","2","Mk-82","8"
"F1630b IB3 2006-L","3","Mk-82","12"
"F1630b IB3 2006-L","4","Mk-83","1"
"F1630b IB3 2006-L","5","Flare-1","30"
"F1630b IB3 2006-L","6","Chaff-1","30"
"F1630b IB3 2006-L","7","20mm PGU","46"
"F1630b IB3 2010-L","0","AIM-9X","2"
"F1630b IB3 2010-L","1","AIM-120D","2"
"F1630b IB3 2010-L","2","Mk-82","8"
"F1630b IB3 2010-L","3","Mk-82","12"
"F1630b IB3 2010-L","4","Mk-83","1"
"F1630b IB3 2010-L","5","Flare-1","30"
"F1630b IB3 2010-L","6","Chaff-1","30"
"F1630b IB3 2010-L","7","20mm PGU","46"
"F1630b IB3E 1991-L","0","AIM-9M","2"
"F1630b IB3E 1991-L","1","AIM-120A","2"
"F1630b IB3E 1991-L","2","Mk-82","8"
"F1630b IB3E 1991-L","3","370 gallon wing tank","2"
"F1630b IB3E 1991-L","4","Mk-83","1"
"F1630b IB3E 1991-L","5","Flare-1","30"
"F1630b IB3E 1991-L","6","Chaff-1","30"
"F1630b IB3E 1991-L","7","20mm PGU","46"
"F1630b IB3E 1995-L","0","AIM-9M","2"
"F1630b IB3E 1995-L","1","AIM-120B","2"
"F1630b IB3E 1995-L","2","Mk-82","8"
"F1630b IB3E 1995-L","3","370 gallon wing tank","2"
"F1630b IB3E 1995-L","4","Mk-83","1"
"F1630b IB3E 1995-L","5","Flare-1","30"
"F1630b IB3E 1995-L","6","Chaff-1","30"
"F1630b IB3E 1995-L","7","20mm PGU","46"
"F1630b IB3E 1998-L","0","AIM-9M","2"
"F1630b IB3E 1998-L","1","AIM-120C","2"
"F1630b IB3E 1998-L","2","Mk-82","8"
"F1630b IB3E 1998-L","3","370 gallon wing tank","2"
"F1630b IB3E 1998-L","4","Mk-83","1"
"F1630b IB3E 1998-L","5","Flare-1","30"
"F1630b IB3E 1998-L","6","Chaff-1","30"
"F1630b IB3E 1998-L","7","20mm PGU","46"
"F1630b IB3E 2002-L","0","AIM-9M","2"
"F1630b IB3E 2002-L","1","AIM-120C5","2"
"F1630b IB3E 2002-L","2","Mk-82","8"
"F1630b IB3E 2002-L","3","370 gallon wing tank","2"
"F1630b IB3E 2002-L","4","Mk-83","1"
"F1630b IB3E 2002-L","5","Flare-1","30"
"F1630b IB3E 2002-L","6","Chaff-1","30"
"F1630b IB3E 2002-L","7","20mm PGU","46"
"F1630b IB3E 2004-L","0","AIM-9X","2"
"F1630b IB3E 2004-L","1","AIM-120C5","2"
"F1630b IB3E 2004-L","2","Mk-82","8"
"F1630b IB3E 2004-L","3","370 gallon wing tank","2"
"F1630b IB3E 2004-L","4","Mk-83","1"
"F1630b IB3E 2004-L","5","Flare-1","30"
"F1630b IB3E 2004-L","6","Chaff-1","30"
"F1630b IB3E 2004-L","7","20mm PGU","46"
"F1630b IB3E 2006-L","0","AIM-9X","2"
"F1630b IB3E 2006-L","1","AIM-120C7","2"
"F1630b IB3E 2006-L","2","Mk-82","8"
"F1630b IB3E 2006-L","3","370 gallon wing tank","2"
"F1630b IB3E 2006-L","4","Mk-83","1"
"F1630b IB3E 2006-L","5","Flare-1","30"
"F1630b IB3E 2006-L","6","Chaff-1","30"
"F1630b IB3E 2006-L","7","20mm PGU","46"
"F1630b IB3E 2010-L","0","AIM-9X","2"
"F1630b IB3E 2010-L","1","AIM-120D","2"
"F1630b IB3E 2010-L","2","Mk-82","8"
"F1630b IB3E 2010-L","3","370 gallon wing tank","2"
"F1630b IB3E 2010-L","4","Mk-83","1"
"F1630b IB3E 2010-L","5","Flare-1","30"
"F1630b IB3E 2010-L","6","Chaff-1","30"
"F1630b IB3E 2010-L","7","20mm PGU","46"
"F1630b IB4 1991-L","0","AIM-9M","2"
