DatabaseClass numeric,SensorClass numeric,SensorAz numeric
"P-3C AIP Orion","APS-137","0"
"P-3C AIP Orion","ASQ-81 MAD","180"
"P-3C AIP Orion","Eyeball 20/10","0"
"P-3C AIP Orion","Eyeball 20/10b","0"
"P-3C AIP Orion","Eyeball 20/10c","0"
"P-3C II Orion","AAS-36 FLIR","0"
"P-3C II Orion","AAS-36 LLTV","0"
"P-3C II Orion","ALR-66 RWR","0"
"P-3C II Orion","APS-116","0"
"P-3C II Orion","ASQ-81 MAD","180"
"P-3C II Orion","Eyeball 20/10","0"
"P-3C II Orion","Eyeball 20/10b","0"
"P-3C II Orion","Eyeball 20/10c","0"
"P-3C III Orion","AAS-36 FLIR","0"
"P-3C III Orion","AAS-36 LLTV","0"
"P-3C III Orion","ALR-66 RWR","0"
"P-3C III Orion","APS-116","0"
"P-3C III Orion","ASQ-81 MAD","180"
"P-3C III Orion","Eyeball 20/10","0"
"P-3C III Orion","Eyeball 20/10b","0"
"P-3C III Orion","Eyeball 20/10c","0"
"P-3C Orion","AAS-36 LLTV","0"
"P-3C Orion","ALR-66 RWR","0"
"P-3C Orion","APS-116","0"
"P-3C Orion","ASQ-81 MAD","180"
"P-3C Orion","Eyeball 20/10","0"
"P-3C Orion","Eyeball 20/10b","0"
"P-3C Orion","Eyeball 20/10c","0"
"P-3C UIP Orion","AAS-36 FLIR","0"
"P-3C UIP Orion","AAS-36 LLTV","0"
"P-3C UIP Orion","ALR-66 RWR","0"
"P-3C UIP Orion","APS-137","0"
"P-3C UIP Orion","ASQ-81 MAD","180"
"P-3C UIP Orion","Eyeball 20/10","0"
"P-3C UIP Orion","Eyeball 20/10b","0"
"P-3C UIP Orion","Eyeball 20/10c","0"
"P-3F Orion","AAS-36 LLTV","0"
"P-3F Orion","ALR-66 RWR","0"
"P-3F Orion","APS-116","0"
"P-3F Orion","ASQ-81 MAD","180"
"P-3F Orion","Eyeball 20/10","0"
"P-3F Orion","Eyeball 20/10b","0"
"P-3F Orion","Eyeball 20/10c","0"
"P-3M Orion","AMES-C ESM","0"
"P-3M Orion","ASQ-81 MAD","180"
"P-3M Orion","EL/M-2022","0"
"P-3M Orion","Eyeball 20/10","0"
"P-3M Orion","Eyeball 20/10b","0"
"P-3M Orion","Eyeball 20/10c","0"
"P-3P Orion","AAS-36 FLIR","0"
"P-3P Orion","AAS-36 LLTV","0"
"P-3P Orion","ALR-66 RWR","0"
"P-3P Orion","APS-116","0"
"P-3P Orion","ASQ-81 MAD","180"
"P-3P Orion","Eyeball 20/10","0"
"P-3P Orion","Eyeball 20/10b","0"
"P-3P Orion","Eyeball 20/10c","0"
"P-3T Orion","ALR-66 RWR","0"
"P-3T Orion","APS-116","0"
"P-3T Orion","ASQ-81 MAD","180"
"P-3T Orion","Eyeball 20/10","0"
"P-3T Orion","Eyeball 20/10b","0"
"P-3T Orion","Eyeball 20/10c","0"
"P-51D","Eyeball 20/10","0"
"P-51D","Eyeball 20/10d","0"
"P-51D","Eyeball 20/10e","0"
"P-51D","Eyeball 20/10f","0"
"P-8 MPA","ALQ-218 ESM","0"
"P-8 MPA","AN/AAR-54 MAWS","0"
"P-8 MPA","APY-10","0"
"PB Class Cabo Corrientes","Eyeball 20/20","0"
"PB Class Cabo Corrientes","Eyeball 20/20b","0"
"PB Class Cabo Corrientes","Eyeball 20/20c","0"
"PB Class Cabo Corrientes","Eyeball 20/20d","0"
"PB Class Cabo Corrientes","Kelvin Hughes","0"
"PB Class Gavion","Eyeball 20/20","0"
"PB Class Gavion","Eyeball 20/20b","0"
"PB Class Gavion","Eyeball 20/20c","0"
"PB Class Gavion","Eyeball 20/20d","0"
"PB Class Gavion","Raytheon","0"
"PC Class Cormoran","Eyeball 20/20","0"
"PC Class Cormoran","Eyeball 20/20b","0"
"PC Class Cormoran","Eyeball 20/20c","0"
"PC Class Cormoran","Eyeball 20/20d","0"
"PC Class Cormoran","Furuno","0"
"PC Class Jose Ma Palas","Eyeball 20/20","0"
"PC Class Jose Ma Palas","Eyeball 20/20b","0"
"PC Class Jose Ma Palas","Eyeball 20/20c","0"
"PC Class Jose Ma Palas","Eyeball 20/20d","0"
"PC Class Jose Ma Palas","Kelvin Hughes","0"
"PC Class Lazaga","Eyeball 20/20","0"
"PC Class Lazaga","Eyeball 20/20b","0"
"PC Class Lazaga","Eyeball 20/20c","0"
"PC Class Lazaga","Eyeball 20/20d","0"
"PC Class Lazaga","Furuno","0"
"PG01 PGM","Eyeball 20/20","0"
"PG01 PGM","Eyeball 20/20b","0"
"PG01 PGM","Eyeball 20/20c","0"
"PG01 PGM","Eyeball 20/20d","0"
"PG01 PGM","OPS-28","0"
"Patriot PAC-2","Eyeball 20/20","0"
"Patriot PAC-2","Eyeball 20/20b","0"
"Patriot PAC-2","Eyeball 20/20c","0"
"Patriot PAC-2","Eyeball 20/20d","0"
"Patriot PAC-2","MPQ-53","0"
"Patrol Boat","ESM-2","0"
"Patrol Boat","Eyeball 20/20","0"
"Patrol Boat","Eyeball 20/20b","0"
"Patrol Boat","Eyeball 20/20c","0"
"Patrol Boat","Eyeball 20/20d","0"
"Patrol Boat","Generic radar","0"
"Patrol-4100","Eyeball 20/20","0"
"Patrol-4100","Eyeball 20/20b","0"
"Patrol-4100","Eyeball 20/20c","0"
"Patrol-4100","Eyeball 20/20d","0"
"Patrol-4100","Raytheon","0"
"Patrol-4100","SCOUT","0"
"Pelikaan","Eyeball 20/20","0"
"Pelikaan","Eyeball 20/20b","0"
"Pelikaan","Eyeball 20/20c","0"
"Pelikaan","Eyeball 20/20d","0"
"Pelikaan","Furuno","0"
"Penero Boat","Eyeball 20/20","0"
"Penero Boat","Eyeball 20/20b","0"
"Penero Boat","Eyeball 20/20c","0"
"Penero Boat","Eyeball 20/20d","0"
"Pijao SSK","Calypso-III","0"
"Pijao SSK","ISUS-90-11 ACT","0"
"Pijao SSK","ISUS-90-11 PAS","0"
"Pijao SSK","SERO-14","0"
"Pijao SSK","UME-100","0"
"Polar WAGBH","ESM-1.5","0"
"Polar WAGBH","Eyeball 20/20","0"
"Polar WAGBH","Eyeball 20/20b","0"
"Polar WAGBH","Eyeball 20/20c","0"
"Polar WAGBH","Eyeball 20/20d","0"
"Polar WAGBH","SPS-64 SS","0"
"Poolster Improved AOR","AWARE-4","0"
"Poolster Improved AOR","Decca 1226","0"
"Poolster Improved AOR","Eyeball 20/20","0"
"Poolster Improved AOR","Eyeball 20/20b","0"
"Poolster Improved AOR","Eyeball 20/20c","0"
"Poolster Improved AOR","Eyeball 20/20d","0"
"Poolster Improved AOR","SCOUT","0"
"Pr 10410 Svetlyak","ESM-4","0"
"Pr 10410 Svetlyak","Eyeball 20/20","0"
"Pr 10410 Svetlyak","Eyeball 20/20b","0"
"Pr 10410 Svetlyak","Eyeball 20/20c","0"
"Pr 10410 Svetlyak","Eyeball 20/20d","0"
"Pr 10410 Svetlyak","Palm Frond SS","0"
"Pr 10410 Svetlyak","Peel Cone AS/SS","0"
"Pr 10410 Svetlyak","Sheksna VDS","180"
"Pr 10750 Sapfir","ESM-1","0"
"Pr 10750 Sapfir","Eyeball 20/20","0"
"Pr 10750 Sapfir","Eyeball 20/20b","0"
"Pr 10750 Sapfir","Eyeball 20/20c","0"
"Pr 10750 Sapfir","Eyeball 20/20d","0"
"Pr 10750 Sapfir","Generic Mine Hunting Sonar","0"
"Pr 10750 Sapfir","Pechora SS","0"
"Pr 1124M Albatros","Eyeball 20/20","0"
"Pr 1124M Albatros","Eyeball 20/20b","0"
"Pr 1124M Albatros","Eyeball 20/20c","0"
"Pr 1124M Albatros","Eyeball 20/20d","0"
"Pr 1124M Albatros","MG-335 Platina Active","0"
"Pr 1124M Albatros","MG-335 Platina Passive","0"
"Pr 1124M Albatros","Oka-2 DS","180"
"Pr 1124M Albatros","Strut Curve AS/SS","0"
"Pr 1124M Albatros","Watch Dog","0"
"Pr 1124ME Albatros","Eyeball 20/20","0"
"Pr 1124ME Albatros","Eyeball 20/20b","0"
"Pr 1124ME Albatros","Eyeball 20/20c","0"
"Pr 1124ME Albatros","Eyeball 20/20d","0"
"Pr 1124ME Albatros","MG-335 Platina Active","0"
"Pr 1124ME Albatros","MG-335 Platina Passive","0"
"Pr 1124ME Albatros","Oka-2 DS","180"
"Pr 1124ME Albatros","Strut Curve AS/SS","0"
"Pr 1124ME Albatros","Watch Dog","0"
"Pr 1131M","Cross Dome AS/SS","0"
"Pr 1131M","Eyeball 20/20","0"
"Pr 1131M","Eyeball 20/20b","0"
"Pr 1131M","Eyeball 20/20c","0"
"Pr 1131M","Eyeball 20/20d","0"
"Pr 1131M","MG-335 Platina Active","0"
"Pr 1131M","MG-335 Platina Passive","0"
"Pr 1131M","Oka-2 DS","180"
"Pr 1131M","Watch Dog","0"
"Pr 1134 Berkut","4R90 Yatagan 2","0"
"Pr 1134 Berkut","Eyeball 20/20","0"
"Pr 1134 Berkut","Eyeball 20/20b","0"
"Pr 1134 Berkut","Eyeball 20/20c","0"
"Pr 1134 Berkut","Eyeball 20/20d","0"
"Pr 1134 Berkut","Gurzef ESM","0"
"Pr 1134 Berkut","Gurzef-1 ESM","0"
"Pr 1134 Berkut","MG-312 Titan Active","0"
"Pr 1134 Berkut","MR-310U Angara M(Head Net C)","0"
"Pr 1134 Berkut","MR-500 Kliver","0"
"Pr 1134 Berkut","MRP-25 SS","0"
"Pr 1134 Berkut","Vychegda TA Active","180"
"Pr 1134 Berkut","Vychegda TA Passive","180"
"Pr 1134A Berkut","4R60M Grom-M 4","0"
"Pr 1134A Berkut","Eyeball 20/20","0"
"Pr 1134A Berkut","Eyeball 20/20b","0"
"Pr 1134A Berkut","Eyeball 20/20c","0"
"Pr 1134A Berkut","Eyeball 20/20d","0"
"Pr 1134A Berkut","Gurzef ESM","0"
"Pr 1134A Berkut","Gurzef-1 ESM","0"
"Pr 1134A Berkut","MG-332 Titan-2 Active","0"
"Pr 1134A Berkut","MR-310U Angara M(Head Net C)","0"
"Pr 1134A Berkut","MR-600 Voskhod AS","0"
"Pr 1134A Berkut","MRP-25 SS","0"
"Pr 1134A Berkut","Vychegda TA Active","180"
"Pr 1134A Berkut","Vychegda TA Passive","180"
"Pr 1134B Berkut B","Eyeball 20/20","0"
"Pr 1134B Berkut B","Eyeball 20/20b","0"
"Pr 1134B Berkut B","Eyeball 20/20c","0"
"Pr 1134B Berkut B","Eyeball 20/20d","0"
"Pr 1134B Berkut B","Flat Screen AS","0"
"Pr 1134B Berkut B","Head Net AS/SS","0"
"Pr 1134B Berkut B","MG-325 Vega TA","180"
"Pr 1134B Berkut B","MG-332 Titan-2 Active","0"
"Pr 1134B Berkut B","Rum Tub","0"
"Pr 1135 Burevestnik","Bell Shroud","0"
"Pr 1135 Burevestnik","Eyeball 20/20","0"
"Pr 1135 Burevestnik","Eyeball 20/20b","0"
"Pr 1135 Burevestnik","Eyeball 20/20c","0"
"Pr 1135 Burevestnik","Eyeball 20/20d","0"
"Pr 1135 Burevestnik","Head Net AS/SS","0"
"Pr 1135 Burevestnik","MG-325 Vega TA","180"
"Pr 1135 Burevestnik","MG-335 Platina Active","0"
"Pr 1135 Burevestnik","MG-335 Platina Passive","0"
"Pr 1135 Burevestnik","Palm Frond SS","0"
"Pr 11351 Nerey","Bell Shroud","0"
"Pr 11351 Nerey","Eyeball 20/20","0"
"Pr 11351 Nerey","Eyeball 20/20b","0"
"Pr 11351 Nerey","Eyeball 20/20c","0"
"Pr 11351 Nerey","Eyeball 20/20d","0"
"Pr 11351 Nerey","MG-335 Platina Active","0"
"Pr 11351 Nerey","MG-335 Platina Passive","0"
"Pr 11351 Nerey","Peel Cone AS/SS","0"
"Pr 11351 Nerey","Top Plate AS/SS","0"
"Pr 1135M Burevestnik-M","Bell Shroud","0"
"Pr 1135M Burevestnik-M","Eyeball 20/20","0"
"Pr 1135M Burevestnik-M","Eyeball 20/20b","0"
"Pr 1135M Burevestnik-M","Eyeball 20/20c","0"
"Pr 1135M Burevestnik-M","Eyeball 20/20d","0"
"Pr 1135M Burevestnik-M","Head Net AS/SS","0"
"Pr 1135M Burevestnik-M","MG-325 Vega TA","180"
"Pr 1135M Burevestnik-M","MG-335 Platina Active","0"
"Pr 1135M Burevestnik-M","MG-335 Platina Passive","0"
"Pr 1135M Burevestnik-M","Palm Frond SS","0"
"Pr 1143 Krechet","Don 2 SS","0"
"Pr 1143 Krechet","Eyeball 20/20","0"
"Pr 1143 Krechet","Eyeball 20/20b","0"
"Pr 1143 Krechet","Eyeball 20/20c","0"
"Pr 1143 Krechet","Eyeball 20/20d","0"
"Pr 1143 Krechet","Head Lights FC","0"
"Pr 1143 Krechet","MG-325 Vega TA","180"
"Pr 1143 Krechet","MG-335 Platina Active","0"
"Pr 1143 Krechet","MG-335 Platina Passive","0"
"Pr 1143 Krechet","MR-123 Vympel FC","0"
"Pr 1143 Krechet","MR-600 Voskhod AS","0"
"Pr 1143 Krechet","Pop Group FC","0"
"Pr 1143 Krechet","Rum Tub","0"
"Pr 11435 Brezhnev","Eyeball 20/20","0"
"Pr 11435 Brezhnev","Eyeball 20/20b","0"
"Pr 11435 Brezhnev","Eyeball 20/20c","0"
"Pr 11435 Brezhnev","Eyeball 20/20d","0"
"Pr 11435 Brezhnev","MG-335 Platina Active","0"
"Pr 11435 Brezhnev","MG-335 Platina Passive","0"
"Pr 11435 Brezhnev","Palm Frond SS","0"
"Pr 11435 Brezhnev","Sky Watch AS/SS","0"
"Pr 11435 Brezhnev","Wine Flask","0"
"Pr 1144 Orlan","Eyeball 20/20","0"
"Pr 1144 Orlan","Eyeball 20/20b","0"
"Pr 1144 Orlan","Eyeball 20/20c","0"
"Pr 1144 Orlan","Eyeball 20/20d","0"
"Pr 1144 Orlan","MG-325 Vega TA","180"
"Pr 1144 Orlan","MG-342 Orion Active","0"
"Pr 1144 Orlan","Top Pair AS","0"
"Pr 1144 Orlan","Top Plate AS/SS","0"
"Pr 1144 Orlan","Wine Flask","0"
"Pr 11451 Sokol-2","ESM-4","0"
"Pr 11451 Sokol-2","Eyeball 20/20","0"
"Pr 11451 Sokol-2","Eyeball 20/20b","0"
"Pr 11451 Sokol-2","Eyeball 20/20c","0"
"Pr 11451 Sokol-2","Eyeball 20/20d","0"
"Pr 11451 Sokol-2","MG-329 Shelon VDS","180"
"Pr 11451 Sokol-2","Peel Cone AS/SS","0"
"Pr 11540 Yastreb","Cross Dome AS/SS","0"
"Pr 11540 Yastreb","Eyeball 20/20","0"
"Pr 11540 Yastreb","Eyeball 20/20b","0"
"Pr 11540 Yastreb","Eyeball 20/20c","0"
"Pr 11540 Yastreb","Eyeball 20/20d","0"
"Pr 11540 Yastreb","Half Hat","0"
"Pr 11540 Yastreb","MGK-365 Zvezda M-1 Active","0"
"Pr 11540 Yastreb","MGK-365 Zvezda M-1 Passive","0"
"Pr 11540 Yastreb","MGK-365 Zvezda M-1 TA","180"
"Pr 11540 Yastreb","Palm Frond SS","0"
"Pr 11540 Yastreb","Top Plate AS/SS","0"
"Pr 1155 Fregat","Eyeball 20/20","0"
"Pr 1155 Fregat","Eyeball 20/20b","0"
"Pr 1155 Fregat","Eyeball 20/20c","0"
"Pr 1155 Fregat","Eyeball 20/20d","0"
"Pr 1155 Fregat","MGK-355 Polinom Active","0"
"Pr 1155 Fregat","MGK-355 Polinom Passive","0"
"Pr 1155 Fregat","MGK-355TA Polinom TA","180"
"Pr 1155 Fregat","Strut Pair II AS","0"
"Pr 1155 Fregat","Top Plate AS/SS","0"
"Pr 1155 Fregat","Wine Glass","0"
"Pr 11551 Fregat-M","Eyeball 20/20","0"
"Pr 11551 Fregat-M","Eyeball 20/20b","0"
"Pr 11551 Fregat-M","Eyeball 20/20c","0"
"Pr 11551 Fregat-M","Eyeball 20/20d","0"
"Pr 11551 Fregat-M","MGK-355 Polinom Active","0"
"Pr 11551 Fregat-M","MGK-355 Polinom Passive","0"
"Pr 11551 Fregat-M","MGK-355TA Polinom TA","180"
"Pr 11551 Fregat-M","Strut Pair II AS","0"
"Pr 11551 Fregat-M","Top Plate AS/SS","0"
"Pr 11551 Fregat-M","Wine Glass","0"
"Pr 1159TR Koni","Eyeball 20/20","0"
"Pr 1159TR Koni","Eyeball 20/20b","0"
"Pr 1159TR Koni","Eyeball 20/20c","0"
"Pr 1159TR Koni","Eyeball 20/20d","0"
"Pr 1159TR Koni","Gerkules Active","0"
"Pr 1159TR Koni","MR-302M Topaz","0"
"Pr 1159TR Koni","MR-500 Kliver","0"
"Pr 1159TR Koni","Ros'-K VDS","180"
"Pr 1159TR Koni","Watch Dog","0"
"Pr 1159TR Koni(Libya)","Eyeball 20/20","0"
"Pr 1159TR Koni(Libya)","Eyeball 20/20b","0"
"Pr 1159TR Koni(Libya)","Eyeball 20/20c","0"
"Pr 1159TR Koni(Libya)","Eyeball 20/20d","0"
"Pr 1159TR Koni(Libya)","Gerkules Active","0"
"Pr 1159TR Koni(Libya)","MR-302M Topaz","0"
"Pr 1159TR Koni(Libya)","MR-500 Kliver","0"
"Pr 1159TR Koni(Libya)","Ros'-K VDS","180"
"Pr 1159TR Koni(Libya)","Watch Dog","0"
"Pr 1164 Atlant","Eyeball 20/20","0"
"Pr 1164 Atlant","Eyeball 20/20b","0"
"Pr 1164 Atlant","Eyeball 20/20c","0"
"Pr 1164 Atlant","Eyeball 20/20d","0"
"Pr 1164 Atlant","MGK-365 Zvezda-2 Active","0"
"Pr 1164 Atlant","MGK-365 Zvezda-2 Passive","0"
"Pr 1164 Atlant","MR-710 Fregat-M2","0"
"Pr 1164 Atlant","MR-800 Flag","0"
"Pr 1164 Atlant","Rum Tub","0"
"Pr 1164 Atlant","SSN-137 VDS","180"
"Pr 11661 Yastreb","Cross Dome AS/SS","0"
"Pr 11661 Yastreb","ESM-5","0"
"Pr 11661 Yastreb","Eyeball 20/20","0"
"Pr 11661 Yastreb","Eyeball 20/20b","0"
"Pr 11661 Yastreb","Eyeball 20/20c","0"
"Pr 11661 Yastreb","Eyeball 20/20d","0"
"Pr 11661 Yastreb","MGK-365 Zvezda M-1 Active","0"
"Pr 11661 Yastreb","MGK-365 Zvezda M-1 Passive","0"
"Pr 11661 Yastreb","MGK-365 Zvezda M-1 TA","180"
"Pr 1171 Tapir","Don 2 SS","0"
"Pr 1171 Tapir","ESM-1.5","0"
"Pr 1171 Tapir","Eyeball 20/20","0"
"Pr 1171 Tapir","Eyeball 20/20b","0"
"Pr 1171 Tapir","Eyeball 20/20c","0"
"Pr 1171 Tapir","Eyeball 20/20d","0"
"Pr 1206 Kalmar","ESM-1","0"
"Pr 1206 Kalmar","Eyeball 20/20","0"
"Pr 1206 Kalmar","Eyeball 20/20b","0"
"Pr 1206 Kalmar","Eyeball 20/20c","0"
"Pr 1206 Kalmar","Eyeball 20/20d","0"
"Pr 1206 Kalmar","Kivach SS","0"
"Pr 12321 Dzheyran","ESM-1","0"
"Pr 12321 Dzheyran","Eyeball 20/20","0"
"Pr 12321 Dzheyran","Eyeball 20/20b","0"
"Pr 12321 Dzheyran","Eyeball 20/20c","0"
"Pr 12321 Dzheyran","Eyeball 20/20d","0"
"Pr 12321 Dzheyran","Kivach SS","0"
"Pr 12322 Zubr","Curl Stone SS","0"
"Pr 12322 Zubr","ESM-1","0"
"Pr 12322 Zubr","Eyeball 20/20","0"
"Pr 12322 Zubr","Eyeball 20/20b","0"
"Pr 12322 Zubr","Eyeball 20/20c","0"
"Pr 12322 Zubr","Eyeball 20/20d","0"
"Pr 1234 Ovod","34K1 Monolit","0"
"Pr 1234 Ovod","Eyeball 20/20","0"
"Pr 1234 Ovod","Eyeball 20/20b","0"
"Pr 1234 Ovod","Eyeball 20/20c","0"
"Pr 1234 Ovod","Eyeball 20/20d","0"
"Pr 1234 Ovod","Half Hat","0"
"Pr 1234 Ovod","MR-103 Bars","180"
"Pr 1234 Ovod","Peel Pair AS/SS","0"
"Pr 1234 Ovod","Pop Group FC","0"
"Pr 12341 Ovod-1","34K1 Monolit","0"
"Pr 12341 Ovod-1","Eyeball 20/20","0"
"Pr 12341 Ovod-1","Eyeball 20/20b","0"
"Pr 12341 Ovod-1","Eyeball 20/20c","0"
"Pr 12341 Ovod-1","Eyeball 20/20d","0"
"Pr 12341 Ovod-1","Half Hat","0"
"Pr 12341 Ovod-1","MR-123 Vympel FC","180"
"Pr 12341 Ovod-1","Peel Pair AS/SS","0"
"Pr 12341 Ovod-1","Pop Group FC","0"
"Pr 12347 Nakat","34K1 Monolit","0"
"Pr 12347 Nakat","Eyeball 20/20","0"
"Pr 12347 Nakat","Eyeball 20/20b","0"
"Pr 12347 Nakat","Eyeball 20/20c","0"
"Pr 12347 Nakat","Eyeball 20/20d","0"
"Pr 12347 Nakat","Half Hat","0"
"Pr 12347 Nakat","MR-123 Vympel FC","180"
"Pr 12347 Nakat","Peel Pair AS/SS","0"
"Pr 12347 Nakat","Pop Group FC","0"
"Pr 1234E Ovod-E (Libya)","Don 2 SS","0"
"Pr 1234E Ovod-E (Libya)","Eyeball 20/20","0"
"Pr 1234E Ovod-E (Libya)","Eyeball 20/20b","0"
"Pr 1234E Ovod-E (Libya)","Eyeball 20/20c","0"
"Pr 1234E Ovod-E (Libya)","Eyeball 20/20d","0"
"Pr 1234E Ovod-E (Libya)","Half Hat","0"
"Pr 1234E Ovod-E (Libya)","MR-103 Bars","180"
"Pr 1234E Ovod-E (Libya)","MR-331 Rangout","0"
"Pr 1234E Ovod-E (Libya)","Pop Group FC","0"
"Pr 1239 Sivuch","Cross Dome AS/SS","0"
"Pr 1239 Sivuch","ESM-5","0"
"Pr 1239 Sivuch","Eyeball 20/20","0"
"Pr 1239 Sivuch","Eyeball 20/20b","0"
"Pr 1239 Sivuch","Eyeball 20/20c","0"
"Pr 1239 Sivuch","Eyeball 20/20d","0"
"Pr 1239 Sivuch","Half Hat","0"
"Pr 1241.1 Molniya","34K1 Monolit","0"
"Pr 1241.1 Molniya","Eyeball 20/20","0"
"Pr 1241.1 Molniya","Eyeball 20/20b","0"
"Pr 1241.1 Molniya","Eyeball 20/20c","0"
"Pr 1241.1 Molniya","Eyeball 20/20d","0"
"Pr 1241.1 Molniya","Half Hat","0"
"Pr 1241.1 Molniya","MR-123 Vympel FC","0"
"Pr 1241.1 Molniya","Spin Trough SS","0"
"Pr 1241.1M Molniya-M","34K1 Monolit","0"
"Pr 1241.1M Molniya-M","Eyeball 20/20","0"
"Pr 1241.1M Molniya-M","Eyeball 20/20b","0"
"Pr 1241.1M Molniya-M","Eyeball 20/20c","0"
"Pr 1241.1M Molniya-M","Eyeball 20/20d","0"
"Pr 1241.1M Molniya-M","Half Hat","0"
"Pr 1241.1M Molniya-M","MR-123 Vympel FC","0"
"Pr 1241.1M Molniya-M","Spin Trough SS","0"
"Pr 1241.1MR Molniya-MR","34K1 Monolit","0"
"Pr 1241.1MR Molniya-MR","Eyeball 20/20","0"
"Pr 1241.1MR Molniya-MR","Eyeball 20/20b","0"
"Pr 1241.1MR Molniya-MR","Eyeball 20/20c","0"
"Pr 1241.1MR Molniya-MR","Eyeball 20/20d","0"
"Pr 1241.1MR Molniya-MR","Half Hat","0"
"Pr 1241.1MR Molniya-MR","MR-123 Vympel FC","0"
"Pr 1241.1MR Molniya-MR","Spin Trough SS","0"
"Pr 1241.RE Molniya-E","Eyeball 20/20","0"
"Pr 1241.RE Molniya-E","Eyeball 20/20b","0"
"Pr 1241.RE Molniya-E","Eyeball 20/20c","0"
"Pr 1241.RE Molniya-E","Eyeball 20/20d","0"
"Pr 1241.RE Molniya-E","Half Hat","0"
"Pr 1241.RE Molniya-E","MR-123 Vympel FC","0"
"Pr 1241.RE Molniya-E","Plank Shave AS/SS","0"
"Pr 1241.RE Molniya-E","Spin Trough SS","0"
"Pr 1265 Yakhont","Don 2 SS","0"
"Pr 1265 Yakhont","ESM-1.5","0"
"Pr 1265 Yakhont","Eyeball 20/20","0"
"Pr 1265 Yakhont","Eyeball 20/20b","0"
"Pr 1265 Yakhont","Eyeball 20/20c","0"
"Pr 1265 Yakhont","Eyeball 20/20d","0"
"Pr 1265 Yakhont","Generic Mine Hunting Sonar","0"
"Pr 12660 Rubin","Cross Loop","0"
"Pr 12660 Rubin","Eyeball 20/20","0"
"Pr 12660 Rubin","Eyeball 20/20b","0"
"Pr 12660 Rubin","Eyeball 20/20c","0"
"Pr 12660 Rubin","Eyeball 20/20d","0"
"Pr 12660 Rubin","Generic Mine Hunting Sonar","0"
"Pr 12660 Rubin","Palm Frond SS","0"
"Pr 14310 Mirazh","ESM-0.5","0"
"Pr 14310 Mirazh","Eyeball 20/20","0"
"Pr 14310 Mirazh","Eyeball 20/20b","0"
"Pr 14310 Mirazh","Eyeball 20/20c","0"
"Pr 14310 Mirazh","Eyeball 20/20d","0"
"Pr 14310 Mirazh","Generic Radar 20km SS","0"
"Pr 1559V Morskoy Prostor","ESM-6","0"
"Pr 1559V Morskoy Prostor","Eyeball 20/20","0"
"Pr 1559V Morskoy Prostor","Eyeball 20/20b","0"
"Pr 1559V Morskoy Prostor","Eyeball 20/20c","0"
"Pr 1559V Morskoy Prostor","Eyeball 20/20d","0"
"Pr 1559V Morskoy Prostor","Strut Curve AS/SS","0"
"Pr 1791","Don 2 SS","0"
"Pr 1791","ESM-6","0"
"Pr 1791","Eyeball 20/20","0"
"Pr 1791","Eyeball 20/20b","0"
"Pr 1791","Eyeball 20/20c","0"
"Pr 1791","Eyeball 20/20d","0"
"Pr 1791","Strut Curve AS/SS","0"
"Pr 1826 Rubidiy","ESM-1.5","0"
"Pr 1826 Rubidiy","Eyeball 20/20","0"
"Pr 1826 Rubidiy","Eyeball 20/20b","0"
"Pr 1826 Rubidiy","Eyeball 20/20c","0"
"Pr 1826 Rubidiy","Eyeball 20/20d","0"
"Pr 1826 Rubidiy","MGK-355TA Polinom TA","180"
"Pr 1826 Rubidiy","Palm Frond SS","0"
"Pr 20380 Steregushchiy","ESM-5","0"
"Pr 20380 Steregushchiy","Eyeball 20/20","0"
"Pr 20380 Steregushchiy","Eyeball 20/20b","0"
"Pr 20380 Steregushchiy","Eyeball 20/20c","0"
"Pr 20380 Steregushchiy","Eyeball 20/20d","0"
"Pr 20380 Steregushchiy","ME-02 Zarya Active","0"
"Pr 20380 Steregushchiy","ME-02 Zarya Passive","0"
"Pr 20380 Steregushchiy","Top Plate AS/SS","0"
"Pr 205 Tsunami (Algeria)","ESM-1","0"
"Pr 205 Tsunami (Algeria)","Eyeball 20/20","0"
"Pr 205 Tsunami (Algeria)","Eyeball 20/20b","0"
"Pr 205 Tsunami (Algeria)","Eyeball 20/20c","0"
"Pr 205 Tsunami (Algeria)","Eyeball 20/20d","0"
"Pr 205 Tsunami (Algeria)","MR-104 Rys","0"
"Pr 205 Tsunami (Algeria)","MR-331 Rangout","0"
"Pr 205 Tsunami (Bulgaria)","ESM-1","0"
"Pr 205 Tsunami (Bulgaria)","Eyeball 20/20","0"
"Pr 205 Tsunami (Bulgaria)","Eyeball 20/20b","0"
"Pr 205 Tsunami (Bulgaria)","Eyeball 20/20c","0"
"Pr 205 Tsunami (Bulgaria)","Eyeball 20/20d","0"
"Pr 205 Tsunami (Bulgaria)","MR-104 Rys","0"
"Pr 205 Tsunami (Bulgaria)","MR-331 Rangout","0"
"Pr 205 Tsunami (Croatia)","ESM-1","0"
"Pr 205 Tsunami (Croatia)","Eyeball 20/20","0"
"Pr 205 Tsunami (Croatia)","Eyeball 20/20b","0"
"Pr 205 Tsunami (Croatia)","Eyeball 20/20c","0"
"Pr 205 Tsunami (Croatia)","Eyeball 20/20d","0"
"Pr 205 Tsunami (Croatia)","MR-104 Rys","0"
"Pr 205 Tsunami (Croatia)","MR-331 Rangout","0"
"Pr 205 Tsunami (Cuba)","ESM-1","0"
